S|P|O|S_ID|P_ID|O_ID
O2- radical|subClassOf|ROS|http://purl.obolibrary.org/obo/CHEBI_61073|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/CHEBI_26523
