source_node,target_node,num_paths
PAK1,NF2,12
ITGB2,SRC,8
ITGB2,MAPK10,5
ITGB2,MAPK8,5
ITGB2,MAPK9,4
ITGB2,PAK1,4
ITGB2,PAK2,4
ITGB2,PAK3,3
ITGB2,PAK4,7320
ITGB2,PAK5,1
ITGB2,PAK6,1
ITGB2,ITGB1,12
ITGB1,SRC,18
ITGB1,MAPK10,2
ITGB1,MAPK8,4
ITGB1,MAPK9,1
ITGB1,PAK1,12
ITGB1,PAK2,9
ITGB1,PAK3,8
ITGB1,PAK4,2
ITGB3,ITGB1,19
ITGB3,ITGB2,8
ITGB3,PAK6,4
ITGB3,PAK5,2
ITGB4,MAPK10,1
ITGB4,MAPK8,2
ITGB4,MAPK9,6
ITGB4,PAK1,2
ITGB4,PAK2,1
ITGB4,PAK3,11244
ITGB4,PAK4,1574
ITGB4,PAK5,1
ITGB4,PAK6,1
ITGB1,PAK5,2
ITGB4,ITGB3,5
ITGB4,ITGB1,10
ITGB3,SRC,64
ITGB3,MAPK10,4
ITGB3,MAPK8,7
ITGB3,MAPK9,4
ITGB3,PAK1,12
ITGB3,PAK2,12
ITGB3,PAK3,8
ITGB3,PAK4,2
ITGB4,ITGB2,2
ITGB4,SRC,2
ITGB1,PAK6,3
MAP4K2,MAP4K5,3074
WWTR1,TEAD4,7
WWTR1,TEAD1,7
WWTR1,YAP1,10
YAP1,TEAD2,7
YAP1,TEAD3,7
YAP1,TEAD4,7
YAP1,TEAD1,7
CTNNA1,LATS1,1
CTNNA1,CTNNB1,13
TEAD2,TEAD3,7
TEAD2,TEAD4,7
TEAD2,TEAD1,7
TEAD3,TEAD4,8
TEAD3,TEAD1,7
TEAD4,TEAD1,7
STK3,SAV1,2
ACTA1,ACTA2,7
ACTA2,ACTB,13
ACTB,ACTC1,6
WWTR1,TEAD3,7
WWTR1,TEAD2,7
YWHAQ,YAP1,3
YWHAQ,WWTR1,3
MAP4K2,MAP4K3,3073
MAP4K2,MAP4K4,1
MAP4K2,MAP4K1,1
LATS1,WWTR1,2
LATS1,YAP1,2
LATS1,SGMS1,5
MAP4K5,LATS1,936
MAP4K5,MAP4K3,1
MAP4K5,MAP4K4,1
MAP4K2,LATS1,5
MAP4K5,MAP4K1,1
MAP4K3,MAP4K4,1
MAP4K3,MAP4K1,1
MAP4K4,LATS1,5
MAP4K4,MAP4K1,1
MAP4K1,LATS1,5
STK4,SGMS1,1
STK4,LATS1,1
STK4,STK3,1
STK4,SAV1,1
MAP4K3,LATS1,936
ITGB6,ITGB1,6
ITGB6,ITGB2,3
ITGB6,ITGB3,5
MAPK10,MAPK8,28
MAPK10,MAPK9,27
LIMD1,LATS1,6
MAPK8,LIMD1,2
MAPK8,MAPK9,33
MAPK9,LIMD1,1
ITGB5,SRC,2
ITGB5,MAPK10,1
ITGB5,MAPK8,1
ITGB5,MAPK9,1
ITGB5,PAK1,2
ITGB5,PAK2,2
ITGB5,PAK3,2
ITGB5,PAK4,3602
ITGB5,PAK5,3648
ITGB5,PAK6,5512
ITGB5,ITGB7,4
ITGB5,ITGB8,4
ITGB5,ITGB6,5
MAPK10,LIMD1,2
PAK6,NF2,2
PAK5,PAK6,4
PAK5,NF2,3
PAK1,PAK2,31
PAK1,PAK3,27
PAK1,PAK4,4
PAK1,PAK5,4
PAK1,PAK6,5
NF2,LATS1,1
NF2,WWTR1,1
NF2,YAP1,1
PAK2,NF2,4
ITGB5,ITGB4,3
PAK2,PAK3,28
PAK2,PAK5,4
PAK2,PAK6,5
PAK3,NF2,4
PAK3,PAK4,4
PAK3,PAK5,4
PAK3,PAK6,4
PAK4,NF2,2
PAK4,PAK5,4
PAK4,PAK6,4
PAK2,PAK4,4
ITGB5,ITGB3,8
ITGB5,ITGB2,4
ITGB5,ITGB1,9
ITGB8,PAK3,1
ITGB8,PAK4,1019
ITGB8,PAK5,1090
ITGB8,PAK6,1
ITGB8,ITGB6,5
ITGB8,ITGB4,1
ITGB8,ITGB3,4
ITGB8,ITGB2,2
ITGB8,ITGB1,5
ITGB8,PAK2,1
ITGB6,SRC,1
ITGB6,MAPK8,2
ITGB6,MAPK9,15
ITGB6,PAK1,1
ITGB6,PAK2,2
ITGB6,PAK3,1
ITGB6,PAK4,1887
ITGB6,PAK5,1
ITGB6,PAK6,1
ITGB6,ITGB4,3
ITGB6,MAPK10,2
ACTC1,ACTG1,4
ITGB8,PAK1,10420
ITGB8,MAPK8,4
SRC,WWTR1,1
SRC,YAP1,3
ITGB7,SRC,2
ITGB7,MAPK10,2
ITGB7,MAPK8,1
ITGB7,MAPK9,1
ITGB7,PAK1,2
ITGB7,PAK2,3
ITGB7,PAK3,3
ITGB8,MAPK9,4
ITGB7,PAK4,3044
ITGB7,PAK6,7940
ITGB7,ITGB8,3
ITGB7,ITGB6,3
ITGB7,ITGB4,1
ITGB7,ITGB3,3
ITGB7,ITGB2,5
ITGB7,ITGB1,5
ITGB8,SRC,2
ITGB8,MAPK10,1
ITGB7,PAK5,3103
ACTG1,ACTG2,2394
