Source,Target,edgeID,signal,color
"RUNX2","Hypertrophy","f2d2c","a","#000000"
"RUNX2","COL10A1","c3742_b0489_unlabeled","a","#unlabeled"
"RUNX2","VEGFA","c3742_b0489_d1573_dee70_1","a","#nan"
"RUNX2","MMP13","a1da8_fdfc2_db756_a70b3_1","a","#nan"
"RUNX2","CEBPB","a1da8_a70b3_unlabeled","a","#unlabeled"
"RUNX2","RUNX2","None","None","None"
"COL10A1","Hypertrophy","f2d2c","a","#000000"
"COL10A1","DDR2","f9a1a","a","#000000"
"COL10A1","COL3A1","b3295_cd948_unlabeled","a","#unlabeled"
"COL10A1","COL1A1","cd948_b3295_c07eb_df8b9_2","a","#nan"
"COL10A1","COL2A1","b3295_df8b9_unlabeled","a","#unlabeled"
"COL10A1","RUNX2","b0489_c3742_unlabeled","a","#unlabeled"
"COL10A1","VEGFA","b0489_d1573_unlabeled","a","#unlabeled"
"COL10A1","MMP13","fdfc2_db756_unlabeled","a","#unlabeled"
"COL10A1","CEBPB","a1da8_fdfc2_db756_a70b3_2","a","#nan"
"COL10A1","COL10A1","None","None","None"
"MMP13","Hypertrophy","f2d2c","a","#000000"
"MMP13","RUNX2","a1da8_fdfc2_db756_a70b3_3","a","#nan"
"MMP13","COL10A1","db756_fdfc2_unlabeled","a","#unlabeled"
"MMP13","VEGFA","dee70_d1573_unlabeled","a","#unlabeled"
"MMP13","CEBPB","a1da8_fdfc2_db756_a70b3_3","a","#nan"
"MMP13","MMP13","None","None","None"
"CEBPB","Hypertrophy","b4c38","a","#000000"
"CEBPB","RUNX2","a70b3_a1da8_unlabeled","a","#unlabeled"
"CEBPB","COL10A1","a1da8_fdfc2_db756_a70b3_4","a","#nan"
"CEBPB","MMP13","a1da8_fdfc2_db756_a70b3_4","a","#nan"
"CEBPB","CEBPB","a6853","a","#000000"
"DIO2","Triiodothyronine","aa5f1","a","#000000"
"EPAS1","CEBPB","dd612","a","#000000"
"Vascularization","Hypertrophy","db7aa","a","#000000"
"DDR2","Vascularization","dd655","a","#000000"
"ARNT","GANC","f4fd9","a","#000000"
"ARNT","COL2A1","f4fd9","a","#000000"
"ARNT","ACAN","f4fd9","a","#000000"
"ARNT","VEGFA","f4fd9","a","#000000"
"ARNT","ARNT","e086f","a","#000000"
"ARNT","HIF1A","fb3ae_af586_unlabeled","a","#unlabeled"
"GANC","COL2A1","aace6_dd9cd_e1914_f40a4_1","a","#nan"
"GANC","ACAN","aace6_e1914_unlabeled","a","#unlabeled"
"GANC","VEGFA","aace6_dd9cd_e1914_f40a4_1","a","#nan"
"COL2A1","DDR2","f9a1a","a","#000000"
"COL2A1","SOX9","d4039_cb66a_unlabeled","a","#unlabeled"
"COL2A1","AGC","cb66a_a0a82_d4039_3","a","#nan"
"COL2A1","COL3A1","cd948_b3295_c07eb_df8b9_4","a","#nan"
"COL2A1","COL10A1","df8b9_b3295_unlabeled","a","#unlabeled"
"COL2A1","COL1A1","df8b9_c07eb_unlabeled","a","#unlabeled"
"COL2A1","GANC","aace6_dd9cd_e1914_f40a4_2","a","#nan"
"COL2A1","ACAN","dd9cd_e1914_unlabeled","a","#unlabeled"
"COL2A1","VEGFA","dd9cd_f40a4_unlabeled","a","#unlabeled"
"COL2A1","COL2A1","None","None","None"
"ACAN","GANC","e1914_aace6_unlabeled","a","#unlabeled"
"ACAN","COL2A1","e1914_dd9cd_unlabeled","a","#unlabeled"
"ACAN","VEGFA","aace6_dd9cd_e1914_f40a4_3","a","#nan"
"VEGFA","Vascularization","b0668","a","#000000"
"VEGFA","KDR","dc090","a","#000000"
"VEGFA","Hypertrophy","f2d2c","a","#000000"
"VEGFA","RUNX2","c3742_b0489_d1573_dee70_3","a","#nan"
"VEGFA","COL10A1","d1573_b0489_unlabeled","a","#unlabeled"
"VEGFA","MMP13","d1573_dee70_unlabeled","a","#unlabeled"
"VEGFA","GANC","aace6_dd9cd_e1914_f40a4_4","a","#nan"
"VEGFA","COL2A1","f40a4_dd9cd_unlabeled","a","#unlabeled"
"VEGFA","ACAN","aace6_dd9cd_e1914_f40a4_4","a","#nan"
"HIF1A","GANC","f4fd9","a","#000000"
"HIF1A","COL2A1","f4fd9","a","#000000"
"HIF1A","ACAN","f4fd9","a","#000000"
"HIF1A","VEGFA","d5e36","a","#000000"
"HIF1A","HIF1A","a421d","a","#000000"
"HIF1A","ARNT","af586_fb3ae_unlabeled","a","#unlabeled"
"HIF1A","VHL","f28ab_e4306_unlabeled","a","#unlabeled"
"Triiodothyronine","EPAS1","e0dd1","a","#000000"
"Prolyl 4-hydroxylase","HIF1A","e3e40","a","#000000"
"CNMD","EPAS1","ea98b","i","#000000"
"CNMD","Vascularization","dabdd","i","#000000"
"KDR","PIK3CA","fed85","a","#000000"
"KDR","MAPK3","a165b","a","#000000"
"KDR","MAPK1","a165b","a","#000000"
"KDR","JAK2","b08d6","a","#000000"
"KDR","PRKCA","f409f","a","#000000"
"KDR","RELA","d3ceb","a","#000000"
"KDR","NFKB1","d3ceb","a","#000000"
"KDR","RELB","d3ceb","a","#000000"
"KDR","JUND","dc2e8","a","#000000"
"KDR","JUNB","dc2e8","a","#000000"
"KDR","FOS","dc2e8","a","#000000"
"KDR","JUN","dc2e8","a","#000000"
"KDR","FOSL2","dc2e8","a","#000000"
"KDR","FOSL1","dc2e8","a","#000000"
"KDR","FOSB","dc2e8","a","#000000"
"KDR","HIF1A","d0f37","a","#000000"
"PIK3CA","AKT1","b1f32","a","#000000"
"PIK3CA","AKT2","b1f32","a","#000000"
"PIK3CA","AKT3","b1f32","a","#000000"
"NGF","NTRK1","ae4e0","a","#000000"
"NGF","Endothelial cell proliferation","fbf8d","a","#000000"
"NGF","Migration","fbf8d","a","#000000"
"NGF","Tube formation","fbf8d","a","#000000"
"NTRK1","RAS","cf797","a","#000000"
"Hypoxia","HIF1A","ce707","a","#000000"
"L-thyroxine","Triiodothyronine","aa5f1","a","#000000"
"Endothelial cell proliferation","Migration","ad7f0_b8e58_unlabeled","a","#unlabeled"
"Endothelial cell proliferation","Tube formation","ad7f0_b8e58_c0a84_1","a","#nan"
"Migration","Endothelial cell proliferation","b8e58_ad7f0_unlabeled","a","#unlabeled"
"Migration","Tube formation","b8e58_c0a84_unlabeled","a","#unlabeled"
"Tube formation","Endothelial cell proliferation","ad7f0_b8e58_c0a84_3","a","#nan"
"Tube formation","Migration","c0a84_b8e58_unlabeled","a","#unlabeled"
"JUND","CCN2","bd177","a","#000000"
"JUND","NGF","a70f6","a","#000000"
"JUND","JUNB","a0c66_f3ff8_unlabeled","a","#unlabeled"
"JUND","FOS","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_1","a","#nan"
"JUND","JUN","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_1","a","#nan"
"JUND","FOSL2","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_1","a","#nan"
"JUND","FOSL1","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_1","a","#nan"
"JUND","FOSB","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_1","a","#nan"
"CCN2","Endothelial cell proliferation","ca6f6","a","#000000"
"CCN2","Migration","ca6f6","a","#000000"
"CCN2","Tube formation","ca6f6","a","#000000"
"JUNB","CCN2","bd177","a","#000000"
"JUNB","NGF","a70f6","a","#000000"
"JUNB","JUND","f3ff8_a0c66_unlabeled","a","#unlabeled"
"JUNB","FOS","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_2","a","#nan"
"JUNB","JUN","f3ff8_b20a2_unlabeled","a","#unlabeled"
"JUNB","FOSL2","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_2","a","#nan"
"JUNB","FOSL1","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_2","a","#nan"
"JUNB","FOSB","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_2","a","#nan"
"FOS","CCN2","bd177","a","#000000"
"FOS","NGF","a70f6","a","#000000"
"FOS","JUND","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_3","a","#nan"
"FOS","JUNB","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_3","a","#nan"
"FOS","JUN","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_3","a","#nan"
"FOS","FOSL2","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_3","a","#nan"
"FOS","FOSL1","a0c66_f3ff8_dddab_b20a2_dde49_fed7b_ae5fc_3","a","#nan"
