source|target|source_label|target_label|source_id|target_id
PAK1|NF2|PAK1|NF2|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/4771
PAK1|PAK2|PAK1|PAK2|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/5062
PAK1|PAK3|PAK1|PAK3|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/5063
PAK1|PAK4|PAK1|PAK4|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/10298
PAK1|PAK5|PAK1|PAK5|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/57144
PAK1|PAK6|PAK1|PAK6|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/56924
NF2|LATS1|NF2|LATS1|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/9113
NF2|WWTR1|NF2|WWTR1|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/25937
NF2|YAP1|NF2|YAP1|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/10413
PAK2|NF2|PAK2|NF2|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/4771
PAK2|PAK1|PAK2|PAK1|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/5058
PAK2|PAK3|PAK2|PAK3|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/5063
PAK2|PAK4|PAK2|PAK4|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/10298
PAK2|PAK5|PAK2|PAK5|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/57144
PAK2|PAK6|PAK2|PAK6|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/56924
PAK3|NF2|PAK3|NF2|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/4771
PAK3|PAK1|PAK3|PAK1|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/5058
PAK3|PAK2|PAK3|PAK2|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/5062
PAK3|PAK4|PAK3|PAK4|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/10298
PAK3|PAK5|PAK3|PAK5|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/57144
PAK3|PAK6|PAK3|PAK6|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/56924
PAK4|NF2|PAK4|NF2|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/4771
PAK4|PAK1|PAK4|PAK1|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/5058
PAK4|PAK2|PAK4|PAK2|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/5062
PAK4|PAK3|PAK4|PAK3|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/5063
PAK4|PAK5|PAK4|PAK5|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/57144
PAK4|PAK6|PAK4|PAK6|http://www.ncbi.nlm.nih.gov/gene/10298|http://www.ncbi.nlm.nih.gov/gene/56924
PAK5|NF2|PAK5|NF2|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/4771
PAK5|PAK1|PAK5|PAK1|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/5058
PAK5|PAK2|PAK5|PAK2|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/5062
PAK5|PAK3|PAK5|PAK3|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/5063
PAK5|PAK4|PAK5|PAK4|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/10298
PAK5|PAK6|PAK5|PAK6|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/56924
PAK6|NF2|PAK6|NF2|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/4771
PAK6|PAK1|PAK6|PAK1|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/5058
PAK6|PAK2|PAK6|PAK2|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/5062
PAK6|PAK3|PAK6|PAK3|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/5063
PAK6|PAK4|PAK6|PAK4|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/10298
PAK6|PAK5|PAK6|PAK5|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/57144
MAPK10|LIMD1|MAPK10|LIMD1|http://www.ncbi.nlm.nih.gov/gene/5602|http://www.ncbi.nlm.nih.gov/gene/8994
MAPK10|MAPK8|MAPK10|MAPK8|http://www.ncbi.nlm.nih.gov/gene/5602|http://www.ncbi.nlm.nih.gov/gene/5599
MAPK10|MAPK9|MAPK10|MAPK9|http://www.ncbi.nlm.nih.gov/gene/5602|http://www.ncbi.nlm.nih.gov/gene/5601
LIMD1|LATS1|LIMD1|LATS1|http://www.ncbi.nlm.nih.gov/gene/8994|http://www.ncbi.nlm.nih.gov/gene/9113
MAPK8|LIMD1|MAPK8|LIMD1|http://www.ncbi.nlm.nih.gov/gene/5599|http://www.ncbi.nlm.nih.gov/gene/8994
MAPK8|MAPK10|MAPK8|MAPK10|http://www.ncbi.nlm.nih.gov/gene/5599|http://www.ncbi.nlm.nih.gov/gene/5602
MAPK8|MAPK9|MAPK8|MAPK9|http://www.ncbi.nlm.nih.gov/gene/5599|http://www.ncbi.nlm.nih.gov/gene/5601
MAPK9|LIMD1|MAPK9|LIMD1|http://www.ncbi.nlm.nih.gov/gene/5601|http://www.ncbi.nlm.nih.gov/gene/8994
MAPK9|MAPK10|MAPK9|MAPK10|http://www.ncbi.nlm.nih.gov/gene/5601|http://www.ncbi.nlm.nih.gov/gene/5602
MAPK9|MAPK8|MAPK9|MAPK8|http://www.ncbi.nlm.nih.gov/gene/5601|http://www.ncbi.nlm.nih.gov/gene/5599
ITGB5|SRC|ITGB5|SRC|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/6714
ITGB5|MAPK10|ITGB5|MAPK10|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5602
ITGB5|MAPK8|ITGB5|MAPK8|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5599
ITGB5|MAPK9|ITGB5|MAPK9|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB5|PAK1|ITGB5|PAK1|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5058
ITGB5|PAK2|ITGB5|PAK2|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5062
ITGB5|PAK3|ITGB5|PAK3|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5063
ITGB5|PAK4|ITGB5|PAK4|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/10298
ITGB5|PAK5|ITGB5|PAK5|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/57144
ITGB5|PAK6|ITGB5|PAK6|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/56924
ITGB5|ITGB7|ITGB5|ITGB7|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3695
ITGB5|ITGB8|ITGB5|ITGB8|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3696
ITGB5|ITGB6|ITGB5|ITGB6|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3694
ITGB5|ITGB4|ITGB5|ITGB4|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3691
ITGB5|ITGB3|ITGB5|ITGB3|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3690
ITGB5|ITGB2|ITGB5|ITGB2|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3689
ITGB5|ITGB1|ITGB5|ITGB1|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3688
SRC|WWTR1|SRC|WWTR1|http://www.ncbi.nlm.nih.gov/gene/6714|http://www.ncbi.nlm.nih.gov/gene/25937
SRC|YAP1|SRC|YAP1|http://www.ncbi.nlm.nih.gov/gene/6714|http://www.ncbi.nlm.nih.gov/gene/10413
ITGB7|SRC|ITGB7|SRC|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/6714
ITGB7|MAPK10|ITGB7|MAPK10|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5602
ITGB7|MAPK8|ITGB7|MAPK8|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5599
ITGB7|MAPK9|ITGB7|MAPK9|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB7|PAK1|ITGB7|PAK1|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5058
ITGB7|PAK2|ITGB7|PAK2|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5062
ITGB7|PAK3|ITGB7|PAK3|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/5063
ITGB7|PAK4|ITGB7|PAK4|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/10298
ITGB7|PAK5|ITGB7|PAK5|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/57144
ITGB7|PAK6|ITGB7|PAK6|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/56924
ITGB7|ITGB5|ITGB7|ITGB5|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3693
ITGB7|ITGB8|ITGB7|ITGB8|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3696
ITGB7|ITGB6|ITGB7|ITGB6|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3694
ITGB7|ITGB4|ITGB7|ITGB4|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3691
ITGB7|ITGB3|ITGB7|ITGB3|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3690
ITGB7|ITGB2|ITGB7|ITGB2|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3689
ITGB7|ITGB1|ITGB7|ITGB1|http://www.ncbi.nlm.nih.gov/gene/3695|http://www.ncbi.nlm.nih.gov/gene/3688
ITGB8|SRC|ITGB8|SRC|http://www.ncbi.nlm.nih.gov/gene/3696|http://www.ncbi.nlm.nih.gov/gene/6714
ITGB8|MAPK10|ITGB8|MAPK10|http://www.ncbi.nlm.nih.gov/gene/3696|http://www.ncbi.nlm.nih.gov/gene/5602
