Source,Target,edgeID,signal,color
"SOCS2","STAT1","id20968a0f","i","#000000"
"SOCS2","JAK2","idab3e8119","i","#000000"
"SOCS2","STAT5B","id58719621","i","#000000"
"SOCS2","STAT5A","id58719621","i","#000000"
"SOCS2","STAT3","idab3e8119","i","#000000"
"SOCS2","SOCS1","c43c2_c43e4_unlabeled","a","#unlabeled"
"SOCS2","CISH","c43c2_c43e4_e5981_f7bec_1","a","#nan"
"SOCS2","SOCS3","c43c2_f7bec_unlabeled","a","#unlabeled"
"STAT1","KRAS","id565b0913","a","#000000"
"STAT1","NRAS","id565b0913","a","#000000"
"STAT1","HRAS","id565b0913","a","#000000"
"STAT1","AKT2","id92d1f13b","a","#000000"
"STAT1","AKT3","id92d1f13b","a","#000000"
"STAT1","AKT1","id92d1f13b","a","#000000"
"STAT1","JAK2","c36fb_cbaa0_unlabeled","a","#unlabeled"
"JAK2","KRAS","id69447262","a","#000000"
"JAK2","NRAS","id69447262","a","#000000"
"JAK2","HRAS","id69447262","a","#000000"
"JAK2","AKT2","idb4e79a86","a","#000000"
"JAK2","AKT3","idb4e79a86","a","#000000"
"JAK2","AKT1","idb4e79a86","a","#000000"
"JAK2","STAT5B","idcdcfbec1","a","#000000"
"JAK2","STAT5A","idcdcfbec1","a","#000000"
"JAK2","STAT1","cbaa0_c36fb_unlabeled","a","#unlabeled"
"JAK2","STAT3","e40b6_d6831_unlabeled","a","#unlabeled"
"SOCS1","STAT1","id20968a0f","i","#000000"
"SOCS1","JAK2","idab3e8119","i","#000000"
"SOCS1","STAT5B","id58719621","i","#000000"
"SOCS1","STAT5A","id58719621","i","#000000"
"SOCS1","STAT3","idab3e8119","i","#000000"
"SOCS1","SOCS2","c43e4_c43c2_unlabeled","a","#unlabeled"
"SOCS1","CISH","c43e4_e5981_unlabeled","a","#unlabeled"
"SOCS1","SOCS3","c43c2_c43e4_e5981_f7bec_2","a","#nan"
"CISH","STAT1","id20968a0f","i","#000000"
"CISH","JAK2","idab3e8119","i","#000000"
"CISH","STAT5B","id58719621","i","#000000"
"CISH","STAT5A","id58719621","i","#000000"
"CISH","STAT3","idab3e8119","i","#000000"
"CISH","SOCS2","c43c2_c43e4_e5981_f7bec_3","a","#nan"
"CISH","SOCS1","e5981_c43e4_unlabeled","a","#unlabeled"
"CISH","SOCS3","c43c2_c43e4_e5981_f7bec_3","a","#nan"
"SOCS3","STAT1","id20968a0f","i","#000000"
"SOCS3","JAK2","idab3e8119","i","#000000"
"SOCS3","STAT5B","id58719621","i","#000000"
"SOCS3","STAT5A","id58719621","i","#000000"
"SOCS3","STAT3","idab3e8119","i","#000000"
"SOCS3","SOCS2","f7bec_c43c2_unlabeled","a","#unlabeled"
"SOCS3","SOCS1","c43c2_c43e4_e5981_f7bec_4","a","#nan"
"SOCS3","CISH","c43c2_c43e4_e5981_f7bec_4","a","#nan"
"AKT2","RPTOR","id2097708c","a","#000000"
"AKT2","MLST8","id2097708c","a","#000000"
"AKT2","AKT1S1","id2097708c","a","#000000"
"AKT2","MTOR","id2097708c","a","#000000"
"AKT2","AKT3","b6d9f_d9cc4_unlabeled","a","#unlabeled"
"AKT2","AKT1","b6d9f_f48ec_unlabeled","a","#unlabeled"
"RPTOR","MLST8","a310d_bfde3_unlabeled","a","#unlabeled"
"RPTOR","AKT1S1","a310d_bfde3_da53c_ec627_1","a","#nan"
"RPTOR","MTOR","a310d_ec627_unlabeled","a","#unlabeled"
"MLST8","RPTOR","bfde3_a310d_unlabeled","a","#unlabeled"
"MLST8","AKT1S1","bfde3_da53c_unlabeled","a","#unlabeled"
