source_node,target_node,num_paths
PPP1R14A,PPP1R12A,5
EGFR,PDGFRB,60
EGFR,TEK,46
EGFR,FLT3,3
EGFR,NTRK1,10
EGFR,NTRK2,4
CSF1R,NF2,1
CSF1R,FGFR4,3
CSF1R,FLT1,2
CSF1R,FLT4,6
CSF1R,NGFR,16
CSF1R,MET,5
CSF1R,PDGFRA,3
CSF1R,PDGFRB,3
EGFR,PDGFRA,59
CSF1R,TEK,3
CSF1R,NTRK1,3
CSF1R,NTRK2,4
FGFR4,NF2,1
FGFR4,FLT1,3
FGFR4,FLT4,2
FGFR4,NGFR,3
FGFR4,MET,61
FGFR4,PDGFRA,60
FGFR4,PDGFRB,59
FGFR4,TEK,47
FGFR4,FLT3,3
FGFR4,NTRK1,10
FGFR4,NTRK2,5
CSF1R,FLT3,3
FLT1,NF2,7
EGFR,MET,72
EGFR,FLT4,3
FGFR1,FLT1,4
FGFR1,FLT4,3
FGFR1,NGFR,4
FGFR1,MET,72
FGFR1,PDGFRA,59
FGFR1,PDGFRB,61
FGFR1,TEK,46
FGFR1,FLT3,3
FGFR1,NTRK1,15
FGFR1,NTRK2,19
EPHA2,NF2,4
EPHA2,EGFR,2
EPHA2,CSF1R,1
EGFR,NGFR,4
EPHA2,FGFR4,2
EPHA2,FLT4,4
EPHA2,NGFR,4
EPHA2,MET,2
EPHA2,PDGFRA,2
EPHA2,PDGFRB,2
EPHA2,TEK,2
EPHA2,FLT3,2
EPHA2,NTRK1,4
EPHA2,NTRK2,8
EGFR,NF2,2
EGFR,CSF1R,3
EGFR,FGFR4,60
EGFR,FLT1,3
EPHA2,FLT1,4
FLT1,FLT4,6
FLT1,NGFR,1
FLT1,MET,6
PDGFRA,FLT3,4
PDGFRA,NTRK1,10
PDGFRA,NTRK2,4
PDGFRB,NF2,1
PDGFRB,TEK,46
PDGFRB,FLT3,3
PDGFRB,NTRK1,11
PDGFRB,NTRK2,3
TEK,NF2,2
TEK,FLT3,3
TEK,NTRK1,9
TEK,NTRK2,4
FLT3,NF2,2
PDGFRA,TEK,47
FLT3,NTRK1,1
NTRK1,NF2,1
NTRK1,NTRK2,12
NTRK2,NF2,1
MIR98,MYC,2
MIR98,NRAS,14
MIR98,HRAS,1
MIR98,KRAS,34
CDH1,CTNNB1,22
CDH1,CTNNA1,8
CDH1,CDH10,4
CDH1,CDH11,4
CDH1,CDH12,4
CDH1,CDH13,4
FLT3,NTRK2,5
PDGFRA,PDGFRB,59
PDGFRA,NF2,3
MET,NTRK2,16
FLT1,PDGFRA,2
FLT1,PDGFRB,3
FLT1,TEK,3
FLT1,FLT3,2
FLT1,NTRK1,1
FLT1,NTRK2,2
FLT4,NF2,2
FLT4,NGFR,1
FLT4,MET,2
FLT4,PDGFRA,2
FLT4,PDGFRB,3
FLT4,TEK,3
FLT4,FLT3,2
FLT4,NTRK1,1
FLT4,NTRK2,1
NGFR,NF2,1
NGFR,MET,5
NGFR,PDGFRA,2
NGFR,PDGFRB,3
NGFR,TEK,2
NGFR,FLT3,3
NGFR,NTRK1,3
NGFR,NTRK2,3
MET,NF2,6
MET,PDGFRA,60
MET,PDGFRB,60
MET,TEK,47
MET,FLT3,3
MET,NTRK1,12
FGFR1,FGFR4,62
CDH1,CDH15,4
FGFR1,CSF1R,4
FGFR1,EPHA2,2
FGFR2,NTRK1,12
FGFR2,NTRK2,5
KDR,NF2,1
KDR,INSR,1
KDR,FGFR3,7
KDR,IGF1R,1
KDR,KIT,6
KDR,FGFR1,7
KDR,EPHA2,4
KDR,EGFR,12
KDR,CSF1R,1
KDR,FGFR4,7
KDR,FLT1,14
FGFR2,FLT3,3
KDR,FLT4,5
KDR,MET,12
KDR,PDGFRA,6
KDR,PDGFRB,7
KDR,TEK,7
KDR,FLT3,1
KDR,NTRK1,2
KDR,NTRK2,2
INSR,NF2,1
INSR,FGFR3,23
INSR,IGF1R,8
INSR,KIT,24
INSR,FGFR1,24
INSR,EPHA2,6
KDR,NGFR,2
INSR,EGFR,24
FGFR2,TEK,46
FGFR2,PDGFRA,61
ITGB4,ITGB8,1
ITGB5,ITGB6,5
ITGB5,ITGB7,4
ITGB5,ITGB8,4
ITGB6,ITGB7,3
ITGB6,ITGB8,5
ITGB7,ITGB8,3
TEAD1,TEAD2,7
TEAD1,TEAD3,7
TEAD1,TEAD4,7
TEAD2,TEAD3,7
TEAD2,TEAD4,7
TEAD3,TEAD4,8
FGFR2,PDGFRB,60
FGFR2,NF2,1
FGFR2,INSR,23
FGFR2,FGFR3,69
FGFR2,IGF1R,4
FGFR2,KIT,60
FGFR2,FGFR1,69
FGFR2,EPHA2,2
FGFR2,EGFR,64
FGFR2,CSF1R,3
FGFR2,FGFR4,62
FGFR2,FLT1,4
FGFR2,FLT4,2
FGFR2,NGFR,3
FGFR2,MET,62
FGFR2,KDR,6
INSR,CSF1R,1
INSR,FGFR4,23
INSR,FLT1,1
IGF1R,FGFR4,4
IGF1R,FLT1,5
IGF1R,FLT4,2
IGF1R,NGFR,2
IGF1R,MET,4
IGF1R,PDGFRA,5
IGF1R,PDGFRB,5
IGF1R,TEK,4
IGF1R,FLT3,8
IGF1R,NTRK1,2
IGF1R,NTRK2,2
KIT,NF2,2
KIT,FGFR1,60
IGF1R,CSF1R,2
KIT,EPHA2,2
KIT,CSF1R,5
KIT,FGFR4,60
KIT,FLT1,5
KIT,FLT4,2
KIT,NGFR,2
