,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['Arrow'],#000000,[],,,"LINESTRING (723.5942460317467 179.01923076923129, 678.5 139.25)",POINT (723.5942460317467 179.01923076923129),ddc80,723.5942460317467,179.01923076923129,POINT (678.5 139.25),e69af,678.5,139.25,0.0,ddc80,0.0,e69af,,,α-synuclein (1-103) fragment,Parkinson's disease
1,[],['mim-binding'],#000000,[],,id1610061a,"LINESTRING (109.2133699633703 541.4893162393157, 152.80311355311255 497.0512820512822)",POINT (109.2133699633703 541.4893162393157),bfc98,109.2133699633703,541.4893162393157,POINT (152.80311355311255 497.0512820512822),b8468,152.80311355311255,497.0512820512822,0.0,bfc98,0.0,b8468,,,BDNF,TrkB
2,['f46d0'],['mim-cleavage'],#000000,[],,id1a41e81d,"LINESTRING (1092.371184371183 474.98840048839895, 1092.371184371183 519.902930402927)",POINT (1092.371184371183 474.98840048839895),ec8d2,1092.371184371183,474.98840048839895,POINT (1092.371184371183 519.902930402927),cf07c,1092.371184371183,519.902930402927,0.0,ec8d2,0.0,cf07c,,,TDP-43,TDP-43 fragment
3,[],['mim-catalysis'],#000000,[],,id1c0281ab,"LINESTRING (948.2470238095236 431.66666666666674, 877.351428571428 684.5457142857146)",POINT (948.2470238095236 431.66666666666674),cec39,948.2470238095236,431.66666666666674,POINT (877.351428571428 684.5457142857146),e86bc,877.351428571428,684.5457142857146,0.0,cec39,0.0,e86bc,,,δ-secretase ,e86bc
4,['f77c5'],['mim-cleavage'],#000000,[],,id1e78bfcf,"LINESTRING (689.1269841269848 465.34126984127, 690.1944444444451 535.9801587301588)",POINT (689.1269841269848 465.34126984127),c31e7,689.1269841269848,465.34126984127,POINT (690.1944444444451 535.9801587301588),f7f35,690.1944444444451,535.9801587301588,0.0,c31e7,0.0,f7f35,,,SET,SET fragment
5,[],['mim-catalysis'],#000000,[],,id1f63675d,"LINESTRING (594.1666666666663 454.3809523809524, 518.0236575922058 405.3317472906923)",POINT (594.1666666666663 454.3809523809524),f979e,594.1666666666663,454.3809523809524,POINT (518.0236575922058 405.3317472906923),b159a,518.0236575922058,405.3317472906923,0.0,f979e,0.0,b159a,,,"['AKT 1', 'AKT 2\n', 'AKT 3']",b159a
6,['a90aa'],['mim-cleavage'],#000000,[],,id27acc3ef,"LINESTRING (563.006135428763 234.95708854055414, 562.9732221617708 313.305019081485)",POINT (563.006135428763 234.95708854055414),f75bc,563.006135428763,234.95708854055414,POINT (562.9732221617708 313.305019081485),e9165,562.9732221617708,313.305019081485,0.0,f75bc,0.0,e9165,,,SRPK2,SRPK2 fragment
7,['af270'],['mim-conversion'],#000000,[],,id2960d61b,"LINESTRING (1066.9668353007307 745.3704729783988, 1068.395406729303 833.203043443347)",POINT (1066.9668353007307 745.3704729783988),b73f1,1066.9668353007307,745.3704729783988,POINT (1068.395406729303 833.203043443347),a4b6b,1068.395406729303,833.203043443347,0.0,b73f1,0.0,a4b6b,,,APP,Amyloid-beta
8,['d413d'],['mim-conversion'],#000000,[],,id446c1dfc,"LINESTRING (946.8095238095236 103.57692307692292, 946.8095238095236 199.24358974358967)",POINT (946.8095238095236 103.57692307692292),e3d1e,946.8095238095236,103.57692307692292,POINT (946.8095238095236 199.24358974358967),ed7de,946.8095238095236,199.24358974358967,0.0,e3d1e,0.0,ed7de,,,Dopamine,DOPAL
9,[],['mim-transcription-translation'],#000000,[],,id48dc0e91,"LINESTRING (450.18608414239554 779.2880258899678, 820.238095238095 946.6666666666671)",POINT (450.18608414239554 779.2880258899678),b93db,450.18608414239554,779.2880258899678,POINT (820.238095238095 946.6666666666671),a53c8,820.238095238095,946.6666666666671,0.0,b93db,0.0,a53c8,,,LGMN,Prolegumain
