,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['mim-binding'],#000000,[],,,"LINESTRING (728.8981481481472 93.0833333333333, 728.5833333333359 143.5277777777768)",POINT (728.8981481481472 93.0833333333333),c90ae,728.8981481481472,93.0833333333333,POINT (728.5833333333359 143.5277777777768),ac6e5,728.5833333333359,143.5277777777768,0.0,c90ae,0.0,ac6e5,,,BDNF,NGFR
1,[],['mim-binding'],#000000,[],,,"LINESTRING (115.05555555555495 89.19444444444457, 114.74074074074088 146.21296296296336)",POINT (115.05555555555495 89.19444444444457),c8231,115.05555555555495,89.19444444444457,POINT (114.74074074074088 146.21296296296336),ddf43,114.74074074074088,146.21296296296336,0.0,c8231,0.0,ddf43,,,BDNF,NGFR
2,[],['mim-transcription-translation'],#000000,[],,,"LINESTRING (208.6759259259274 586.4444444444442, 241.92592592592882 605.546296296297)",POINT (208.6759259259274 586.4444444444442),c16c9,208.6759259259274,586.4444444444442,POINT (241.92592592592882 605.546296296297),b8e64,241.92592592592882,605.546296296297,0.0,c16c9,0.0,b8e64,,,STAT3,"['MMP2', 'TWIST1', 'MMP9']"
3,[],['Arrow'],#000000,[],,,"LINESTRING (648.5833333333359 163.52777777777683, 608.583333333336 233.52777777777686)",POINT (648.5833333333359 163.52777777777683),d3e83,648.5833333333359,163.52777777777683,POINT (608.583333333336 233.52777777777686),b4450,608.583333333336,233.52777777777686,0.0,d3e83,0.0,b4450,,,F2RL2,RAC1
4,[],['Arrow'],#000000,[],,,"LINESTRING (568.583333333336 243.52777777777686, 569.0925925925952 354.96296296296293)",POINT (568.583333333336 243.52777777777686),b4450,568.583333333336,243.52777777777686,POINT (569.0925925925952 354.96296296296293),fe6ba,569.0925925925952,354.96296296296293,0.0,b4450,0.0,fe6ba,,,RAC1,RAC1
5,[],['Arrow'],#000000,[],,,"LINESTRING (529.0925925925952 364.96296296296293, 489.03703703703917 365.3611111111115)",POINT (529.0925925925952 364.96296296296293),fe6ba,529.0925925925952,364.96296296296293,POINT (489.03703703703917 365.3611111111115),cdc18,489.03703703703917,365.3611111111115,0.0,fe6ba,0.0,cdc18,,,RAC1,"['PAK1', 'PAK2', 'PAK3', 'PAK4', 'PAK5', 'PAK6']"
6,[],['mim-inhibition'],#000000,[],,,"LINESTRING (393.0370370370387 365.3611111111115, 364.37037037037254 365.37962962963127)",POINT (393.0370370370387 365.3611111111115),cdc18,393.0370370370387,365.3611111111115,POINT (364.37037037037254 365.37962962963127),e8cce,364.37037037037254,365.37962962963127,0.0,cdc18,0.0,e8cce,,,"['PAK1', 'PAK2', 'PAK3', 'PAK4', 'PAK5', 'PAK6']",RHOA
7,[],['Arrow'],#000000,[],,,"LINESTRING (258.9351851851875 249.25925925925878, 197.84259259259463 366.6296296296293)",POINT (258.9351851851875 249.25925925925878),a9582,258.9351851851875,249.25925925925878,POINT (197.84259259259463 366.6296296296293),eb873,197.84259259259463,366.6296296296293,0.0,a9582,0.0,eb873,,,"['EPHB1', 'EPHB2', 'EPHB3', 'EPHB4', 'EPHB6']",STAT3
8,[],['Arrow'],#000000,[],,,"LINESTRING (234.9351851851875 220.259259259259, 134.74074074074088 166.21296296296336)",POINT (234.9351851851875 220.259259259259),a9582,234.9351851851875,220.259259259259,POINT (134.74074074074088 166.21296296296336),ddf43,134.74074074074088,166.21296296296336,0.0,a9582,0.0,ddf43,,,"['EPHB1', 'EPHB2', 'EPHB3', 'EPHB4', 'EPHB6']",NGFR
9,[],['Arrow'],#000000,[],,,"LINESTRING (306.9351851851875 249.25925925925878, 324.37037037037254 355.37962962963127)",POINT (306.9351851851875 249.25925925925878),a9582,306.9351851851875,249.25925925925878,POINT (324.37037037037254 355.37962962963127),e8cce,324.37037037037254,355.37962962963127,0.0,a9582,0.0,e8cce,,,"['EPHB1', 'EPHB2', 'EPHB3', 'EPHB4', 'EPHB6']",RHOA
