source_node,target_node,num_paths
IFT140,IFT22,4
DYNLRB2,IFT140,4
DYNLRB2,IFT22,4
DYNLRB2,HSPB11,4
DYNLRB2,IFT27,4
DYNLRB2,IFT43,4
DYNLRB2,IFT46,4
DYNLRB2,IFT81,4
DYNLRB2,DYNLT3,1
DYNLRB2,DYNC1LI1,1
DYNLRB2,DYNC1H1,3
DYNLRB2,DYNC1I2,3
DYNLRB2,DYNC1I1,1
DYNLRB2,DYNC1LI2,1
DYNLT3,IFT140,1
DYNLT3,IFT22,1
DYNLT3,HSPB11,1
DYNLT3,IFT27,1
DYNLT3,IFT43,1
DYNLT3,IFT46,1
DYNLT3,IFT81,1
DYNLT3,DYNC1LI1,1
DYNLT3,DYNC1H1,1
DYNLT3,DYNC1I2,1
DYNLL1,DYNC1LI2,15
DYNLL1,DYNC1I1,15
DYNLL1,DYNC1I2,29
DYNLRB1,HSPB11,4
DYNLRB1,IFT27,4
DYNLRB1,IFT43,4
DYNLRB1,IFT46,4
DYNLRB1,IFT81,4
DYNLRB1,DYNLL1,4
DYNLRB1,DYNLRB2,4
DYNLRB1,DYNLT3,1
DYNLRB1,DYNC1LI1,1
DYNLRB1,DYNC1H1,3
DYNLRB1,DYNC1I2,3
DYNLRB1,DYNC1I1,1
DYNLRB1,DYNC1LI2,1
DYNLL1,IFT140,5
DYNLL1,IFT22,4
DYNLL1,HSPB11,4
DYNLL1,IFT27,4
DYNLL1,IFT43,4
DYNLL1,IFT46,4
DYNLL1,IFT81,4
DYNLL1,DYNLRB2,4
DYNLL1,DYNLT3,1
DYNLL1,DYNC1LI1,17
DYNLL1,DYNC1H1,30
DYNLT3,DYNC1I1,1
DYNLT3,DYNC1LI2,1
DYNC1LI1,IFT140,1
DYNC1I1,IFT140,1
DYNC1I1,IFT22,1
DYNC1I1,HSPB11,1
DYNC1I1,IFT27,1
DYNC1I1,IFT43,1
DYNC1I1,IFT46,1
DYNC1I1,IFT81,1
DYNC1I1,DYNC1LI2,15
DYNC1LI2,IFT140,1
DYNC1LI2,IFT22,1
DYNC1LI2,HSPB11,1
DYNC1LI2,IFT27,1
DYNC1LI2,IFT43,1
DYNC1LI2,IFT46,1
DYNC1LI2,IFT81,1
DYNC1I2,DYNC1LI2,15
DYNC1I2,DYNC1I1,15
DYNC1I2,IFT81,3
DYNC1I2,IFT46,3
DYNC1LI1,IFT22,1
DYNC1LI1,HSPB11,1
DYNC1LI1,IFT27,1
DYNC1LI1,IFT43,1
DYNC1LI1,IFT46,1
DYNC1LI1,IFT81,1
DYNC1LI1,DYNC1H1,17
DYNC1LI1,DYNC1I2,15
DYNC1LI1,DYNC1I1,15
DYNC1LI1,DYNC1LI2,15
DYNC1H1,IFT140,4
DYNC1H1,IFT22,3
DYNC1H1,HSPB11,3
DYNC1H1,IFT27,4
DYNC1H1,IFT43,4
DYNC1H1,IFT46,3
DYNC1H1,IFT81,3
DYNC1H1,DYNC1I2,29
DYNC1H1,DYNC1I1,15
DYNC1H1,DYNC1LI2,15
DYNC1I2,IFT140,4
DYNC1I2,IFT22,3
DYNC1I2,HSPB11,3
DYNC1I2,IFT27,3
DYNC1I2,IFT43,3
DYNLRB1,IFT22,4
DYNLRB1,IFT140,4
DYNLT1,DYNC1LI2,2
WDR34,WDR60,8
WDR34,DYNLL2,4
WDR34,DYNLT1,1
WDR34,DYNLRB1,4
WDR34,DYNLL1,4
WDR34,DYNLRB2,4
WDR34,DYNLT3,1
DYNC2H1,IFT140,8
DYNC2H1,IFT22,4
DYNC2H1,HSPB11,4
DYNC2H1,IFT27,5
WDR34,DYNC2LI1,7
DYNC2H1,IFT43,5
DYNC2H1,IFT81,4
DYNC2H1,DYNC2LI1,6
DYNC2H1,WDR60,9
DYNC2H1,DYNLL2,4
DYNC2H1,DYNLT1,1
DYNC2H1,DYNLRB1,4
DYNC2H1,DYNLL1,5
DYNC2H1,DYNLRB2,4
DYNC2H1,DYNLT3,1
DYNC2LI1,IFT140,7
DYNC2LI1,IFT22,4
DYNC2H1,IFT46,4
WDR34,DYNC2H1,7
WDR34,IFT81,4
WDR34,IFT46,4
IFT140,HSPB11,4
IFT140,IFT27,5
IFT140,IFT43,5
IFT140,IFT46,4
IFT140,IFT81,4
IFT22,HSPB11,4
IFT22,IFT27,4
IFT22,IFT43,4
IFT22,IFT46,4
IFT22,IFT81,4
HSPB11,IFT27,4
HSPB11,IFT43,4
HSPB11,IFT46,4
HSPB11,IFT81,4
IFT27,IFT43,6
IFT27,IFT46,4
IFT27,IFT81,4
IFT43,IFT46,4
IFT43,IFT81,4
IFT46,IFT81,4
WDR34,IFT140,6
WDR34,IFT22,4
WDR34,HSPB11,4
WDR34,IFT27,5
WDR34,IFT43,5
DYNC2LI1,HSPB11,4
DYNC2LI1,IFT27,5
DYNC2LI1,IFT43,5
DYNC2LI1,IFT46,4
DYNLL2,DYNLRB1,4
DYNLL2,DYNLL1,24
DYNLL2,DYNLRB2,4
DYNLL2,DYNLT3,1
DYNLL2,DYNC1LI1,15
DYNLL2,DYNC1H1,17
DYNLL2,DYNC1I2,17
DYNLL2,DYNC1I1,15
DYNLL2,DYNC1LI2,15
DYNLT1,IFT140,1
DYNLT1,IFT22,1
DYNLT1,HSPB11,1
DYNLT1,IFT27,1
DYNLT1,IFT43,1
DYNLT1,IFT46,1
DYNLT1,IFT81,1
DYNLT1,DYNLRB1,1
DYNLT1,DYNLL1,4
DYNLT1,DYNLRB2,1
DYNLT1,DYNLT3,1
DYNLT1,DYNC1LI1,4
DYNLT1,DYNC1H1,4
DYNLT1,DYNC1I2,2
DYNLT1,DYNC1I1,2
DYNLL2,DYNLT1,2
DYNLL2,IFT81,4
DYNLL2,IFT43,4
DYNC2LI1,IFT81,4
DYNC2LI1,WDR60,7
DYNC2LI1,DYNLL2,4
DYNC2LI1,DYNLT1,1
DYNC2LI1,DYNLRB1,4
DYNC2LI1,DYNLL1,5
DYNC2LI1,DYNLRB2,4
DYNC2LI1,DYNLT3,1
WDR60,IFT140,6
WDR60,IFT22,4
WDR60,HSPB11,4
WDR60,IFT27,6
WDR60,IFT43,6
WDR60,IFT46,4
WDR60,IFT81,4
WDR60,DYNLL2,4
WDR60,DYNLT1,1
WDR60,DYNLRB1,4
