Source,Target,edgeID,signal,color
"SLCO1B1","DHEA-S","ide6322db8","a","#000000"
"SLCO1B1","SLCO1A2","bbb6c_e5607_unlabeled","a","#unlabeled"
"SLCO1B1","SLCO1B3","bbb6c_b90e5_unlabeled","a","#unlabeled"
"SLCO1B1","SLCO2B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_1","a","#nan"
"SLCO1B1","SLCO4A1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_1","a","#nan"
"SLCO1B1","SLCO4C1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_1","a","#nan"
"SLCO1B1","SLCO1B1","None","None","None"
"SLCO1B3","estrone sulphate","id777f3bad","a","#000000"
"SLCO1B3","DHEA-S","ide6322db8","a","#000000"
"SLCO1B3","SLCO1A2","c4629_b8c19_b2fb8_fca07_a010d_e81ae_2","a","#nan"
"SLCO1B3","SLCO1B1","b90e5_bbb6c_unlabeled","a","#unlabeled"
"SLCO1B3","SLCO2B1","b90e5_c38cb_unlabeled","a","#unlabeled"
"SLCO1B3","SLCO4A1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_2","a","#nan"
"SLCO1B3","SLCO4C1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_2","a","#nan"
"SLCO1B3","SLCO1B3","None","None","None"
"SLCO4A1","estrone sulphate","id777f3bad","a","#000000"
"SLCO4A1","SLCO1B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_3","a","#nan"
"SLCO4A1","SLCO1B3","c4629_b8c19_b2fb8_fca07_a010d_e81ae_3","a","#nan"
"SLCO4A1","SLCO2B1","b2fb8_fca07_unlabeled","a","#unlabeled"
"SLCO4A1","SLCO4C1","b2fb8_a010d_unlabeled","a","#unlabeled"
"SLCO4A1","SLCO1A2","c4629_b8c19_b2fb8_fca07_a010d_e81ae_3","a","#nan"
"SLCO2B1","estrone sulphate","id777f3bad","a","#000000"
"SLCO2B1","DHEA-S","ide6322db8","a","#000000"
"SLCO2B1","SLCO1A2","c4629_b8c19_b2fb8_fca07_a010d_e81ae_4","a","#nan"
"SLCO2B1","SLCO1B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_4","a","#nan"
"SLCO2B1","SLCO1B3","c38cb_b90e5_unlabeled","a","#unlabeled"
"SLCO2B1","SLCO4A1","fca07_b2fb8_unlabeled","a","#unlabeled"
"SLCO2B1","SLCO4C1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_4","a","#nan"
"SLCO2B1","SLCO2B1","None","None","None"
"SLCO4C1","estrone sulphate","id777f3bad","a","#000000"
"SLCO4C1","SLCO1B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_5","a","#nan"
"SLCO4C1","SLCO1B3","c4629_b8c19_b2fb8_fca07_a010d_e81ae_5","a","#nan"
"SLCO4C1","SLCO4A1","a010d_b2fb8_unlabeled","a","#unlabeled"
"SLCO4C1","SLCO2B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_5","a","#nan"
"SLCO4C1","SLCO1A2","c4629_b8c19_b2fb8_fca07_a010d_e81ae_5","a","#nan"
"SLCO1A2","estrone sulphate","id777f3bad","a","#000000"
"SLCO1A2","DHEA-S","ide6322db8","a","#000000"
"SLCO1A2","SLCO1B1","e81ae_c4629_unlabeled","a","#unlabeled"
"SLCO1A2","SLCO1B3","c4629_b8c19_b2fb8_fca07_a010d_e81ae_6","a","#nan"
"SLCO1A2","SLCO2B1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_6","a","#nan"
"SLCO1A2","SLCO4A1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_6","a","#nan"
"SLCO1A2","SLCO4C1","c4629_b8c19_b2fb8_fca07_a010d_e81ae_6","a","#nan"
"SLCO1A2","SLCO1A2","None","None","None"
