,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['mim-binding'],#000000,[],,,"LINESTRING (368.5 317.5, 368.5 287.5)",POINT (368.5 317.5),b428a,368.5,317.5,POINT (368.5 287.5),a09fd,368.5,287.5,0.0,b428a,0.0,a09fd,,,"['TCTEX1D2', 'WDR34', 'DYNC2H1', 'DYNC2LI1', 'WDR60', 'DYNLL2', 'DYNLT1', 'DYNLRB1', 'DYNLL1', 'DYNLRB2', 'DYNLT3']","['WDR35', 'IFT122', 'IFT140', 'WDR19', 'IFT22', 'HSPB11', 'IFT27', 'IFT43', 'IFT46', 'IFT80', 'IFT81']"
1,[],['mim-binding'],#000000,[],,,"LINESTRING (215.5 316.5, 215.5 287.5)",POINT (215.5 316.5),be024,215.5,316.5,POINT (215.5 287.5),a09fd,215.5,287.5,0.0,be024,0.0,a09fd,,,"['DYNLL2', 'DYNLT1', 'DYNC1LI1', 'DYNC1H1', 'DYNLRB1', 'DYNLL1', 'DYNC1I2', 'DYNC1I1', 'DYNLRB2', 'DYNLT3', 'DYNC1LI2']","['WDR35', 'IFT122', 'IFT140', 'WDR19', 'IFT22', 'HSPB11', 'IFT27', 'IFT43', 'IFT46', 'IFT80', 'IFT81']"
2,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 420)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 420),c77cf,"15    397.0
Name: centerX, dtype: float64","15    420.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,c77cf,datanodeDF,datanodeDF,TCTEX1D2,WDR34
3,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 342)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 342),ce425,"18    397.0
Name: centerX, dtype: float64","18    342.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,ce425,datanodeDF,datanodeDF,TCTEX1D2,DYNC2H1
4,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 459)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 459),ce63c,"19    397.0
Name: centerX, dtype: float64","19    459.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,ce63c,datanodeDF,datanodeDF,TCTEX1D2,DYNC2LI1
5,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 395)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 395),f5372,"24    397.0
Name: centerX, dtype: float64","24    395.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,f5372,datanodeDF,datanodeDF,TCTEX1D2,WDR60
6,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 612)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 612),f0701,"26    397.0
Name: centerX, dtype: float64","26    612.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,f0701,datanodeDF,datanodeDF,TCTEX1D2,DYNLL2
7,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 637)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 637),ac44f,"27    397.0
Name: centerX, dtype: float64","27    637.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,ac44f,datanodeDF,datanodeDF,TCTEX1D2,DYNLT1
8,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 537)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 537),ef11b,"28    397.0
Name: centerX, dtype: float64","28    537.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,ef11b,datanodeDF,datanodeDF,TCTEX1D2,DYNLRB1
9,,group,#nan,,b7eae,b77ca_c77cf_ce425_ce63c_f5372_f0701_ac44f_ef11b_b53fe_d6173_ed6f7_1,"MULTIPOINT (397 687, 397 587)",POINT (397 687),b77ca,"12    397.0
Name: centerX, dtype: float64","12    687.0
Name: centerY, dtype: float64",POINT (397 587),b53fe,"29    397.0
Name: centerX, dtype: float64","29    587.0
Name: centerY, dtype: float64",0.0,b77ca,0.0,b53fe,datanodeDF,datanodeDF,TCTEX1D2,DYNLL1
