source_node,target_node,num_paths
STAT1,KRAS,13
IFNGR2,KRAS,4
IFNGR2,AKT3,3
IFNGR2,STAT5A,4
IFNGR2,NRAS,5
IFNGR2,AKT1,5
IFNGR2,STAT3,4
IFNGR2,HRAS,5
IFNGR2,AKT2,3
STAT3,STAT1,19
STAT3,STAT5A,24
IL6R,STAT3,12
IL6,IL6R,21
EPO,EPOR,9
CCND2,CDK4,7
CCND1,CDK4,5
CCND1,CCND2,4
EPOR,STAT5A,2
SOCS3,AKT2,4
SOCS3,HRAS,10
SOCS3,AKT1,9
SOCS3,NRAS,9
IFNGR1,KRAS,5
IFNGR1,AKT3,3
IFNGR1,STAT5A,5
IFNGR1,NRAS,5
IFNGR1,AKT1,5
IFNGR1,STAT3,4
IFNGR1,HRAS,5
IFNGR1,AKT2,3
IL6R,STAT1,8
IL6R,KRAS,9
IL6R,AKT3,3
STAT3,AKT1,23
IL6R,STAT5A,5
IL6R,AKT1,7
IL6R,HRAS,9
IL6R,AKT2,4
SOCS1,KRAS,9
SOCS1,AKT3,6
SOCS1,NRAS,11
SOCS1,AKT1,10
SOCS1,HRAS,9
SOCS1,AKT2,6
SOCS3,KRAS,8
SOCS3,AKT3,4
IL6R,NRAS,8
STAT1,STAT5A,16
STAT3,AKT3,12
STAT3,HRAS,28
MLST8,MTOR,52
MLST8,AKT1S1,38
RPTOR,MTOR,21
RPTOR,AKT1S1,16
RPTOR,MLST8,22
AKT2,AKT1,86
AKT2,AKT3,71
AKT2,MTOR,51
AKT2,AKT1S1,34
AKT2,MLST8,46
AKT2,RPTOR,15
SOCS3,STAT3,14
SOCS3,STAT5A,9
SOCS3,STAT1,14
SOCS1,SOCS3,19
SOCS1,STAT3,8
SOCS1,STAT5A,8
SOCS1,STAT1,13
STAT1,AKT1,12
STAT1,AKT3,9
STAT1,AKT2,9
STAT1,HRAS,13
STAT1,NRAS,13
AKT1S1,MTOR,37
AKT3,RPTOR,6
AKT3,MLST8,37
AKT3,AKT1S1,25
STAT3,NRAS,21
STAT3,KRAS,30
IFNGR1,STAT1,8
IFNGR2,IFNGR1,8
IFNGR2,STAT1,7
IFNG,IFNGR1,7
IFNG,IFNGR2,7
NRAS,HRAS,124
KRAS,HRAS,142
KRAS,NRAS,133
PRLR,STAT5A,8
STAT3,AKT2,16
PRL,PRLR,7
GH1,GHR,7
STAT5A,CDK4,5
STAT5A,CCND2,3
STAT5A,CCND1,3
AKT1,MTOR,48
AKT1,AKT1S1,35
AKT1,MLST8,47
AKT1,RPTOR,16
AKT3,AKT1,71
AKT3,MTOR,40
GHR,STAT5A,7
