source_node,target_node,num_paths
PLCB1,DAG,7
PLCB1,PLCB2,27
PLCB1,PLCB3,28
PLCB1,PLCB4,14
PLCB2,IP3,20
PLCB2,DAG,7
PLCB2,PLCB3,27
PLCB2,PLCB4,12
PLCB3,IP3,20
PLCB3,DAG,7
PLCB1,IP3,20
PLCB3,PLCB4,13
PLCB4,IP3,10
PLCB4,DAG,7
PRKCG,TRPC3,8
PRKCG,GRIA2,7
PRKCG,GRIA1,10
PRKCG,GRIA3,9
PRKCG,GRIA4,9
PDK1,PRKCG,2
PIP2,IP3,59
PIP2,DAG,45
PLCB3,GNA11,13
GNA14,GNA15,18
IP3,IP3R1,39
Ca2+,PRKCG,29
IP3R1,Ca2+,39
CACNA1A,Ca2+,6
RYR3,Ca2+,6
GRIA2,GRIA1,11
GRIA2,GRIA3,10
GRIA2,GRIA4,10
GRIA1,GRIA3,14
GRIA1,GRIA4,14
TRPC3,Ca2+,15
GRIA3,Na+,7
GRM1,GNA14,6
ATP2B2,Ca2+,11
DAG,PRKCG,9
GRIA1,Na+,8
GNAQ,GNA11,22
GNAQ,GNA14,18
GNAQ,GNA15,18
GRIA2,Na+,7
GNA11,GNA14,18
GNA11,GNA15,19
GRIA3,GRIA4,13
GRIA4,Na+,7
IP3,PDK1,2
