source|target|source_label|target_label|source_id|target_id
LFA-1|RHOA|LFA-1|RHOA|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/387
LFA-1|CCR7|LFA-1|CCR7|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/1236
LFA-1|LPL|LFA-1|LPL|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/4023
LFA-1|Kindlin-3|LFA-1|Kindlin-3|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/83706
LFA-1|RAB13|LFA-1|RAB13|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/5872
RAP|RAP|RAP|RAP|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/83593
LFA-1|SKAP|LFA-1|SKAP|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/90417
LFA-1|RAP|LFA-1|RAP|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/83593
RAPL|RAPL|RAPL|RAPL|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/83593
LFA-1|ADAP|LFA-1|ADAP|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/2533
RAP|SKAP|RAP|SKAP|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/90417
RAP|ADAP|RAP|ADAP|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/2533
RAPL|RAP1|RAPL|RAP1|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/5906
RAPL|RHOA|RAPL|RHOA|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/387
RAPL|CCR7|RAPL|CCR7|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/1236
RAPL|RAB13|RAPL|RAB13|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/5872
RAP|RAPL|RAP|RAPL|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/83593
SKAP|SKAP|SKAP|SKAP|http://www.ncbi.nlm.nih.gov/gene/90417|http://www.ncbi.nlm.nih.gov/gene/90417
RAPL|SKAP|RAPL|SKAP|http://www.ncbi.nlm.nih.gov/gene/83593|http://www.ncbi.nlm.nih.gov/gene/90417
LFA-1|RAPL|LFA-1|RAPL|http://www.ncbi.nlm.nih.gov/gene/3683|http://www.ncbi.nlm.nih.gov/gene/83593
Rac1|Rac1|Rac1|Rac1|http://www.ncbi.nlm.nih.gov/gene/5879|http://www.ncbi.nlm.nih.gov/gene/5879
YAP1|Blimp1|YAP1|Blimp1|http://www.ncbi.nlm.nih.gov/gene/10413|http://www.ncbi.nlm.nih.gov/gene/639
SAV1|LATS1|SAV1|LATS1|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/9113
