source_node,target_node,num_paths
NF2,STK3,2
NF2,CXCL10,2
NF2,LATS1,2
TEAD2,TEAD4,8
TEAD1,TEAD4,8
TEAD1,TEAD3,8
TEAD1,TEAD2,8
RASSF1,STK4,1
RASSF1,STK3,1
LATS1,WWTR1,3
LATS1,YAP1,3
NF2,STK38L,1
TEAD3,TEAD4,9
RASSF1,CXCL10,1
RASSF1,STK38L,1
RASSF1,YAP1,2
MAP4K1,WWTR1,2
MAP4K1,YAP1,1
STK4,WWTR1,2
STK4,YAP1,3
MAP4K2,WWTR1,1
MAP4K2,YAP1,1
WWTR1,TEAD4,8
TEAD2,TEAD3,8
TNIK,WWTR1,1
NF2,YAP1,3
MAP4K4,WWTR1,1
MAP4K4,YAP1,1
MAP4K3,WWTR1,2
MAP4K3,YAP1,1
RASSF1,LATS1,1
TNIK,YAP1,2
RASSF1,WWTR1,2
NF2,WWTR1,2
WWTR1,TEAD3,8
WWTR1,TEAD2,8
WWTR1,TEAD1,8
MAP4K1,LATS1,1
MAP4K1,CXCL10,1
MAP4K1,STK38L,2
TNIK,MAP4K3,1
TNIK,MAP4K4,4
TNIK,MAP4K2,1
TNIK,MAP4K1,1
MAP4K1,MAP4K3,2
TNIK,STK38L,1
MAP4K2,STK38L,2
STK4,LATS1,2
STK4,CXCL10,2
STK4,STK38L,2
STK3,STK4,2
STK3,LATS1,3
STK3,CXCL10,2
STK3,STK38L,1
NF2,STK4,2
TNIK,CXCL10,1
MAP4K1,MAP4K2,2
STK3,YAP1,3
TNIK,LATS1,1
MAP4K2,CXCL10,1
MAP4K2,LATS1,1
YAP1,WWTR1,11
YAP1,TEAD4,8
YAP1,TEAD3,8
YAP1,TEAD2,8
YAP1,TEAD1,9
CXCL10,LATS1,2
CXCL10,WWTR1,2
CXCL10,YAP1,2
MAP4K3,LATS1,1
MAP4K3,CXCL10,1
MAP4K3,STK38L,1
MAP4K4,MAP4K3,1
MAP4K4,LATS1,1
MAP4K4,CXCL10,1
MAP4K4,STK38L,2
MAP4K2,MAP4K3,1
MAP4K2,MAP4K4,2
MAP4K1,MAP4K4,2
STK3,WWTR1,3
