source|target|source_label|target_label|source_id|target_id
NF2|STK3|NF2|STK3|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/6788
NF2|SAV1|NF2|SAV1|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/60485
NF2|STK4|NF2|STK4|http://www.ncbi.nlm.nih.gov/gene/4771|http://www.ncbi.nlm.nih.gov/gene/4485
STK3|STK38L|STK3|STK38L|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/23012
STK3|NDRG1|STK3|NDRG1|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/10397
STK3|CXCL10|STK3|CXCL10|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/3627
STK3|LATS1|STK3|LATS1|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/9113
STK3|LATS2|STK3|LATS2|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/26524
STK3|SAV1|STK3|SAV1|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/60485
STK3|STK4|STK3|STK4|http://www.ncbi.nlm.nih.gov/gene/6788|http://www.ncbi.nlm.nih.gov/gene/4485
SAV1|STK38L|SAV1|STK38L|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/23012
SAV1|NDRG1|SAV1|NDRG1|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/10397
SAV1|CXCL10|SAV1|CXCL10|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/3627
SAV1|LATS1|SAV1|LATS1|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/9113
SAV1|LATS2|SAV1|LATS2|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/26524
SAV1|STK3|SAV1|STK3|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/6788
SAV1|STK4|SAV1|STK4|http://www.ncbi.nlm.nih.gov/gene/60485|http://www.ncbi.nlm.nih.gov/gene/4485
STK4|STK38L|STK4|STK38L|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/23012
STK4|NDRG1|STK4|NDRG1|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/10397
STK4|CXCL10|STK4|CXCL10|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/3627
STK4|LATS1|STK4|LATS1|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/9113
STK4|LATS2|STK4|LATS2|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/26524
STK4|STK3|STK4|STK3|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/6788
STK4|SAV1|STK4|SAV1|http://www.ncbi.nlm.nih.gov/gene/4485|http://www.ncbi.nlm.nih.gov/gene/60485
MINK1|STK38L|MINK1|STK38L|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/23012
MINK1|NDRG1|MINK1|NDRG1|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/10397
MINK1|CXCL10|MINK1|CXCL10|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/3627
MINK1|LATS1|MINK1|LATS1|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/9113
MINK1|LATS2|MINK1|LATS2|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/26524
MINK1|TNIK|MINK1|TNIK|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/23043
MINK1|MAP4K1|MINK1|MAP4K1|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/11184
MINK1|MAP4K2|MINK1|MAP4K2|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/5871
MINK1|MAP4K4|MINK1|MAP4K4|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/9448
MINK1|MAP4K3|MINK1|MAP4K3|http://www.ncbi.nlm.nih.gov/gene/50488|http://www.ncbi.nlm.nih.gov/gene/8491
STK38L|NDRG1|STK38L|NDRG1|http://www.ncbi.nlm.nih.gov/gene/23012|http://www.ncbi.nlm.nih.gov/gene/10397
NDRG1|STK38L|NDRG1|STK38L|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/23012
TNIK|STK38L|TNIK|STK38L|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/23012
TNIK|NDRG1|TNIK|NDRG1|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/10397
TNIK|CXCL10|TNIK|CXCL10|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/3627
TNIK|LATS1|TNIK|LATS1|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/9113
TNIK|LATS2|TNIK|LATS2|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/26524
TNIK|MINK1|TNIK|MINK1|http://www.ncbi.nlm.nih.gov/gene/23043|http://www.ncbi.nlm.nih.gov/gene/50488
