source_node,target_node,num_paths
PAK1,PAK2,32
LIMD1,LATS1,1
MAPK8,LIMD1,3
PAK3,TEAD3,1
MAPK8,MAPK9,34
ITGB5,SRC,3
ITGB5,MAPK8,2
ITGB2,TEAD3,2
ITGB5,MAPK9,2
ITGB5,PAK1,3
ITGB5,PAK2,3
ITGB5,PAK3,3
PAK1,TEAD3,2
ITGB5,PAK5,1
ITGB5,PAK6,1
ITGB5,ITGB6,6
MAPK9,LIMD1,2
MAP4K1,LATS1,1
ITGB4,PAK5,1
ITGB5,TEAD3,1
ITGB1,MAPK8,5
PAK5,PAK6,5
PAK3,PAK6,5
PAK3,PAK5,5
PAK2,PAK6,6
ITGB5,ITGB2,5
ITGB6,PAK6,2
ITGB6,ITGB4,5
ITGB6,ITGB3,7
ITGB6,ITGB2,5
ITGB6,ITGB1,7
PAK6,TEAD3,2
ITGB4,SRC,4
ITGB4,MAPK8,3
ITGB4,MAPK9,1
ITGB1,MAPK9,2
ITGB4,PAK1,3
ITGB4,PAK2,2
ITGB4,TEAD3,2
ITGB4,PAK3,2
ITGB5,ITGB3,9
ITGB5,ITGB4,4
PAK1,PAK3,28
PAK1,PAK5,5
PAK1,PAK6,6
PAK2,PAK3,29
PAK2,PAK5,5
ITGB3,TEAD3,1
ITGB1,PAK1,13
ITGB1,PAK2,10
ITGB1,PAK3,9
ITGB6,TEAD3,2
ITGB3,MAPK8,8
ITGB3,MAPK9,5
ITGB3,PAK1,13
ITGB3,PAK2,13
ITGB1,TEAD3,2
ITGB3,PAK3,10
SRC,TEAD3,2
ITGB3,PAK5,3
ITGB3,ITGB2,10
ITGB3,ITGB1,20
ITGB2,SRC,10
ITGB2,MAPK8,6
ITGB2,MAPK9,5
YWHAQ,TEAD3,4
ITGB2,PAK1,5
ITGB2,PAK2,5
LATS1,TEAD3,1
ITGB2,PAK3,5
ITGB2,PAK5,1
ITGB3,SRC,66
ITGB4,ITGB1,11
ITGB4,ITGB2,4
ITGB4,ITGB3,7
ITGB1,PAK5,3
ITGB1,PAK6,4
MAP4K2,LATS1,1
MAP4K2,MAP4K5,1
MAP4K2,MAP4K3,1
ITGB1,SRC,19
MAP4K2,MAP4K4,2
LATS1,WWTR1,3
MAP4K5,LATS1,1
TEAD3,TEAD1,8
ITGB6,PAK5,1
MAP4K5,MAP4K3,2
MAP4K5,MAP4K1,2
MAP4K3,LATS1,1
MAP4K3,MAP4K4,1
MAP4K3,MAP4K1,2
MAP4K4,LATS1,1
WWTR1,TEAD3,8
MAP4K2,MAP4K1,2
ITGB4,PAK6,2
ITGB2,ITGB1,13
ITGB2,PAK6,2
MAP4K5,MAP4K4,1
ITGB6,PAK3,3
ITGB6,PAK2,3
PAK2,TEAD3,2
TEAD2,TEAD1,8
STK3,SAV1,3
ACTA1,ACTA2,2
ACTA2,ACTB,2
ACTB,ACTC1,2
ACTC1,ACTG1,2
ACTG1,ACTG2,1
ITGB5,TEAD1,1
ITGB5,WWTR1,2
ITGB5,LATS1,1
ITGB3,TEAD2,1
PAK1,TEAD1,1
PAK1,WWTR1,2
PAK1,LATS1,2
ITGB2,TEAD2,2
ITGB2,TEAD1,2
CTNNA1,CTNNB1,15
ITGB2,WWTR1,1
CTNNA1,LATS1,2
SRC,TEAD2,1
LATS1,TEAD2,1
LATS1,TEAD1,1
YWHAQ,TEAD2,3
YWHAQ,TEAD1,3
ITGB1,TEAD1,1
ITGB1,WWTR1,2
ITGB1,LATS1,2
ITGB6,TEAD2,1
ITGB6,TEAD1,2
ITGB6,WWTR1,2
ITGB6,LATS1,1
ITGB5,TEAD2,1
ITGB1,TEAD2,1
SRC,TEAD1,2
WWTR1,TEAD1,8
ITGB3,PAK6,5
ITGB2,LATS1,1
SAV1,LATS1,3
PAK2,TEAD2,1
PAK2,WWTR1,3
PAK2,LATS1,2
PAK5,TEAD2,1
PAK5,WWTR1,1
PAK5,LATS1,1
PAK3,TEAD2,1
ITGB4,LATS1,1
ITGB4,WWTR1,1
MAP4K4,MAP4K1,2
ITGB5,ITGB1,10
SRC,WWTR1,2
PAK5,TEAD3,1
PAK5,TEAD1,1
ITGB6,SRC,3
ITGB6,MAPK8,3
ITGB6,MAPK9,1
PAK2,TEAD1,1
ITGB6,PAK1,2
YWHAQ,WWTR1,4
PAK3,WWTR1,3
ITGB4,TEAD1,2
ITGB4,TEAD2,1
PAK1,TEAD2,1
ITGB2,LIMD1,2
ITGB1,LIMD1,2
ITGB6,LIMD1,2
ITGB3,LIMD1,1
ITGB4,LIMD1,2
ITGB5,LIMD1,1
STK3,LATS1,3
WWTR1,TEAD2,8
PAK3,LATS1,2
PAK3,TEAD1,2
ITGB3,TEAD1,2
ITGB3,WWTR1,2
ITGB3,LATS1,2
PAK6,TEAD2,1
PAK6,TEAD1,1
PAK6,WWTR1,1
PAK6,LATS1,1
TEAD2,TEAD3,8
