Source,Target,edgeID,signal,color
"DUSP6","MAPK1","None","i","#000000"
"DUSP6","MAPK3","None","i","#000000"
"DUSP6","DUSP6","None","a","#000000"
"MAPK1","MAPK1","None","a","#000000"
"MAPK1","MAPK3","e0f58_e347e_unlabeled","a","#unlabeled"
"MAPK1","MAP/ERK Signaling","None","a","#000000"
"MAPK3","MAPK1","e347e_e0f58_unlabeled","a","#unlabeled"
"MAPK3","MAPK3","None","a","#000000"
"MAPK3","MAP/ERK Signaling","None","a","#000000"
"H2A","DUSP6","None","i","#000000"
"MAP/ERK Signaling","Cell proliferation","None","a","#000000"
"RNF2","H2A","None","i","#000000"
"RNF2","PCGF1","b9808_e4aba_b5841_eada6_a3bad_5","a","#nan"
"RNF2","BCOR","b9808_e4aba_b5841_eada6_a3bad_5","a","#nan"
"RNF2","FBXL10","b9808_e4aba_b5841_eada6_a3bad_5","a","#nan"
"RNF2","BCL6","b9808_e4aba_b5841_eada6_a3bad_5","a","#nan"
"EED","H3","None","i","#000000"
"EED","EZH2","b0940_a7bd9_unlabeled","a","#unlabeled"
"EED","SUZ12","b0940_a7bd9_d33f9_1","a","#nan"
"H3","DUSP6","f6dc2","i","#000000"
"EZH2","H3","None","i","#000000"
"EZH2","EED","a7bd9_b0940_unlabeled","a","#unlabeled"
"EZH2","SUZ12","b0940_a7bd9_d33f9_2","a","#nan"
"SUZ12","H3","None","i","#000000"
"SUZ12","EED","b0940_a7bd9_d33f9_3","a","#nan"
"SUZ12","EZH2","b0940_a7bd9_d33f9_3","a","#nan"
"H3F3A","H3F3B","d9ec5_c401a_unlabeled","a","#unlabeled"
"H3F3A","HIST1H3D","d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1","a","#nan"
"H3F3A","HIST1H3J","d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1","a","#nan"
"H3F3A","HIST2H3A","d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1","a","#nan"
"H3F3A","HIST2H3C","d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1","a","#nan"
"H3F3A","HIST2H3D","d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1","a","#nan"
