,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['mim-inhibition'],#000000,[],,,"LINESTRING (836.2338935574228 424.2287339113801, 836.2338935574229 324.2287339113801)",POINT (836.2338935574228 424.2287339113801),dbd9e,836.2338935574228,424.2287339113801,POINT (836.2338935574229 324.2287339113801),aaf07,836.2338935574229,324.2287339113801,0.0,dbd9e,0.0,aaf07,,,DUSP6,"['MAPK1', 'MAPK3']"
1,[],['Arrow'],#000000,[],,,"LINESTRING (799.8011204481792 291.2287339113801, 744.6666666666666 291.2287339113801)",POINT (799.8011204481792 291.2287339113801),aaf07,799.8011204481792,291.2287339113801,POINT (744.6666666666666 291.2287339113801),e3a99,744.6666666666666,291.2287339113801,0.0,aaf07,0.0,e3a99,,,"['MAPK1', 'MAPK3']","['MAPK1', 'MAPK3']"
2,[],['TBar'],#000000,[],,,"LINESTRING (354 364.5, 583.8011204481791 437.7287339113801)",POINT (354 364.5),c1121,354.0,364.5,POINT (583.8011204481791 437.7287339113801),d79b1,583.8011204481791,437.7287339113801,0.0,c1121,0.0,d79b1,,,H2A,DUSP6
3,[],['Arrow'],#000000,[],,,"LINESTRING (640.6666666666665 437.7287339113801, 807.8011204481791 436.7287339113801)",POINT (640.6666666666665 437.7287339113801),d79b1,640.6666666666665,437.7287339113801,POINT (807.8011204481791 436.7287339113801),dbd9e,807.8011204481791,436.7287339113801,0.0,d79b1,0.0,dbd9e,,,DUSP6,DUSP6
4,[],['Arrow'],#000000,[],,,"LINESTRING (671.8011204481792 291.2287339113801, 636 291)",POINT (671.8011204481792 291.2287339113801),e3a99,671.8011204481792,291.2287339113801,POINT (636 291),bff2b,636.0,291.0,0.0,e3a99,0.0,bff2b,,,"['MAPK1', 'MAPK3']",MAP/ERK Signaling
5,[],['Arrow'],#000000,[],,,"LINESTRING (570.5 278.5, 570.5 249.5)",POINT (570.5 278.5),bff2b,570.5,278.5,POINT (570.5 249.5),b2d90,570.5,249.5,0.0,bff2b,0.0,b2d90,,,MAP/ERK Signaling,['Cell proliferation']
6,[],['mim-inhibition'],#000000,[],,,"LINESTRING (354 202.22873391138012, 354 339.5)",POINT (354 202.22873391138012),a3bad,354.0,202.22873391138012,POINT (354 339.5),c1121,354.0,339.5,0.0,a3bad,0.0,c1121,,,RNF2,H2A
7,[],['mim-inhibition'],#000000,[],,,"LINESTRING (160.4005602240896 360.2287339113801, 160.401 387.74581005586595)",POINT (160.4005602240896 360.2287339113801),d4559,160.4005602240896,360.2287339113801,POINT (160.401 387.74581005586595),d5da7,160.401,387.74581005586595,0.0,d4559,0.0,d5da7,,,"['EED', 'EZH2', 'SUZ12']",H3
8,[],['TBar'],#000000,[],,f6dc2,"LINESTRING (160.401 412.74581005586595, 583.8011204481791 437.7287339113801)",POINT (160.401 412.74581005586595),d5da7,160.401,412.74581005586595,POINT (583.8011204481791 437.7287339113801),d79b1,583.8011204481791,437.7287339113801,0.0,d5da7,0.0,d79b1,,,H3,DUSP6
9,,group,#nan,,a4d56,d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1,"MULTIPOINT ((273.55399222853845 672.77879907095), (273.55399222853845 697.77879907095))",POINT (273.55399222853845 672.77879907095),d9ec5,"19    273.553992
Name: centerX, dtype: float64","19    672.778799
Name: centerY, dtype: float64",POINT (273.55399222853845 697.77879907095),c401a,"20    273.553992
Name: centerX, dtype: float64","20    697.778799
Name: centerY, dtype: float64",0.0,d9ec5,0.0,c401a,datanodeDF,datanodeDF,H3F3A,H3F3B
10,,group,#nan,,a4d56,d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1,"MULTIPOINT ((273.55399222853845 672.77879907095), (88.51334182203453 747.77879907095))",POINT (273.55399222853845 672.77879907095),d9ec5,"19    273.553992
Name: centerX, dtype: float64","19    672.778799
Name: centerY, dtype: float64",POINT (88.51334182203453 747.77879907095),f2f1e,"21    88.513342
Name: centerX, dtype: float64","21    747.778799
Name: centerY, dtype: float64",0.0,d9ec5,0.0,f2f1e,datanodeDF,datanodeDF,H3F3A,HIST1H3D
11,,group,#nan,,a4d56,d9ec5_c401a_f2f1e_da064_dba20_feb09_f54a9_e295c_d8080_c4f34_b022d_ed664_d1522_d86b6_f78cd_1,"MULTIPOINT ((273.55399222853845 672.77879907095), (150.1935586242025 772.77879907095))",POINT (273.55399222853845 672.77879907095),d9ec5,"19    273.553992
Name: centerX, dtype: float64","19    672.778799
Name: centerY, dtype: float64",POINT (150.1935586242025 772.77879907095),da064,"22    150.193559
Name: centerX, dtype: float64","22    772.778799
Name: centerY, dtype: float64",0.0,d9ec5,0.0,da064,datanodeDF,datanodeDF,H3F3A,HIST1H3J
