,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['mim-conversion'],#000000,[],,,"LINESTRING (264.5656871218665 471.0687121866897, 265.922644770959 581.6581676750218)",POINT (264.5656871218665 471.0687121866897),f5593,264.5656871218665,471.0687121866897,POINT (265.922644770959 581.6581676750218),d229c,265.922644770959,581.6581676750218,0.0,f5593,0.0,d229c,,,"['RELA', 'NFKBIA', 'REL', 'NFKB1', 'NFKBIE']","['RELA', 'REL', 'NFKB1']"
1,[],['mim-conversion'],#000000,[],,,"LINESTRING (367.28522039757974 408.6776145203112, 446.5177182368192 427.8586862575628)",POINT (367.28522039757974 408.6776145203112),f5593,367.28522039757974,408.6776145203112,POINT (446.5177182368192 427.8586862575628),a1e09,446.5177182368192,427.8586862575628,0.0,f5593,0.0,a1e09,,,"['RELA', 'NFKBIA', 'REL', 'NFKB1', 'NFKBIE']","['NFKBIA', 'NFKBIE']"
2,[],['mim-conversion'],#000000,[],,,"LINESTRING (560.5177182368194 427.8586862575628, 624.5851339671559 428.69490060501226)",POINT (560.5177182368194 427.8586862575628),a1e09,560.5177182368194,427.8586862575628,POINT (624.5851339671559 428.69490060501226),fa6bc,624.5851339671559,428.69490060501226,0.0,a1e09,0.0,fa6bc,,,"['NFKBIA', 'NFKBIE']",fa6bc
3,[],['mim-stimulation'],#000000,[],,,"LINESTRING (455.460242005186 90.28738115816758, 454.8012100259291 269.54062229904923)",POINT (455.460242005186 90.28738115816758),ec833,455.460242005186,90.28738115816758,POINT (454.8012100259291 269.54062229904923),d7e97,454.8012100259291,269.54062229904923,0.0,ec833,0.0,d7e97,,,['NFKB stimuli'],"['CHUK', 'IKBKB', 'IKBKG']"
4,['c3099'],['mim-modification'],#000000,[],,,"LINESTRING (264.19403630077704 304.7506482281766, 264.5656871218665 346.28651685393265)",POINT (264.19403630077704 304.7506482281766),e3505,264.19403630077704,304.7506482281766,POINT (264.5656871218665 346.28651685393265),f5593,264.5656871218665,346.28651685393265,0.0,e3505,0.0,f5593,,,"['RELA', 'NFKBIA', 'REL', 'NFKB1', 'NFKBIE']","['RELA', 'NFKBIA', 'REL', 'NFKB1', 'NFKBIE']"
5,[],['mim-stimulation'],#000000,[],,,"LINESTRING (397.8012100259291 319.04062229904923, 264.3426966292128 321.36499567847903)",POINT (397.8012100259291 319.04062229904923),d7e97,397.8012100259291,319.04062229904923,POINT (264.3426966292128 321.36499567847903),c3099,264.3426966292128,321.36499567847903,0.0,d7e97,0.0,c3099,,,"['CHUK', 'IKBKB', 'IKBKG']",c3099
6,['c3099'],['mim-modification'],#000000,[],,,"LINESTRING (264.19403630077704 304.7506482281766, 264.5656871218665 346.28651685393265)",POINT (264.19403630077704 304.7506482281766),d7e97,264.19403630077704,304.7506482281766,POINT (264.5656871218665 346.28651685393265),f5593,264.5656871218665,346.28651685393265,0.0,d7e97,0.0,f5593,,,"['CHUK', 'IKBKB', 'IKBKG']","['RELA', 'NFKBIA', 'REL', 'NFKB1', 'NFKBIE']"
7,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_1,"MULTIPOINT (218.84615384615336 421.56871218668977, 256.69835782195327 370.78651685393265)",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",POINT (256.69835782195327 370.78651685393265),b0712,"1    256.698358
Name: centerX, dtype: float64","1    370.786517
Name: centerY, dtype: float64",0.0,DI2E2,0.0,b0712,datanodeDF,datanodeDF,RELA,NFKBIA
8,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_1,"MULTIPOINT (218.84615384615336 421.56871218668977, 218.8461538461533 446.56871218668977)",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",POINT (218.8461538461533 446.56871218668977),ba194,"2    218.846154
Name: centerX, dtype: float64","2    446.568712
Name: centerY, dtype: float64",0.0,DI2E2,0.0,ba194,datanodeDF,datanodeDF,RELA,REL
9,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_1,"MULTIPOINT (218.84615384615336 421.56871218668977, 310.28522039757974 430.42350907519364)",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",POINT (310.28522039757974 430.42350907519364),d72bb,"3    310.28522
Name: centerX, dtype: float64","3    430.423509
Name: centerY, dtype: float64",0.0,DI2E2,0.0,d72bb,datanodeDF,datanodeDF,RELA,NFKB1
10,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_1,"MULTIPOINT (218.84615384615336 421.56871218668977, 256.69835782195315 395.7865168539327)",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",POINT (256.69835782195315 395.7865168539327),e605f,"4    256.698358
Name: centerX, dtype: float64","4    395.786517
Name: centerY, dtype: float64",0.0,DI2E2,0.0,e605f,datanodeDF,datanodeDF,RELA,NFKBIE
11,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_2,"MULTIPOINT (256.69835782195327 370.78651685393265, 218.84615384615336 421.56871218668977)",POINT (256.69835782195327 370.78651685393265),b0712,"1    256.698358
Name: centerX, dtype: float64","1    370.786517
Name: centerY, dtype: float64",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",0.0,b0712,0.0,DI2E2,datanodeDF,datanodeDF,NFKBIA,RELA
12,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_2,"MULTIPOINT (256.69835782195327 370.78651685393265, 218.8461538461533 446.56871218668977)",POINT (256.69835782195327 370.78651685393265),b0712,"1    256.698358
Name: centerX, dtype: float64","1    370.786517
Name: centerY, dtype: float64",POINT (218.8461538461533 446.56871218668977),ba194,"2    218.846154
Name: centerX, dtype: float64","2    446.568712
Name: centerY, dtype: float64",0.0,b0712,0.0,ba194,datanodeDF,datanodeDF,NFKBIA,REL
13,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_2,"MULTIPOINT (256.69835782195327 370.78651685393265, 310.28522039757974 430.42350907519364)",POINT (256.69835782195327 370.78651685393265),b0712,"1    256.698358
Name: centerX, dtype: float64","1    370.786517
Name: centerY, dtype: float64",POINT (310.28522039757974 430.42350907519364),d72bb,"3    310.28522
Name: centerX, dtype: float64","3    430.423509
Name: centerY, dtype: float64",0.0,b0712,0.0,d72bb,datanodeDF,datanodeDF,NFKBIA,NFKB1
14,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_2,"MULTIPOINT (256.69835782195327 370.78651685393265, 256.69835782195315 395.7865168539327)",POINT (256.69835782195327 370.78651685393265),b0712,"1    256.698358
Name: centerX, dtype: float64","1    370.786517
Name: centerY, dtype: float64",POINT (256.69835782195315 395.7865168539327),e605f,"4    256.698358
Name: centerX, dtype: float64","4    395.786517
Name: centerY, dtype: float64",0.0,b0712,0.0,e605f,datanodeDF,datanodeDF,NFKBIA,NFKBIE
15,,group,#nan,,c03e9,DI2E2_b0712_ba194_d72bb_e605f_3,"MULTIPOINT (218.8461538461533 446.56871218668977, 218.84615384615336 421.56871218668977)",POINT (218.8461538461533 446.56871218668977),ba194,"2    218.846154
Name: centerX, dtype: float64","2    446.568712
Name: centerY, dtype: float64",POINT (218.84615384615336 421.56871218668977),DI2E2,"0    218.846154
Name: centerX, dtype: float64","0    421.568712
Name: centerY, dtype: float64",0.0,ba194,0.0,DI2E2,datanodeDF,datanodeDF,REL,RELA
