,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['Arrow'],#000000,[],,id15312070,"LINESTRING (316.60979375 88.91583750000004, 280.6189749999999 160.56898750000002)",POINT (316.60979375 88.91583750000004),be616,316.60979375,88.91583750000004,POINT (280.6189749999999 160.56898750000002),b2baa,280.6189749999999,160.56898750000002,0.0,be616,0.0,b2baa,,,NF2,"['STK3', 'SAV1', 'STK4']"
1,[],['Arrow'],#000000,[],,id28440674,"LINESTRING (427.8582000000005 279.20568749999995, 428.43636874999913 321.45600625)",POINT (427.8582000000005 279.20568749999995),d1f82,427.8582000000005,279.20568749999995,POINT (428.43636874999913 321.45600625),a00ee,428.43636874999913,321.45600625,0.0,d1f82,0.0,a00ee,,,"['MINK1', 'TNIK', 'MAP4K1', 'MAP4K2', 'MAP4K4', 'MAP4K3']","['STK38L', 'NDRG1']"
2,[],['Arrow'],#000000,[],,id2e78a0f0,"LINESTRING (254.61897500000026 394.0237187500003, 254.94746250000014 453.45345624999993)",POINT (254.61897500000026 394.0237187500003),d2b7b,254.61897500000026,394.0237187500003,POINT (254.94746250000014 453.45345624999993),dd73e,254.94746250000014,453.45345624999993,0.0,d2b7b,0.0,dd73e,,,"['CXCL10', 'LATS1', 'LATS2']","['YAP1', 'WWTR1']"
3,[],['Arrow'],#000000,[],,id2ef0783a,"LINESTRING (280.6189749999999 244.56898750000002, 376.43636874999913 353.45600624999986)",POINT (280.6189749999999 244.56898750000002),b2baa,280.6189749999999,244.56898750000002,POINT (376.43636874999913 353.45600624999986),a00ee,376.43636874999913,353.45600624999986,0.0,b2baa,0.0,a00ee,,,"['STK3', 'SAV1', 'STK4']","['STK38L', 'NDRG1']"
4,[],['Arrow'],#000000,[],,id40962140,"LINESTRING (190.2398625 93.93891874999997, 228.61897499999992 160.56898750000002)",POINT (190.2398625 93.93891874999997),d67aa,190.2398625,93.93891874999997,POINT (228.61897499999992 160.56898750000002),b2baa,228.61897499999992,160.56898750000002,0.0,d67aa,0.0,b2baa,,,RASSF1,"['STK3', 'SAV1', 'STK4']"
5,[],['Arrow'],#000000,[],,id4976bb4b,"LINESTRING (306.94746250000014 486.061209375, 339.09997500000003 484.9869937500001)",POINT (306.94746250000014 486.061209375),dd73e,306.94746250000014,486.061209375,POINT (339.09997500000003 484.9869937500001),d5c14,339.09997500000003,484.9869937500001,0.0,dd73e,0.0,d5c14,,,"['YAP1', 'WWTR1']",['Degradation']
6,[],['Arrow'],#000000,[],,id4a5fc2d6,"LINESTRING (254.61897499999992 244.56898750000002, 254.61897500000026 310.02371875000017)",POINT (254.61897499999992 244.56898750000002),b2baa,254.61897499999992,244.56898750000002,POINT (254.61897500000026 310.02371875000017),d2b7b,254.61897500000026,310.02371875000017,0.0,b2baa,0.0,d2b7b,,,"['STK3', 'SAV1', 'STK4']","['CXCL10', 'LATS1', 'LATS2']"
7,[],['Arrow'],#000000,[],,idbc8061c2,"LINESTRING (374.8582000000004 237.70568749999995, 306.61897500000026 352.0237187500002)",POINT (374.8582000000004 237.70568749999995),d1f82,374.8582000000004,237.70568749999995,POINT (306.61897500000026 352.0237187500002),d2b7b,306.61897500000026,352.0237187500002,0.0,d1f82,0.0,d2b7b,,,"['MINK1', 'TNIK', 'MAP4K1', 'MAP4K2', 'MAP4K4', 'MAP4K3']","['CXCL10', 'LATS1', 'LATS2']"
8,[],['Arrow'],#000000,[],,iddad67a75,"LINESTRING (254.94746250000014 518.6689625, 456.9474625000002 598.4515437499995)",POINT (254.94746250000014 518.6689625),dd73e,254.94746250000014,518.6689625,POINT (456.9474625000002 598.4515437499995),dbfd0,456.9474625000002,598.4515437499995,0.0,dd73e,0.0,dbfd0,,,"['YAP1', 'WWTR1']","['TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'YAP1', 'WWTR1']"
9,[],['Arrow'],#000000,[],,ide1c9ad08,"LINESTRING (254.94746250000014 518.6689625, 163.94746250000014 586.4534562499998)",POINT (254.94746250000014 518.6689625),dd73e,254.94746250000014,518.6689625,POINT (163.94746250000014 586.4534562499998),bf590,163.94746250000014,586.4534562499998,0.0,dd73e,0.0,bf590,,,"['YAP1', 'WWTR1']","['14-3-3', 'YAP1', 'WWTR1']"
