source|target|source_label|target_label|source_id|target_id
SOCS2|STAT1|SOCS2|STAT1|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/6772
SOCS2|JAK2|SOCS2|JAK2|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/3717
SOCS2|STAT5B|SOCS2|STAT5B|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/6777
SOCS2|STAT5A|SOCS2|STAT5A|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/6776
SOCS2|STAT3|SOCS2|STAT3|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/6774
SOCS2|SOCS1|SOCS2|SOCS1|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/8651
SOCS2|CISH|SOCS2|CISH|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/1154
SOCS2|SOCS3|SOCS2|SOCS3|http://www.ncbi.nlm.nih.gov/gene/8835|http://www.ncbi.nlm.nih.gov/gene/9021
STAT1|KRAS|STAT1|KRAS|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/3845
STAT1|NRAS|STAT1|NRAS|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/4893
STAT1|HRAS|STAT1|HRAS|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/3265
STAT1|AKT2|STAT1|AKT2|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/208
STAT1|AKT3|STAT1|AKT3|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/10000
STAT1|AKT1|STAT1|AKT1|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/207
STAT1|JAK2|STAT1|JAK2|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/3717
JAK2|KRAS|JAK2|KRAS|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/3845
JAK2|NRAS|JAK2|NRAS|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/4893
JAK2|HRAS|JAK2|HRAS|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/3265
JAK2|AKT2|JAK2|AKT2|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/208
JAK2|AKT3|JAK2|AKT3|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/10000
JAK2|AKT1|JAK2|AKT1|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/207
JAK2|STAT5B|JAK2|STAT5B|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/6777
JAK2|STAT5A|JAK2|STAT5A|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/6776
JAK2|STAT1|JAK2|STAT1|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/6772
JAK2|STAT3|JAK2|STAT3|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/6774
SOCS1|STAT1|SOCS1|STAT1|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/6772
SOCS1|JAK2|SOCS1|JAK2|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/3717
SOCS1|STAT5B|SOCS1|STAT5B|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/6777
SOCS1|STAT5A|SOCS1|STAT5A|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/6776
SOCS1|STAT3|SOCS1|STAT3|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/6774
SOCS1|SOCS2|SOCS1|SOCS2|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/8835
SOCS1|CISH|SOCS1|CISH|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/1154
SOCS1|SOCS3|SOCS1|SOCS3|http://www.ncbi.nlm.nih.gov/gene/8651|http://www.ncbi.nlm.nih.gov/gene/9021
CISH|STAT1|CISH|STAT1|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/6772
CISH|JAK2|CISH|JAK2|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/3717
CISH|STAT5B|CISH|STAT5B|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/6777
CISH|STAT5A|CISH|STAT5A|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/6776
CISH|STAT3|CISH|STAT3|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/6774
CISH|SOCS2|CISH|SOCS2|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/8835
CISH|SOCS1|CISH|SOCS1|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/8651
CISH|SOCS3|CISH|SOCS3|http://www.ncbi.nlm.nih.gov/gene/1154|http://www.ncbi.nlm.nih.gov/gene/9021
SOCS3|STAT1|SOCS3|STAT1|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/6772
SOCS3|JAK2|SOCS3|JAK2|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/3717
SOCS3|STAT5B|SOCS3|STAT5B|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/6777
SOCS3|STAT5A|SOCS3|STAT5A|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/6776
SOCS3|STAT3|SOCS3|STAT3|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/6774
SOCS3|SOCS2|SOCS3|SOCS2|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/8835
SOCS3|SOCS1|SOCS3|SOCS1|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/8651
SOCS3|CISH|SOCS3|CISH|http://www.ncbi.nlm.nih.gov/gene/9021|http://www.ncbi.nlm.nih.gov/gene/1154
AKT2|RPTOR|AKT2|RPTOR|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/57521
AKT2|MLST8|AKT2|MLST8|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/64223
AKT2|AKT1S1|AKT2|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/84335
AKT2|MTOR|AKT2|MTOR|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/2475
AKT2|AKT3|AKT2|AKT3|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/10000
AKT2|AKT1|AKT2|AKT1|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/207
RPTOR|MLST8|RPTOR|MLST8|http://www.ncbi.nlm.nih.gov/gene/57521|http://www.ncbi.nlm.nih.gov/gene/64223
RPTOR|AKT1S1|RPTOR|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/57521|http://www.ncbi.nlm.nih.gov/gene/84335
RPTOR|MTOR|RPTOR|MTOR|http://www.ncbi.nlm.nih.gov/gene/57521|http://www.ncbi.nlm.nih.gov/gene/2475
MLST8|RPTOR|MLST8|RPTOR|http://www.ncbi.nlm.nih.gov/gene/64223|http://www.ncbi.nlm.nih.gov/gene/57521
MLST8|AKT1S1|MLST8|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/64223|http://www.ncbi.nlm.nih.gov/gene/84335
MLST8|MTOR|MLST8|MTOR|http://www.ncbi.nlm.nih.gov/gene/64223|http://www.ncbi.nlm.nih.gov/gene/2475
AKT1S1|RPTOR|AKT1S1|RPTOR|http://www.ncbi.nlm.nih.gov/gene/84335|http://www.ncbi.nlm.nih.gov/gene/57521
AKT1S1|MLST8|AKT1S1|MLST8|http://www.ncbi.nlm.nih.gov/gene/84335|http://www.ncbi.nlm.nih.gov/gene/64223
AKT1S1|MTOR|AKT1S1|MTOR|http://www.ncbi.nlm.nih.gov/gene/84335|http://www.ncbi.nlm.nih.gov/gene/2475
MTOR|RPTOR|MTOR|RPTOR|http://www.ncbi.nlm.nih.gov/gene/2475|http://www.ncbi.nlm.nih.gov/gene/57521
MTOR|MLST8|MTOR|MLST8|http://www.ncbi.nlm.nih.gov/gene/2475|http://www.ncbi.nlm.nih.gov/gene/64223
MTOR|AKT1S1|MTOR|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/2475|http://www.ncbi.nlm.nih.gov/gene/84335
AKT3|RPTOR|AKT3|RPTOR|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/57521
AKT3|MLST8|AKT3|MLST8|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/64223
AKT3|AKT1S1|AKT3|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/84335
AKT3|MTOR|AKT3|MTOR|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/2475
AKT3|AKT2|AKT3|AKT2|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/208
AKT3|AKT1|AKT3|AKT1|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/207
AKT1|RPTOR|AKT1|RPTOR|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/57521
AKT1|MLST8|AKT1|MLST8|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/64223
AKT1|AKT1S1|AKT1|AKT1S1|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/84335
AKT1|MTOR|AKT1|MTOR|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/2475
AKT1|AKT2|AKT1|AKT2|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/208
