source_node,target_node,num_paths
BDNF,NGFR,10
PAK3,PAK6,4
PAK3,PAK5,4
RAC1,PAK5,4
RAC1,PAK4,4
RAC1,PAK3,23
RAC1,PAK2,31
RAC1,PAK1,34
F2RL2,RAC1,5
TWIST1,CDH11,1
TWIST1,MMP9,5
MMP2,MMP9,31
MMP2,TWIST1,4
PAK4,RHOA,2
RAC1,PAK6,4
RAC1,NGEF,12
PAK1,PAK2,31
PAK1,PAK3,27
PAK1,PAK4,4
PAK1,PAK5,4
PAK1,PAK6,5
PAK2,RHOA,13
PAK2,PAK3,28
PAK2,PAK4,4
PAK2,PAK5,4
PAK2,PAK6,5
PAK3,RHOA,11
PAK3,PAK4,4
STAT3,MMP9,12
STAT3,TWIST1,7
STAT3,MMP2,9
RAC1,TIAM1,14
RAC1,CDH11,1
PAK4,PAK5,4
EPHB3,NGFR,4464
PAK5,RHOA,2
PAK5,PAK6,4
PAK6,RHOA,3
EPHB1,STAT3,1
EPHB1,NGFR,12
EPHB1,RHOA,5
TIAM1,TRIO,12
EPHB1,ARF1,1
EPHB1,EPHB3,6
EPHB1,EPHB4,6
EPHB1,EPHB6,7
EPHB2,STAT3,1
EPHB2,NGFR,1
EPHB2,RHOA,4
EPHB2,ARF1,7
PAK4,PAK6,4
EPHB2,EPHB3,6
EPHB2,EPHB4,6
EPHB2,EPHB6,6
EPHB3,RHOA,4
EPHB3,ARF1,9903
EPHB3,EPHB4,6
EPHB3,EPHB6,6
EPHB4,STAT3,2
EPHB4,NGFR,2
EPHB4,RHOA,4
PAK1,RHOA,14
EPHB4,ARF1,2
EPHB6,STAT3,1
EPHB6,NGFR,6858
EPHB6,RHOA,4
EPHB6,ARF1,1
ARF1,MMP8,1
EPHB3,STAT3,1
EPHB4,EPHB6,6
RAC1,TRIO,14
AKT2,AKT3,69
AKT2,AKT1,84
AKT2,FOS,9
AKT2,JUN,11
AKT3,AKT1,69
AKT3,FOS,6
AKT3,JUN,9
CDH11,TIAM1,2
AKT1,FOS,14
FOS,TWIST1,4
FOS,CDH11,1
FOS,JUN,38
JUN,TWIST1,3
JUN,CDH11,7
CDH11,NGEF,2
AKT1,JUN,12
PIK3CB,PIK3R5,13
PIK3CA,AKT2,45
PIK3CA,AKT3,40
PIK3CA,AKT1,56
PIK3CA,PIK3CB,68
PIK3CA,PIK3CD,49
PIK3CA,PIK3R3,53
PIK3CA,PIK3R4,14
PIK3CA,PIK3R5,14
PIK3CA,PIK3R6,13
PIK3CA,PIK3CG,15
PIK3CB,AKT2,40
PIK3CB,AKT3,33
PIK3CB,AKT1,45
PIK3CB,PIK3CD,48
PIK3CB,PIK3R3,46
PIK3CB,PIK3R4,14
CDH11,TRIO,1
PIK3CB,PIK3R6,13
PIK3CD,AKT2,31
PIK3R4,PIK3CG,5
PIK3CD,AKT1,37
PIK3CD,PIK3R3,47
PIK3CD,PIK3R4,7
PIK3CD,PIK3R5,14
PIK3CD,PIK3R6,13
PIK3CD,PIK3CG,15
PIK3R3,AKT2,34
PIK3R3,AKT3,34
PIK3R3,AKT1,39
PIK3R3,PIK3R4,7
PIK3R3,PIK3R5,14
PIK3R3,PIK3R6,13
PIK3R3,PIK3CG,14
PIK3R4,AKT2,10
PIK3R4,AKT1,11
PIK3CD,AKT3,31
EPHB1,EPHB2,6
PIK3R4,AKT3,3
PIK3CB,PIK3CG,14
PIK3R5,AKT2,8
PIK3R5,AKT3,8
PIK3R5,AKT1,10
PIK3R5,PIK3R6,13
PIK3R5,PIK3CG,14
PIK3R6,AKT2,8
PIK3R6,AKT3,8
PIK3R6,AKT1,9
PIK3R6,PIK3CG,14
PIK3CG,AKT2,8
PIK3CG,AKT3,8
PIK3CG,AKT1,11
NGEF,TIAM1,14
NGEF,TRIO,12
PIK3R4,PIK3R6,5
PIK3R4,PIK3R5,5
RHOA,MMP8,3
