Source,Target,edgeID,signal,color
"FOXP3","T.reg Phenotype","None","a","#000000"
"FOXP3","MST1","fde07_f2efc_b6f92_f3adf_f7423_e4707_a56f3_7","a","#nan"
"FOXP3","MST2","a56f3_f2efc_unlabeled","a","#unlabeled"
"FOXP3","FOXO6","fde07_f2efc_b6f92_f3adf_f7423_e4707_a56f3_7","a","#nan"
"FOXP3","FOXO4","fde07_f2efc_b6f92_f3adf_f7423_e4707_a56f3_7","a","#nan"
"FOXP3","FOXO1","a2eea_d1915_b21e4_f9dad_4","a","#nan"
"FOXP3","FOXO3","f9dad_d1915_unlabeled","a","#unlabeled"
"FOXP3","p38MAPK","f9dad_b21e4_unlabeled","a","#unlabeled"
"FOXP3","FOXP3","None","None","None"
"LATS1","YAP","id1860a1dd","i","#000000"
"LATS1","YWHAQ","id1860a1dd","i","#000000"
"LATS1","TAZ","id1860a1dd","i","#000000"
"LATS1","LFA-1","b7c8e","a","#000000"
"LATS1","LATS2","dd592_c3612_unlabeled","a","#unlabeled"
"LATS1","MOB1","dd592_c3612_eae91_1","a","#nan"
"LATS1","NORE1B","d023e_a0b2b_ef608_d8e6c_da680_f272a_b1b6f_7","a","#nan"
"LATS1","FOXO6","d023e_a0b2b_ef608_d8e6c_da680_f272a_b1b6f_7","a","#nan"
"LATS1","FOXO4","d023e_a0b2b_ef608_d8e6c_da680_f272a_b1b6f_7","a","#nan"
"LATS1","FOXO1","d023e_a0b2b_ef608_d8e6c_da680_f272a_b1b6f_7","a","#nan"
"LATS1","FOXO3","d023e_a0b2b_ef608_d8e6c_da680_f272a_b1b6f_7","a","#nan"
"LATS1","miR-21","b1b6f_f272a_unlabeled","a","#unlabeled"
"LATS1","LATS1","None","None","None"
"YAP","YAP1","id80f2ec45","a","#000000"
"YAP","TAZ","f848f_fbbde_unlabeled","a","#unlabeled"
"YAP","TEAD1","id80f2ec45","a","#000000"
"YAP","TEAD2","id80f2ec45","a","#000000"
