source|target|source_label|target_label|source_id|target_id
STAT3|STAT3|STAT3|STAT3|http://www.ncbi.nlm.nih.gov/gene/6774|http://www.ncbi.nlm.nih.gov/gene/6774
IL9R|JAK3|IL9R|JAK3|http://www.ncbi.nlm.nih.gov/gene/3581|http://www.ncbi.nlm.nih.gov/gene/3718
IL9R|JAK1|IL9R|JAK1|http://www.ncbi.nlm.nih.gov/gene/3581|http://www.ncbi.nlm.nih.gov/gene/3716
IL21R|JAK3|IL21R|JAK3|http://www.ncbi.nlm.nih.gov/gene/50615|http://www.ncbi.nlm.nih.gov/gene/3718
IL21R|JAK1|IL21R|JAK1|http://www.ncbi.nlm.nih.gov/gene/50615|http://www.ncbi.nlm.nih.gov/gene/3716
IL6ST|IL6ST|IL6ST|IL6ST|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3572
IL15RA|JAK1|IL15RA|JAK1|http://www.ncbi.nlm.nih.gov/gene/3601|http://www.ncbi.nlm.nih.gov/gene/3716
IL15RA|JAK3|IL15RA|JAK3|http://www.ncbi.nlm.nih.gov/gene/3601|http://www.ncbi.nlm.nih.gov/gene/3718
IL6ST|TYK2|IL6ST|TYK2|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/7297
IL6ST|JAK1|IL6ST|JAK1|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3716
IL6ST|JAK2|IL6ST|JAK2|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3717
IL6ST|LIFR|IL6ST|LIFR|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3977
IFNGR1|TYK2|IFNGR1|TYK2|http://www.ncbi.nlm.nih.gov/gene/3459|http://www.ncbi.nlm.nih.gov/gene/7297
IL2RB|IL15RA|IL2RB|IL15RA|http://www.ncbi.nlm.nih.gov/gene/3560|http://www.ncbi.nlm.nih.gov/gene/3601
IL6ST|CNTFR|IL6ST|CNTFR|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/1271
IL6ST|IL12RB2|IL6ST|IL12RB2|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3595
IL6ST|IL6R|IL6ST|IL6R|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3570
IL6ST|IL11RA|IL6ST|IL11RA|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3590
IL6ST|CTF1|IL6ST|CTF1|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/1489
IFNAR1|JAK1|IFNAR1|JAK1|http://www.ncbi.nlm.nih.gov/gene/3454|http://www.ncbi.nlm.nih.gov/gene/3716
IFNAR1|TYK2|IFNAR1|TYK2|http://www.ncbi.nlm.nih.gov/gene/3454|http://www.ncbi.nlm.nih.gov/gene/7297
IFNAR1|IFNAR2|IFNAR1|IFNAR2|http://www.ncbi.nlm.nih.gov/gene/3454|http://www.ncbi.nlm.nih.gov/gene/3455
IFNAR2|JAK1|IFNAR2|JAK1|http://www.ncbi.nlm.nih.gov/gene/3455|http://www.ncbi.nlm.nih.gov/gene/3716
IFNAR2|TYK2|IFNAR2|TYK2|http://www.ncbi.nlm.nih.gov/gene/3455|http://www.ncbi.nlm.nih.gov/gene/7297
IFNGR1|JAK1|IFNGR1|JAK1|http://www.ncbi.nlm.nih.gov/gene/3459|http://www.ncbi.nlm.nih.gov/gene/3716
IL2RB|JAK1|IL2RB|JAK1|http://www.ncbi.nlm.nih.gov/gene/3560|http://www.ncbi.nlm.nih.gov/gene/3716
IL6ST|IL27RA|IL6ST|IL27RA|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/9466
IL6ST|OSMR|IL6ST|OSMR|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/9180
IFNGR1|IFNGR2|IFNGR1|IFNGR2|http://www.ncbi.nlm.nih.gov/gene/3459|http://www.ncbi.nlm.nih.gov/gene/3460
IFNGR1|JAK2|IFNGR1|JAK2|http://www.ncbi.nlm.nih.gov/gene/3459|http://www.ncbi.nlm.nih.gov/gene/3717
IL2RA|JAK1|IL2RA|JAK1|http://www.ncbi.nlm.nih.gov/gene/3559|http://www.ncbi.nlm.nih.gov/gene/3716
CSF2RA|JAK2|CSF2RA|JAK2|http://www.ncbi.nlm.nih.gov/gene/1438|http://www.ncbi.nlm.nih.gov/gene/3717
