source_node,target_node,num_paths
INOS,NO,42
MMP8,MMP13,5
MMP10,MMP13,5
MMP10,MMP9,5
MMP23B,MMP19,1
MMP11,MMP17,5
MMP10,MMP24,4
MMP11,MMP27,1
MMP8,MMP12,4
MMP11,MMP19,5
MMP2,MMP17,5
MMP1,MMP9,10
MMP2,MMP19,5
MMP11,MMP12,5
MMP11,MMP13,5
MMP11,MMP9,6
MMP11,MMP24,4
MMP10,MMP11,5
MMP1,MMP19,5
MMP8,MMP24,4
MMP10,MMP25,4
MMP24,MMP17,4
MMP9,MMP19,6
PRKCH,PRKCG,9
MMP2,MMP9,33
MMP7,MMP19,5
MMP8,MMP9,8
MMP23B,MMP27,1
MMP8,MMP25,7
MMP15,MMP27,2
MMP11,MMP25,4
MMP9,MMP24,4
MMP9,MMP12,6
MMP9,MMP13,10
MMP8,MMP17,4
MMP10,MMP12,5
MMP8,MMP27,1
MMP8,MMP14,5
MMP11,MMP8,5
MMP10,MMP27,1
MMP8,MMP21,1
MMP10,MMP19,4
MMP1,MMP17,4
MMP9,MMP21,3
MMP24,MMP21,1
MMP11,MMP14,6
MMP11,MMP21,2
MMP20,MMP10,4
PRKCQ,PRKCG,9
MMP1,MMP13,6
MMP1,MMP14,7
MMP1,MMP24,4
MMP2,MMP27,1
MMP20,MMP12,4
MMP20,MMP27,2
MMP1,MMP2,15
MMP20,MMP19,6
MMP20,MMP25,3
MMP20,MMP14,5
MMP2,MMP10,5
MMP9,MMP27,2
MMP2,MMP25,5
MMP2,MMP13,6
MMP10,MMP14,5
MMP10,MMP21,1
MMP8,MMP19,4
MMP1,MMP21,2
MMP1,MMP25,5
MMP20,MMP11,4
MMP1,MMP27,1
MMP20,MMP2,5
MMP9,MMP17,5
MMP2,MMP8,6
MMP1,MMP8,6
MMP2,MMP21,3
MMP2,MMP14,8
MMP1,MMP10,7
MMP1,MMP11,5
MMP2,MMP12,6
MMP10,MMP8,6
MMP2,MMP11,6
MMP24,MMP27,1
MMP13,MMP12,4
MMP13,MMP24,4
PRKCQ,PRKD3,1
PRKCG,PRKD3,2
MMP12,MMP27,1
PRKCG,PRKCB,20
MMP24,MMP25,4
PRKCH,PRKCE,10
PRKCQ,PRKCE,12
PRKCZ,PRKD3,2
PRKCD,PRKCA,35
PRKCD,PRKD3,1
PRKCD,PRKCG,26
PRKCD,PRKCE,26
PRKCH,PRKCI,2
PRKCD,PRKCI,3
PRKCZ,PRKCB,8
PRKCZ,PRKCA,9
PRKCZ,PRKCG,6
PRKCQ,PRKCA,15
PRKD3,PRKCA,3
PRKCQ,PRKCB,9
PRKCH,PRKCA,8
Glucose,NO,366
AGE,BDNF,2
AGE,TKR,3237
AGE,NO,1135
Nav1.8,BDNF,4
MMP23B,MMP25,1
PRKCI,PRKCE,3
PRKCE,PRKCB,9
PRKCE,PRKCA,22
PRKCE,PRKD3,1
PRKCE,PRKCG,21
MMP9,MMP14,8
PKC,K+,27
PRKCH,PRKD3,1
PKC,BDNF,5
PRKCI,PRKCG,3
PRKCG,PRKCA,38
PRKCZ,PRKCD,7
MMP20,MMP21,2
PRKCZ,PRKCE,5
PRKCZ,PRKCH,4
PRKCQ,PRKCH,10
NMDA,Ca2+,1
MMP19,MMP27,3
MMP19,MMP17,3
PRKCQ,PRKCI,2
PRKCH,PRKCB,7
MMP12,MMP19,5
MMP27,MMP17,1
PRKCQ,PRKCZ,4
MMP12,MMP21,1
MMP12,MMP24,3
MMP13,MMP17,4
MMP13,MMP27,1
MMP13,MMP19,5
MMP13,MMP25,4
MMP13,MMP14,6
MMP13,MMP21,2
MMP20,MMP1,5
PRKCZ,PRKCI,3
MMP21,MMP14,3
MMP21,MMP19,2
PRKCD,PRKCH,11
NO,BDNF,15
MMP1,MMP12,4
PRKCQ,PRKCD,16
MMP21,MMP25,1
MMP7,MMP16,4
MMP3,MMP2,12
MMP12,MMP25,3
MMP21,MMP27,1
MMP25,MMP17,4
MMP25,MMP27,1
MMP25,MMP19,3
MMP14,MMP17,5
MMP20,MMP17,3
MMP9,MMP25,7
MMP12,MMP17,3
MMP14,MMP25,4
MMP12,MMP14,4
MMP20,MMP24,3
MMP20,MMP13,7
MMP2,MMP24,4
MMP16,MMP13,4
MMP7,MMP24,4
MMP7,MMP21,1
MMP7,MMP14,5
NAD,Fructose,7
MMP15,MMP3,5
Glut-1,Glut-3,10
ROS,NO,8
MMP7,MMP23B,1
MMP7,MMP20,6
MMP16,MMP23B,1
MMP14,MMP27,1
MMP7,MMP3,7
MMP7,MMP28,1
MMP7,MMP25,4
MMP7,MMP12,7
