source_node,target_node,num_paths
INOS,NO,331
MMP8,MMP13,331
MMP10,MMP13,331
MMP10,MMP9,331
MMP23B,MMP19,331
MMP11,MMP17,331
MMP10,MMP24,331
MMP11,MMP27,331
MMP8,MMP12,331
MMP11,MMP19,331
MMP2,MMP17,331
MMP1,MMP9,331
MMP2,MMP19,331
MMP11,MMP12,331
MMP11,MMP13,331
MMP11,MMP9,331
MMP11,MMP24,331
MMP10,MMP11,331
MMP1,MMP19,331
MMP8,MMP24,331
MMP10,MMP25,331
MMP24,MMP17,331
MMP9,MMP19,331
PRKCH,PRKCG,331
MMP2,MMP9,331
MMP7,MMP19,331
MMP8,MMP9,331
MMP23B,MMP27,331
MMP8,MMP25,331
MMP15,MMP27,331
MMP11,MMP25,331
MMP9,MMP24,331
MMP9,MMP12,331
MMP9,MMP13,331
MMP8,MMP17,331
MMP10,MMP12,331
MMP8,MMP27,331
MMP8,MMP14,331
MMP11,MMP8,331
MMP10,MMP27,331
MMP8,MMP21,331
MMP10,MMP19,331
MMP1,MMP17,331
MMP9,MMP21,331
MMP24,MMP21,331
MMP11,MMP14,331
MMP11,MMP21,331
MMP20,MMP10,331
PRKCQ,PRKCG,331
MMP1,MMP13,331
MMP1,MMP14,331
MMP1,MMP24,331
MMP2,MMP27,331
MMP20,MMP12,331
MMP20,MMP27,331
MMP1,MMP2,331
MMP20,MMP19,331
MMP20,MMP25,331
MMP20,MMP14,331
MMP2,MMP10,331
MMP9,MMP27,331
MMP2,MMP25,331
MMP2,MMP13,331
MMP10,MMP14,331
MMP10,MMP21,331
MMP8,MMP19,331
MMP1,MMP21,331
MMP1,MMP25,331
MMP20,MMP11,331
MMP1,MMP27,331
MMP20,MMP2,331
MMP9,MMP17,331
MMP2,MMP8,331
MMP1,MMP8,331
MMP2,MMP21,331
MMP2,MMP14,331
MMP1,MMP10,331
MMP1,MMP11,331
MMP2,MMP12,331
MMP10,MMP8,331
MMP2,MMP11,331
MMP24,MMP27,331
MMP13,MMP12,331
MMP13,MMP24,331
PRKCQ,PRKD3,331
PRKCG,PRKD3,331
MMP12,MMP27,331
PRKCG,PRKCB,331
MMP24,MMP25,331
PRKCH,PRKCE,331
PRKCQ,PRKCE,331
PRKCZ,PRKD3,331
PRKCD,PRKCA,331
PRKCD,PRKD3,331
PRKCD,PRKCG,331
PRKCD,PRKCE,331
PRKCH,PRKCI,331
PRKCD,PRKCI,331
PRKCZ,PRKCB,331
PRKCZ,PRKCA,331
PRKCZ,PRKCG,331
PRKCQ,PRKCA,331
PRKD3,PRKCA,331
PRKCQ,PRKCB,331
PRKCH,PRKCA,331
Glucose,NO,331
AGE,BDNF,331
AGE,TKR,331
AGE,NO,331
Nav1.8,BDNF,331
MMP23B,MMP25,331
PRKCI,PRKCE,331
PRKCE,PRKCB,331
PRKCE,PRKCA,331
PRKCE,PRKD3,331
PRKCE,PRKCG,331
MMP9,MMP14,331
PKC,K+,331
PRKCH,PRKD3,331
PKC,BDNF,331
PRKCI,PRKCG,331
PRKCG,PRKCA,331
PRKCZ,PRKCD,331
MMP20,MMP21,331
PRKCZ,PRKCE,331
PRKCZ,PRKCH,331
PRKCQ,PRKCH,331
NMDA,Ca2+,331
MMP19,MMP27,331
MMP19,MMP17,331
PRKCQ,PRKCI,331
PRKCH,PRKCB,331
MMP12,MMP19,331
MMP27,MMP17,331
PRKCQ,PRKCZ,331
MMP12,MMP21,331
MMP12,MMP24,331
MMP13,MMP17,331
MMP13,MMP27,331
MMP13,MMP19,331
MMP13,MMP25,331
MMP13,MMP14,331
MMP13,MMP21,331
MMP20,MMP1,331
PRKCZ,PRKCI,331
MMP21,MMP14,331
MMP21,MMP19,331
PRKCD,PRKCH,331
NO,BDNF,331
MMP1,MMP12,331
PRKCQ,PRKCD,331
MMP21,MMP25,331
MMP7,MMP16,331
MMP3,MMP2,331
MMP12,MMP25,331
MMP21,MMP27,331
MMP25,MMP17,331
MMP25,MMP27,331
MMP25,MMP19,331
MMP14,MMP17,331
MMP20,MMP17,331
MMP9,MMP25,331
MMP12,MMP17,331
MMP14,MMP25,331
MMP12,MMP14,331
MMP20,MMP24,331
MMP20,MMP13,331
MMP2,MMP24,331
MMP16,MMP13,331
MMP7,MMP24,331
MMP7,MMP21,331
MMP7,MMP14,331
NAD,Fructose,331
MMP15,MMP3,331
Glut-1,Glut-3,331
ROS,NO,331
MMP7,MMP23B,331
MMP7,MMP20,331
MMP16,MMP23B,331
MMP14,MMP27,331
MMP7,MMP3,331
MMP7,MMP28,331
MMP7,MMP25,331
MMP7,MMP12,331
MMP16,MMP12,331
O2- radical,ROS,331
e-,ATP,331
MMP7,MMP15,331
Ca2+,PKC,331
TRPV1,Ca2+,331
MMP7,MMP8,331
TRPA1,Ca2+,331
MMP7,MMP11,331
MMP7,MMP10,331
MMP7,MMP2,331
AGE,RAGE,331
MMP7,MMP1,331
Glut-3,Glucose,331
Glucose,ATP,331
