Source,Target,edgeID,signal,color
"RAB3A","Neuron","idc567908f","a","#000000"
"RAB3A","RAB3B","f3be1_e731b_unlabeled","a","#unlabeled"
"RAB3A","RAB3A","None","None","None"
"RAB3B","Neuron","idc567908f","a","#000000"
"RAB3B","RAB3A","e731b_f3be1_unlabeled","a","#unlabeled"
"RAB3B","RAB3B","None","None","None"
"DNM2","Early 
endosome","id2dab58e1","a","#000000"
"SBF2","MTMR2","d6f39_f3d25_unlabeled","a","#unlabeled"
"SBF2","LITAF","bb7c9_a9687_f656b_3","a","#nan"
"SBF2","SBF2","None","None","None"
"MTMR2","SBF2","f3d25_d6f39_unlabeled","a","#unlabeled"
"MTMR2","LITAF","bb7c9_a9687_f656b_1","a","#nan"
"MTMR2","MTMR2","None","None","None"
"HSPB1","FGD4","a848e_b2911_1","a","#nan"
"HSPB1","HSPB1","None","None","None"
"FGD4","HSPB1","a848e_b2911_2","a","#nan"
"LITAF","MTMR2","bb7c9_a9687_f656b_2","a","#nan"
"LITAF","SBF2","bb7c9_a9687_f656b_2","a","#nan"
"LITAF","FIG4","a05be_ffb04_1","a","#nan"
"LITAF","LITAF","None","None","None"
"RAB11A","NDRG1","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_1","a","#nan"
"RAB11A","RAB4A","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_1","a","#nan"
"RAB11A","SH3TC2","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_1","a","#nan"
"RAB11A","RAB4B","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_1","a","#nan"
"RAB11A","RAB11B","c6bfd_a4b11_unlabeled","a","#unlabeled"
"RAB11A","RAB25","c6bfd_a5914_unlabeled","a","#unlabeled"
"RAB11A","RABAC1","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_1","a","#nan"
"NDRG1","RAB11A","c6bfd_b20c3_e150c_f77d8_fc847_a4b11_a5914_a509a_2","a","#nan"
