source_node,target_node,num_paths
BDNF,NGFR,11
PIK3R5,AKT1,12
PIK3R5,AKT3,10
PIK3R5,AKT2,10
PIK3R3,PIK3CG,15
PIK3R3,PIK3R6,14
PIK3R3,PIK3R5,15
PIK3R3,AKT1,40
PIK3R3,AKT3,35
PIK3R3,AKT2,35
PIK3CD,PIK3CG,16
PIK3CD,PIK3R6,14
PIK3R5,PIK3CG,15
PIK3CD,PIK3R5,16
PIK3CD,AKT1,39
PIK3CD,AKT3,33
PIK3CD,AKT2,33
PIK3CB,PIK3CG,15
PIK3CB,PIK3R6,14
PIK3CB,PIK3R5,14
PIK3CB,PIK3R3,47
PIK3CB,PIK3CD,49
PIK3CB,AKT1,46
PIK3CB,AKT3,34
PIK3CB,AKT2,41
PIK3R5,PIK3R6,14
PIK3CD,PIK3R3,48
AKT3,TWIST1,4
PIK3R6,AKT2,9
AKT1,TWIST1,6
AKT1,CDH11,2
AKT2,TWIST1,3
AKT2,CDH11,1
EPHB4,MMP2,7
EPHB4,TWIST1,2
EPHB2,MMP2,6
EPHB2,TWIST1,2
CDH11,TIAM1,3
PIK3R6,AKT3,9
CDH11,NGEF,3
EPHB1,TWIST1,2
EPHB1,MMP2,6
PIK3CG,AKT1,12
PIK3CG,AKT3,9
NGEF,TIAM1,15
PIK3CG,AKT2,9
PIK3R6,PIK3CG,15
PIK3R6,AKT1,10
AKT3,CDH11,1
FOS,CDH11,2
PAK3,RHOA,12
PAK2,PAK6,6
PAK2,PAK5,5
PAK2,PAK4,5
PAK2,PAK3,29
PAK2,RHOA,14
PAK1,PAK6,6
PAK1,PAK5,5
PAK1,PAK4,5
PAK1,PAK3,28
PAK1,PAK2,32
PAK3,PAK4,5
PAK1,RHOA,15
RAC1,NGEF,13
RAC1,CDH11,2
RAC1,PAK6,5
RAC1,PAK5,5
RAC1,PAK4,5
RAC1,PAK3,24
RAC1,PAK2,32
RAC1,PAK1,35
F2RL2,RAC1,6
TWIST1,CDH11,2
MMP2,TWIST1,6
RAC1,TIAM1,15
PAK3,PAK5,5
PAK3,PAK6,5
PAK4,RHOA,3
FOS,TWIST1,5
AKT3,FOS,7
AKT3,AKT1,71
AKT2,FOS,10
AKT2,AKT1,86
AKT2,AKT3,71
ARF1,MMP8,2
EPHB4,ARF1,3
EPHB4,RHOA,5
EPHB4,NGFR,1
AKT1,FOS,15
EPHB2,ARF1,1
EPHB2,RHOA,5
EPHB2,NGFR,2
EPHB1,EPHB4,7
EPHB1,EPHB2,7
EPHB1,ARF1,1
EPHB1,RHOA,6
EPHB1,NGFR,1
PAK6,RHOA,4
PAK5,PAK6,5
PAK5,RHOA,3
PAK4,PAK6,5
EPHB2,EPHB4,8
PAK4,PAK5,5
MMP8,RHOA,4
