Source,Target,edgeID,signal,color
"TRPC3","Ca2+","id85267e47","a","#000000"
"PLCB1","IP3","id28dc777a","a","#000000"
"PLCB1","DAG","ideccc9f9a","a","#000000"
"PLCB1","PLCB2","f87de_ec722_unlabeled","a","#unlabeled"
"PLCB1","PLCB3","f87de_ec722_ab5af_f90a2_1","a","#nan"
"PLCB1","PLCB4","f87de_ec722_ab5af_f90a2_1","a","#nan"
"PLCB2","IP3","id28dc777a","a","#000000"
"PLCB2","DAG","ideccc9f9a","a","#000000"
"PLCB2","PLCB1","ec722_f87de_unlabeled","a","#unlabeled"
"PLCB2","PLCB3","f87de_ec722_ab5af_f90a2_2","a","#nan"
"PLCB2","PLCB4","f87de_ec722_ab5af_f90a2_2","a","#nan"
"PLCB3","IP3","id28dc777a","a","#000000"
"PLCB3","DAG","ideccc9f9a","a","#000000"
"PLCB3","PLCB1","f87de_ec722_ab5af_f90a2_3","a","#nan"
"PLCB3","PLCB2","f87de_ec722_ab5af_f90a2_3","a","#nan"
"PLCB3","PLCB4","ab5af_f90a2_unlabeled","a","#unlabeled"
"PLCB3","GNA11","ab5af_f5c4e_unlabeled","a","#unlabeled"
"PLCB4","IP3","id28dc777a","a","#000000"
"PLCB4","DAG","ideccc9f9a","a","#000000"
"PLCB4","PLCB1","f87de_ec722_ab5af_f90a2_4","a","#nan"
"PLCB4","PLCB2","f87de_ec722_ab5af_f90a2_4","a","#nan"
"PLCB4","PLCB3","f90a2_ab5af_unlabeled","a","#unlabeled"
"PRKCG","TRPC3","id260d1bcd","i","#000000"
"PRKCG","GRIA2","id8f552a9d","a","#000000"
"PRKCG","GRIA1","id8f552a9d","a","#000000"
"PRKCG","GRIA3","id8f552a9d","a","#000000"
"PRKCG","GRIA4","id8f552a9d","a","#000000"
"PDK1","PRKCG","id27f2f437","a","#000000"
"PIP2","IP3","id28dc777a","a","#000000"
"PIP2","DAG","ideccc9f9a","a","#000000"
"IP3","PI(3,4,5)P3","idd9f23de1","a","#000000"
"IP3","IP3R1","ide992403f","a","#000000"
"Ca2+","Ca2+","idf24b07ad","a","#000000"
"Ca2+","PRKCG","idf46fe30a","a","#000000"
"PI(3,4,5)P3","PDK1","id6132aad7","a","#000000"
"Na+","Na+","id623da65f","a","#000000"
"IP3R1","Ca2+","id429faaf0","a","#000000"
"CACNA1A","Ca2+","idf24b07ad","a","#000000"
"RYR3","Ca2+","idf041b7be","a","#000000"
"GRIA2","Na+","id623da65f","a","#000000"
"GRIA2","GRIA1","e57b7_e704b_unlabeled","a","#unlabeled"
"GRIA2","GRIA3","e57b7_e704b_bd2be_d5c9b_1","a","#nan"
"GRIA2","GRIA4","e57b7_e704b_bd2be_d5c9b_1","a","#nan"
"GRIA1","Na+","id623da65f","a","#000000"
"GRIA1","GRIA2","e704b_e57b7_unlabeled","a","#unlabeled"
"GRIA1","GRIA3","e57b7_e704b_bd2be_d5c9b_2","a","#nan"
"GRIA1","GRIA4","e57b7_e704b_bd2be_d5c9b_2","a","#nan"
"GRIA3","Na+","id623da65f","a","#000000"
"GRIA3","GRIA2","e57b7_e704b_bd2be_d5c9b_3","a","#nan"
"GRIA3","GRIA1","e57b7_e704b_bd2be_d5c9b_3","a","#nan"
"GRIA3","GRIA4","bd2be_d5c9b_unlabeled","a","#unlabeled"
"GRIA4","Na+","id623da65f","a","#000000"
"GRIA4","GRIA2","e57b7_e704b_bd2be_d5c9b_4","a","#nan"
"GRIA4","GRIA1","e57b7_e704b_bd2be_d5c9b_4","a","#nan"
"GRIA4","GRIA3","d5c9b_bd2be_unlabeled","a","#unlabeled"
"Ligands","GRM1","id9e106184","a","#000000"
"GRM1","GNA14","e086b_a9461_unlabeled","a","#unlabeled"
"ATP2B2","Ca2+","idea6ec642","a","#000000"
"DAG","PRKCG","idead2e18b","a","#000000"
"GNAQ","GNA11","caa86_f5c4e_unlabeled","a","#unlabeled"
"GNAQ","GNA14","caa86_f5c4e_a9461_e0846_1","a","#nan"
"GNAQ","GNA15","caa86_f5c4e_a9461_e0846_1","a","#nan"
"GNA11","GNAQ","f5c4e_caa86_unlabeled","a","#unlabeled"
"GNA11","GNA14","caa86_f5c4e_a9461_e0846_2","a","#nan"
"GNA11","GNA15","caa86_f5c4e_a9461_e0846_2","a","#nan"
"GNA11","PLCB3","f5c4e_ab5af_unlabeled","a","#unlabeled"
"GNA14","GNAQ","caa86_f5c4e_a9461_e0846_3","a","#nan"
"GNA14","GNA11","caa86_f5c4e_a9461_e0846_3","a","#nan"
"GNA14","GNA15","a9461_e0846_unlabeled","a","#unlabeled"
"GNA14","GRM1","a9461_e086b_unlabeled","a","#unlabeled"
"GNA15","GNAQ","caa86_f5c4e_a9461_e0846_4","a","#nan"
"GNA15","GNA11","caa86_f5c4e_a9461_e0846_4","a","#nan"
"GNA15","GNA14","e0846_a9461_unlabeled","a","#unlabeled"
