Source,Target,edgeID,signal,color
"STAT3","STAT3","cc3d0_c1b6f_2","a","#nan"
"STAT3","STMN1","id4998353d","i","#000000"
"placeholder

miR-7a","SOCS3","None","a","#000000"
"placeholder

miR-7a","STAT3","id5fd3faeb","i","#000000"
"SOCS3","JAK2","id3b3d2489","i","#000000"
"SOCS3","JAK1","a7267","i","#000000"
"SOCS3","TYK2","cbfc5","i","#000000"
"placeholder

miR-135a-5p
miR-17-5p
miR-29b
miR-124
miR-519a","PTPRD","id116bdc57","i","#000000"
"placeholder

miR-135a-5p
miR-17-5p
miR-29b
miR-124
miR-519a","STAT3","id5c31d43b","i","#000000"
"PTPRD","STAT3","dc6ed","a","#000000"
"PTPRD","DUSP2","S2KXW_LRKXV_e3cdc_f14da_4","a","#nan"
"PTPRD","PTPRC","f14da_LRKXV_unlabeled","a","#unlabeled"
"PTPRD","PTPRT","S2KXW_LRKXV_e3cdc_f14da_4","a","#nan"
"MLST8","STAT3","f4b24","a","#000000"
"MLST8","MTOR","a49c6_dbcba_e34d0_feb78_2","a","#nan"
"MLST8","AKT1S1","c8d62_d5d4a_e257b_e90cb_f7327_1","a","#nan"
"MLST8","RPTOR","c8d62_e90cb_unlabeled","a","#unlabeled"
"MLST8","DEPTOR","c8d62_d5d4a_e257b_e90cb_f7327_1","a","#nan"
"MLST8","MAPKAP1","dbcba_a49c6_unlabeled","a","#unlabeled"
"MLST8","RICTOR","a49c6_dbcba_e34d0_feb78_2","a","#nan"
"MLST8","MLST8","None","None","None"
"MTOR","STAT3","f4b24","a","#000000"
"MTOR","MLST8","a49c6_dbcba_e34d0_feb78_4","a","#nan"
"MTOR","AKT1S1","c8d62_d5d4a_e257b_e90cb_f7327_2","a","#nan"
"MTOR","RPTOR","c8d62_d5d4a_e257b_e90cb_f7327_2","a","#nan"
"MTOR","DEPTOR","d5d4a_f7327_unlabeled","a","#unlabeled"
"MTOR","MAPKAP1","a49c6_dbcba_e34d0_feb78_4","a","#nan"
"MTOR","RICTOR","feb78_e34d0_unlabeled","a","#unlabeled"
"MTOR","MTOR","None","None","None"
"AKT1S1","MLST8","c8d62_d5d4a_e257b_e90cb_f7327_3","a","#nan"
"AKT1S1","MTOR","c8d62_d5d4a_e257b_e90cb_f7327_3","a","#nan"
"AKT1S1","RPTOR","c8d62_d5d4a_e257b_e90cb_f7327_3","a","#nan"
"AKT1S1","DEPTOR","e257b_f7327_unlabeled","a","#unlabeled"
"RPTOR","MLST8","e90cb_c8d62_unlabeled","a","#unlabeled"
"RPTOR","MTOR","c8d62_d5d4a_e257b_e90cb_f7327_4","a","#nan"
"RPTOR","AKT1S1","c8d62_d5d4a_e257b_e90cb_f7327_4","a","#nan"
"RPTOR","DEPTOR","c8d62_d5d4a_e257b_e90cb_f7327_4","a","#nan"
"DEPTOR","MLST8","c8d62_d5d4a_e257b_e90cb_f7327_5","a","#nan"
"DEPTOR","MTOR","f7327_d5d4a_unlabeled","a","#unlabeled"
"DEPTOR","AKT1S1","f7327_e257b_unlabeled","a","#unlabeled"
"DEPTOR","RPTOR","c8d62_d5d4a_e257b_e90cb_f7327_5","a","#nan"
"MAPK1","MAPK14","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK15","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK12","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK9","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK8","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK7","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK6","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK3","a0aa5_ed4a5_unlabeled","a","#unlabeled"
"MAPK1","MAPK11","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK10","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK13","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
"MAPK1","MAPK4","a0aa5_a5a21_ab8f9_adf07_b68e1_c57a5_cdbe3_d6129_ed4a5_f5cc3_f630a_f8846_d3e69_1","a","#nan"
