,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['Arrow'],#000000,[],,id1962b0c,"LINESTRING (492.4318960926363 598.4999613020015, 522.2160678336742 622.9587229324428)",POINT (492.4318960926363 598.4999613020015),f6aed,492.4318960926363,598.4999613020015,POINT (522.2160678336742 622.9587229324428),a7d79,522.2160678336742,622.9587229324428,0.0,f6aed,0.0,a7d79,,,f6aed,NADP
1,[],['Arrow'],#000000,[],,id1b0020c3,"LINESTRING (771.9351851851854 721.0740740740731, 785.7299428843437 656.3726006655974)",POINT (771.9351851851854 721.0740740740731),b94f4,771.9351851851854,721.0740740740731,POINT (785.7299428843437 656.3726006655974),fd84d,785.7299428843437,656.3726006655974,0.0,b94f4,0.0,fd84d,,,INOS,NO
2,[],[],#000000,[],,id1dfff776,"LINESTRING (315.7971870518553 572.169882243134, 354.8883492310785 704.6772129604784)",POINT (315.7971870518553 572.169882243134),caa0a,315.7971870518553,572.169882243134,POINT (354.8883492310785 704.6772129604784),ef332,354.8883492310785,704.6772129604784,0.0,caa0a,0.0,ef332,,,e-,ef332
3,['f7409'],['mim-conversion'],#000000,[],,id1fe4b57f,"LINESTRING (627.478640601424 599.5519857206597, 715.2482108246418 563.2736305697742)",POINT (627.478640601424 599.5519857206597),ae354,627.478640601424,599.5519857206597,POINT (715.2482108246418 563.2736305697742),e8394,715.2482108246418,563.2736305697742,0.0,ae354,0.0,e8394,,,Sorbitol,Fructose
4,[],['Arrow'],#000000,[],,id200ef065,"LINESTRING (760.2482108246422 459.4907407407408, 698.1759259259264 459.7685185185187)",POINT (760.2482108246422 459.4907407407408),bd087,760.2482108246422,459.4907407407408,POINT (698.1759259259264 459.7685185185187),d793e,698.1759259259264,459.7685185185187,0.0,bd087,0.0,d793e,,,AGE,d793e
5,[],['mim-binding'],#000000,[],,id2200777c,"LINESTRING (797 29.5, 797 51.5)",POINT (797 29.5),fe2cf,797.0,29.5,POINT (797 51.5),e978f,797.0,51.5,0.0,fe2cf,0.0,e978f,,,BDNF,BDNFR
6,[],[],#000000,[],,id3680be12,"LINESTRING (458 84, 466.25 151.25)",POINT (458 84),c413e,458.0,84.0,POINT (466.25 151.25),bec0c,466.25,151.25,0.0,c413e,0.0,bec0c,,,c413e,bec0c
7,[],[],#000000,[],,id448549ff,"LINESTRING (464.56156091711887 622.9587229324428, 492.4318960926363 598.4999613020015)",POINT (464.56156091711887 622.9587229324428),b1112,464.56156091711887,622.9587229324428,POINT (492.4318960926363 598.4999613020015),f6aed,492.4318960926363,598.4999613020015,0.0,b1112,0.0,f6aed,,,NADPH,f6aed
8,[],['Arrow'],#000000,[],,id457d610,"LINESTRING (633.4259259259264 405.0185185185187, 633.4259259259264 333.1250000000002)",POINT (633.4259259259264 405.0185185185187),d793e,633.4259259259264,405.0185185185187,POINT (633.4259259259264 333.1250000000002),c7cb0,633.4259259259264,333.1250000000002,0.0,d793e,0.0,c7cb0,,,d793e,"Protein
synthesis"
9,[],['Arrow'],#000000,[],,id45b05e91,"LINESTRING (402.7492190986171 585.0185185185178, 398.92793395805484 540.7696039849985)",POINT (402.7492190986171 585.0185185185178),e6a15,402.7492190986171,585.0185185185178,POINT (398.92793395805484 540.7696039849985),a4c84,398.92793395805484,540.7696039849985,0.0,e6a15,0.0,a4c84,,,Glucose,a4c84
