source|target|source_label|target_label|source_id|target_id
Sparc|Cell adhesion|Sparc|Cell adhesion|http://www.ncbi.nlm.nih.gov/gene/6678|http://purl.obolibrary.org/obo/GO_0007155
POSTN|Periostin|POSTN|Periostin|http://www.ncbi.nlm.nih.gov/gene/10631|http://www.ncbi.nlm.nih.gov/gene/10631
14-3-3|TAZ|14-3-3|TAZ|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/25937
14-3-3|Smad2|14-3-3|Smad2|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4087
14-3-3|Smad3|14-3-3|Smad3|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4088
TAZ|TAZ|TAZ|TAZ|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/25937
14-3-3|Smad4|14-3-3|Smad4|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4089
TAZ|CNN2|TAZ|CNN2|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/1490
Sparc|Periostin|Sparc|Periostin|http://www.ncbi.nlm.nih.gov/gene/6678|http://www.ncbi.nlm.nih.gov/gene/10631
Sparc|PAI-1|Sparc|PAI-1|http://www.ncbi.nlm.nih.gov/gene/6678|http://www.ncbi.nlm.nih.gov/gene/5054
Smad2|Smad3|Smad2|Smad3|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/4088
TAZ|Smad2|TAZ|Smad2|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4087
TAZ|Smad3|TAZ|Smad3|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4088
TAZ|Smad4|TAZ|Smad4|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4089
Smad2|CNN2|Smad2|CNN2|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/1490
Smad2|POSTN|Smad2|POSTN|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/10631
Smad2|SERPINE1|Smad2|SERPINE1|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/5054
Smad2|SPARC|Smad2|SPARC|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/6678
