source_node,target_node,num_paths
KIF5B,SYNE4,114
TGFB3,Smad2,114
TGFB3,Smad3,114
TGFB2,TGFB3,114
TGFB2,Smad2,114
TGFB2,Smad3,114
TGFB1,TGFB3,114
TGFB1,TGFB2,114
TGFB1,Smad2,114
TGFB1,Smad3,114
Microtubule,KIF5B,114
MAP2K1,MAPK3,114
MAP2K1,MAPK1,114
MAP2K1,Smad2,114
MAP2K1,Smad3,114
Smad3,Smad4,114
Smad3,Smad2,114
MAP2K2,MAP2K1,114
MAP2K2,MAPK3,114
MAP2K2,MAPK1,114
MAP2K2,Smad2,114
MAP2K2,Smad3,114
TAZ,YY1AP1,114
MAP3K9,SRF,114
MAP3K9,TAZ,114
Intermediate filament,PLEC,114
PLEC,SYNE3,114
SOS2,HRAS,114
SOS2,NRAS,114
TMEM43,SUN,114
SYNE3,SUN,114
EMD,BANF1,114
MAPK1,MAPK3,114
TMPO,BANF1,114
LBR,BANF1,114
Cofilin-1,MAPK3,114
Cofilin-1,F-actin,114
RhoA,MAPK3,114
RhoA,MAPK1,114
RhoA,MAP3K9,114
SYNE2,SUN,114
SYNE1,SYNE2,114
SYNE1,SUN,114
F-actin,SYNE2,114
F-actin,SYNE1,114
KRAS,MAP2K1,114
KRAS,MAP2K2,114
NRAS,KRAS,114
NRAS,MAP2K1,114
NRAS,MAP2K2,114
HRAS,KRAS,114
HRAS,NRAS,114
HRAS,MAP2K1,114
HRAS,MAP2K2,114
SOS2,SOS1,114
SOS2,KRAS,114
ADCY5,ADCY6,114
ADCY8,ADCY6,114
ADCY10,ADCY4,114
ADCY10,ADCY3,114
ADCY10,ADCY2,114
ADCY9,ADCY10,114
ADCY9,ADCY8,114
ADCY9,ADCY7,114
ADCY9,ADCY6,114
ADCY9,ADCY5,114
ADCY9,ADCY4,114
ADCY10,ADCY5,114
ADCY9,ADCY3,114
SUN,LEMD3,114
SUN,ADCY6,114
SUN,ADCY5,114
SUN,ADCY8,114
SUN,ADCY2,114
SUN,ADCY3,114
SUN,ADCY7,114
SUN,ADCY4,114
SUN,ADCY10,114
SUN,ADCY9,114
SYNE4,SUN,114
ADCY9,ADCY2,114
ADCY10,ADCY6,114
ADCY10,ADCY8,114
ADCY7,ADCY6,114
ADCY7,ADCY8,114
ADCY9,ADCY1,114
ADCY3,ADCY2,114
ADCY3,ADCY5,114
ADCY3,ADCY6,114
ADCY3,ADCY8,114
ADCY2,ADCY5,114
ADCY2,ADCY6,114
ADCY2,ADCY8,114
SUN,ADCY1,114
ADCY8,ADCY5,114
ADCY7,ADCY5,114
ADCY10,ADCY7,114
ADCY7,ADCY3,114
ADCY4,ADCY2,114
ADCY4,ADCY3,114
ADCY4,ADCY5,114
ADCY1,ADCY10,114
ADCY1,ADCY8,114
ADCY1,ADCY7,114
ADCY1,ADCY6,114
ADCY1,ADCY5,114
ADCY1,ADCY4,114
ADCY1,ADCY3,114
ADCY1,ADCY2,114
ADCY4,ADCY6,114
ADCY4,ADCY7,114
ADCY4,ADCY8,114
ADCY7,ADCY2,114
SOS1,Grb2,114
