source_node,target_node,num_paths
KIF5B,SYNE4,1
TGFB3,Smad2,3
TGFB3,Smad3,5
TGFB2,TGFB3,14
TGFB2,Smad2,4
TGFB2,Smad3,6
TGFB1,TGFB3,12
TGFB1,TGFB2,14
TGFB1,Smad2,19
TGFB1,Smad3,22
Microtubule,KIF5B,21
MAP2K1,MAPK3,82
MAP2K1,MAPK1,81
MAP2K1,Smad2,5
MAP2K1,Smad3,6
Smad3,Smad4,25
Smad3,Smad2,29
MAP2K2,MAP2K1,73
MAP2K2,MAPK3,61
MAP2K2,MAPK1,62
MAP2K2,Smad2,5
MAP2K2,Smad3,6
TAZ,YY1AP1,2
MAP3K9,SRF,1
MAP3K9,TAZ,1
Intermediate filament,PLEC,1
PLEC,SYNE3,2
SOS2,HRAS,9
SOS2,NRAS,9
TMEM43,SUN,1
SYNE3,SUN,1
EMD,BANF1,11
MAPK1,MAPK3,147
TMPO,BANF1,11
LBR,BANF1,2
Cofilin-1,MAPK3,9
Cofilin-1,F-actin,382
RhoA,MAPK3,19
RhoA,MAPK1,20
RhoA,MAP3K9,1
SYNE2,SUN,6
SYNE1,SYNE2,6
SYNE1,SUN,4
F-actin,SYNE2,311
F-actin,SYNE1,2
KRAS,MAP2K1,63
KRAS,MAP2K2,61
NRAS,KRAS,133
NRAS,MAP2K1,65
NRAS,MAP2K2,63
HRAS,KRAS,142
HRAS,NRAS,124
HRAS,MAP2K1,67
HRAS,MAP2K2,66
SOS2,SOS1,16
SOS2,KRAS,7
ADCY5,ADCY6,49
ADCY8,ADCY6,47
ADCY10,ADCY4,4
ADCY10,ADCY3,4
ADCY10,ADCY2,4
ADCY9,ADCY10,4
ADCY9,ADCY8,44
ADCY9,ADCY7,44
ADCY9,ADCY6,44
ADCY9,ADCY5,44
ADCY9,ADCY4,44
ADCY10,ADCY5,5
ADCY9,ADCY3,44
SUN,LEMD3,2
SUN,ADCY6,1
SUN,ADCY5,1
SUN,ADCY8,1
SUN,ADCY2,1
SUN,ADCY3,1
SUN,ADCY7,1
SUN,ADCY4,1
SUN,ADCY10,1
SUN,ADCY9,1
SYNE4,SUN,1
ADCY9,ADCY2,44
ADCY10,ADCY6,5
ADCY10,ADCY8,4
ADCY7,ADCY6,45
ADCY7,ADCY8,46
ADCY9,ADCY1,44
ADCY3,ADCY2,45
ADCY3,ADCY5,45
ADCY3,ADCY6,45
ADCY3,ADCY8,50
ADCY2,ADCY5,44
ADCY2,ADCY6,44
ADCY2,ADCY8,45
SUN,ADCY1,1
ADCY8,ADCY5,48
ADCY7,ADCY5,47
ADCY10,ADCY7,4
ADCY7,ADCY3,45
ADCY4,ADCY2,44
ADCY4,ADCY3,45
ADCY4,ADCY5,45
ADCY1,ADCY10,5
ADCY1,ADCY8,48
ADCY1,ADCY7,44
ADCY1,ADCY6,45
ADCY1,ADCY5,45
ADCY1,ADCY4,44
ADCY1,ADCY3,47
ADCY1,ADCY2,44
ADCY4,ADCY6,45
ADCY4,ADCY7,45
ADCY4,ADCY8,45
ADCY7,ADCY2,44
SOS1,Grb2,103
