Curie,Uri
NCBITaxon:118077,http://purl.obolibrary.org/obo/NCBITaxon_118077
NCBITaxon:12203,http://purl.obolibrary.org/obo/NCBITaxon_12203
NCBITaxon:1405806,http://purl.obolibrary.org/obo/NCBITaxon_1405806
NCBITaxon:204269,http://purl.obolibrary.org/obo/NCBITaxon_204269
NCBITaxon:2497573,http://purl.obolibrary.org/obo/NCBITaxon_2497573
NCBITaxon:2499881,http://purl.obolibrary.org/obo/NCBITaxon_2499881
NCBITaxon:2823314,http://purl.obolibrary.org/obo/NCBITaxon_2823314
NCBITaxon:41945,http://purl.obolibrary.org/obo/NCBITaxon_41945
NCBITaxon:7869,http://purl.obolibrary.org/obo/NCBITaxon_7869
NCBITaxon:91753,http://purl.obolibrary.org/obo/NCBITaxon_91753
PR:000022430,http://purl.obolibrary.org/obo/PR_000022430
PR:000022565,http://purl.obolibrary.org/obo/PR_000022565
PR:000022788,http://purl.obolibrary.org/obo/PR_000022788
PR:000023004,http://purl.obolibrary.org/obo/PR_000023004
PR:000023092,http://purl.obolibrary.org/obo/PR_000023092
PR:000023909,http://purl.obolibrary.org/obo/PR_000023909
PR:000024035,http://purl.obolibrary.org/obo/PR_000024035
PR:000035337,http://purl.obolibrary.org/obo/PR_000035337
PR:B7SBD2,http://purl.obolibrary.org/obo/PR_B7SBD2
PR:O06659,http://purl.obolibrary.org/obo/PR_O06659
PR:O13547,http://purl.obolibrary.org/obo/PR_O13547
PR:O13786,http://purl.obolibrary.org/obo/PR_O13786
PR:O80501,http://purl.obolibrary.org/obo/PR_O80501
PR:P17892,http://purl.obolibrary.org/obo/PR_P17892
PR:P21651,http://purl.obolibrary.org/obo/PR_P21651
PR:P32609,http://purl.obolibrary.org/obo/PR_P32609
PR:P53104,http://purl.obolibrary.org/obo/PR_P53104
PR:P54318,http://purl.obolibrary.org/obo/PR_P54318
PR:Q04781,http://purl.obolibrary.org/obo/PR_Q04781
PR:Q0WVW7,http://purl.obolibrary.org/obo/PR_Q0WVW7
PR:Q38836,http://purl.obolibrary.org/obo/PR_Q38836
PR:Q6AYP5,http://purl.obolibrary.org/obo/PR_Q6AYP5
PR:Q86CS2,http://purl.obolibrary.org/obo/PR_Q86CS2
PR:Q8T0D4,http://purl.obolibrary.org/obo/PR_Q8T0D4
PR:Q8VD88,http://purl.obolibrary.org/obo/PR_Q8VD88
PR:Q940Q8,http://purl.obolibrary.org/obo/PR_Q940Q8
PR:Q9CAB7,http://purl.obolibrary.org/obo/PR_Q9CAB7
PR:Q9CAB8,http://purl.obolibrary.org/obo/PR_Q9CAB8
PR:Q9FZJ1,http://purl.obolibrary.org/obo/PR_Q9FZJ1
PR:Q9JKD8,http://purl.obolibrary.org/obo/PR_Q9JKD8
PR:Q9JLM8,http://purl.obolibrary.org/obo/PR_Q9JLM8
PR:Q9STY4,http://purl.obolibrary.org/obo/PR_Q9STY4
DRUGBANK:DB00044,http://purl.obolibrary.org/obo/DRUGBANK_DB00044
DRUGBANK:DB01951,http://purl.obolibrary.org/obo/DRUGBANK_DB01951
DRUGBANK:DB04856,http://purl.obolibrary.org/obo/DRUGBANK_DB04856
DRUGBANK:DB05396,http://purl.obolibrary.org/obo/DRUGBANK_DB05396
DRUGBANK:DB06444,http://purl.obolibrary.org/obo/DRUGBANK_DB06444
DRUGBANK:DB06599,http://purl.obolibrary.org/obo/DRUGBANK_DB06599
DRUGBANK:DB07637,http://purl.obolibrary.org/obo/DRUGBANK_DB07637
DRUGBANK:DB09215,http://purl.obolibrary.org/obo/DRUGBANK_DB09215
DRUGBANK:DB09260,http://purl.obolibrary.org/obo/DRUGBANK_DB09260
DRUGBANK:DB11416,http://purl.obolibrary.org/obo/DRUGBANK_DB11416
DRUGBANK:DB11502,http://purl.obolibrary.org/obo/DRUGBANK_DB11502
DRUGBANK:DB12208,http://purl.obolibrary.org/obo/DRUGBANK_DB12208
DRUGBANK:DB12289,http://purl.obolibrary.org/obo/DRUGBANK_DB12289
DRUGBANK:DB12549,http://purl.obolibrary.org/obo/DRUGBANK_DB12549
DRUGBANK:DB12688,http://purl.obolibrary.org/obo/DRUGBANK_DB12688
DRUGBANK:DB13370,http://purl.obolibrary.org/obo/DRUGBANK_DB13370
DRUGBANK:DB13435,http://purl.obolibrary.org/obo/DRUGBANK_DB13435
DRUGBANK:DB13527,http://purl.obolibrary.org/obo/DRUGBANK_DB13527
DRUGBANK:DB13782,http://purl.obolibrary.org/obo/DRUGBANK_DB13782
DRUGBANK:DB13786,http://purl.obolibrary.org/obo/DRUGBANK_DB13786
DRUGBANK:DB15512,http://purl.obolibrary.org/obo/DRUGBANK_DB15512
DRUGBANK:DB15976,http://purl.obolibrary.org/obo/DRUGBANK_DB15976
DRUGBANK:DB16249,http://purl.obolibrary.org/obo/DRUGBANK_DB16249
GO:0030387,http://purl.obolibrary.org/obo/GO_0030387
NCBITaxon:1007065,http://purl.obolibrary.org/obo/NCBITaxon_1007065
NCBITaxon:100953,http://purl.obolibrary.org/obo/NCBITaxon_100953
NCBITaxon:118078,http://purl.obolibrary.org/obo/NCBITaxon_118078
NCBITaxon:147369,http://purl.obolibrary.org/obo/NCBITaxon_147369
NCBITaxon:166053,http://purl.obolibrary.org/obo/NCBITaxon_166053
NCBITaxon:186844,http://purl.obolibrary.org/obo/NCBITaxon_186844
NCBITaxon:241146,http://purl.obolibrary.org/obo/NCBITaxon_241146
NCBITaxon:30639,http://purl.obolibrary.org/obo/NCBITaxon_30639
NCBITaxon:3400,http://purl.obolibrary.org/obo/NCBITaxon_3400
NCBITaxon:351517,http://purl.obolibrary.org/obo/NCBITaxon_351517
NCBITaxon:41944,http://purl.obolibrary.org/obo/NCBITaxon_41944
NCBITaxon:7889,http://purl.obolibrary.org/obo/NCBITaxon_7889
NCBITaxon:7890,http://purl.obolibrary.org/obo/NCBITaxon_7890
NCBITaxon:7892,http://purl.obolibrary.org/obo/NCBITaxon_7892
PR:000003226,http://purl.obolibrary.org/obo/PR_000003226
PR:000003228,http://purl.obolibrary.org/obo/PR_000003228
PR:000007280,http://purl.obolibrary.org/obo/PR_000007280
PR:000016941,http://purl.obolibrary.org/obo/PR_000016941
PR:000022711,http://purl.obolibrary.org/obo/PR_000022711
PR:000023517,http://purl.obolibrary.org/obo/PR_000023517
PR:000023690,http://purl.obolibrary.org/obo/PR_000023690
PR:000024079,http://purl.obolibrary.org/obo/PR_000024079
PR:000024135,http://purl.obolibrary.org/obo/PR_000024135
PR:000025459,http://purl.obolibrary.org/obo/PR_000025459
PR:000037440,http://purl.obolibrary.org/obo/PR_000037440
PR:000044706,http://purl.obolibrary.org/obo/PR_000044706
PR:F4IHY7,http://purl.obolibrary.org/obo/PR_F4IHY7
PR:O76554,http://purl.obolibrary.org/obo/PR_O76554
PR:P00331,http://purl.obolibrary.org/obo/PR_P00331
PR:P07666,http://purl.obolibrary.org/obo/PR_P07666
PR:P11711,http://purl.obolibrary.org/obo/PR_P11711
PR:P35176,http://purl.obolibrary.org/obo/PR_P35176
PR:Q41188,http://purl.obolibrary.org/obo/PR_Q41188
PR:Q874I4,http://purl.obolibrary.org/obo/PR_Q874I4
PR:Q9S7X6,http://purl.obolibrary.org/obo/PR_Q9S7X6
PR:Q9SZ63,http://purl.obolibrary.org/obo/PR_Q9SZ63
DRUGBANK:DB02396,http://purl.obolibrary.org/obo/DRUGBANK_DB02396
DRUGBANK:DB04098,http://purl.obolibrary.org/obo/DRUGBANK_DB04098
DRUGBANK:DB04116,http://purl.obolibrary.org/obo/DRUGBANK_DB04116
DRUGBANK:DB04963,http://purl.obolibrary.org/obo/DRUGBANK_DB04963
DRUGBANK:DB05968,http://purl.obolibrary.org/obo/DRUGBANK_DB05968
DRUGBANK:DB09366,http://purl.obolibrary.org/obo/DRUGBANK_DB09366
DRUGBANK:DB11026,http://purl.obolibrary.org/obo/DRUGBANK_DB11026
DRUGBANK:DB11327,http://purl.obolibrary.org/obo/DRUGBANK_DB11327
DRUGBANK:DB11453,http://purl.obolibrary.org/obo/DRUGBANK_DB11453
DRUGBANK:DB11573,http://purl.obolibrary.org/obo/DRUGBANK_DB11573
DRUGBANK:DB11632,http://purl.obolibrary.org/obo/DRUGBANK_DB11632
DRUGBANK:DB11758,http://purl.obolibrary.org/obo/DRUGBANK_DB11758
DRUGBANK:DB11830,http://purl.obolibrary.org/obo/DRUGBANK_DB11830
DRUGBANK:DB11964,http://purl.obolibrary.org/obo/DRUGBANK_DB11964
DRUGBANK:DB11986,http://purl.obolibrary.org/obo/DRUGBANK_DB11986
DRUGBANK:DB12415,http://purl.obolibrary.org/obo/DRUGBANK_DB12415
DRUGBANK:DB12531,http://purl.obolibrary.org/obo/DRUGBANK_DB12531
DRUGBANK:DB12670,http://purl.obolibrary.org/obo/DRUGBANK_DB12670
DRUGBANK:DB13064,http://purl.obolibrary.org/obo/DRUGBANK_DB13064
DRUGBANK:DB13860,http://purl.obolibrary.org/obo/DRUGBANK_DB13860
DRUGBANK:DB13909,http://purl.obolibrary.org/obo/DRUGBANK_DB13909
DRUGBANK:DB14207,http://purl.obolibrary.org/obo/DRUGBANK_DB14207
DRUGBANK:DB14752,http://purl.obolibrary.org/obo/DRUGBANK_DB14752
DRUGBANK:DB15538,http://purl.obolibrary.org/obo/DRUGBANK_DB15538
GO:0000726,http://purl.obolibrary.org/obo/GO_0000726
GO:0072620,http://purl.obolibrary.org/obo/GO_0072620
MOP:0000561,http://purl.obolibrary.org/obo/MOP_0000561
NCBITaxon:10061,http://purl.obolibrary.org/obo/NCBITaxon_10061
NCBITaxon:10579,http://purl.obolibrary.org/obo/NCBITaxon_10579
NCBITaxon:1117,http://purl.obolibrary.org/obo/NCBITaxon_1117
NCBITaxon:11987,http://purl.obolibrary.org/obo/NCBITaxon_11987
NCBITaxon:1213620,http://purl.obolibrary.org/obo/NCBITaxon_1213620
NCBITaxon:159148,http://purl.obolibrary.org/obo/NCBITaxon_159148
NCBITaxon:1798711,http://purl.obolibrary.org/obo/NCBITaxon_1798711
NCBITaxon:2560200,http://purl.obolibrary.org/obo/NCBITaxon_2560200
NCBITaxon:2734423,http://purl.obolibrary.org/obo/NCBITaxon_2734423
NCBITaxon:33373,http://purl.obolibrary.org/obo/NCBITaxon_33373
NCBITaxon:346173,http://purl.obolibrary.org/obo/NCBITaxon_346173
NCBITaxon:3481,http://purl.obolibrary.org/obo/NCBITaxon_3481
NCBITaxon:35287,http://purl.obolibrary.org/obo/NCBITaxon_35287
NCBITaxon:36370,http://purl.obolibrary.org/obo/NCBITaxon_36370
NCBITaxon:38766,http://purl.obolibrary.org/obo/NCBITaxon_38766
NCBITaxon:39756,http://purl.obolibrary.org/obo/NCBITaxon_39756
NCBITaxon:42026,http://purl.obolibrary.org/obo/NCBITaxon_42026
NCBITaxon:56246,http://purl.obolibrary.org/obo/NCBITaxon_56246
NCBITaxon:841,http://purl.obolibrary.org/obo/NCBITaxon_841
PR:000001301,http://purl.obolibrary.org/obo/PR_000001301
PR:000022171,http://purl.obolibrary.org/obo/PR_000022171
PR:000023201,http://purl.obolibrary.org/obo/PR_000023201
PR:000023844,http://purl.obolibrary.org/obo/PR_000023844
PR:000024108,http://purl.obolibrary.org/obo/PR_000024108
PR:000033013,http://purl.obolibrary.org/obo/PR_000033013
PR:000033364,http://purl.obolibrary.org/obo/PR_000033364
PR:O13821,http://purl.obolibrary.org/obo/PR_O13821
PR:P14126,http://purl.obolibrary.org/obo/PR_P14126
PR:P94077,http://purl.obolibrary.org/obo/PR_P94077
PR:P9WMC1,http://purl.obolibrary.org/obo/PR_P9WMC1
PR:Q11085,http://purl.obolibrary.org/obo/PR_Q11085
PR:Q12044,http://purl.obolibrary.org/obo/PR_Q12044
PR:Q38933,http://purl.obolibrary.org/obo/PR_Q38933
PR:Q38959,http://purl.obolibrary.org/obo/PR_Q38959
PR:Q6PFM9,http://purl.obolibrary.org/obo/PR_Q6PFM9
PR:Q9FKZ3,http://purl.obolibrary.org/obo/PR_Q9FKZ3
PR:Q9SJL2,http://purl.obolibrary.org/obo/PR_Q9SJL2
PR:Q9U6L5,http://purl.obolibrary.org/obo/PR_Q9U6L5
PR:Q9UUC7,http://purl.obolibrary.org/obo/PR_Q9UUC7
PR:Q9Y7W4,http://purl.obolibrary.org/obo/PR_Q9Y7W4
UBERON:0024952,http://purl.obolibrary.org/obo/UBERON_0024952
CHEBI:35813,http://purl.obolibrary.org/obo/CHEBI_35813
DRUGBANK:DB00885,http://purl.obolibrary.org/obo/DRUGBANK_DB00885
DRUGBANK:DB01953,http://purl.obolibrary.org/obo/DRUGBANK_DB01953
DRUGBANK:DB01997,http://purl.obolibrary.org/obo/DRUGBANK_DB01997
DRUGBANK:DB02020,http://purl.obolibrary.org/obo/DRUGBANK_DB02020
DRUGBANK:DB04052,http://purl.obolibrary.org/obo/DRUGBANK_DB04052
DRUGBANK:DB04886,http://purl.obolibrary.org/obo/DRUGBANK_DB04886
DRUGBANK:DB06157,http://purl.obolibrary.org/obo/DRUGBANK_DB06157
DRUGBANK:DB06497,http://purl.obolibrary.org/obo/DRUGBANK_DB06497
DRUGBANK:DB08952,http://purl.obolibrary.org/obo/DRUGBANK_DB08952
DRUGBANK:DB09381,http://purl.obolibrary.org/obo/DRUGBANK_DB09381
DRUGBANK:DB09490,http://purl.obolibrary.org/obo/DRUGBANK_DB09490
DRUGBANK:DB10437,http://purl.obolibrary.org/obo/DRUGBANK_DB10437
DRUGBANK:DB11382,http://purl.obolibrary.org/obo/DRUGBANK_DB11382
DRUGBANK:DB11732,http://purl.obolibrary.org/obo/DRUGBANK_DB11732
DRUGBANK:DB11974,http://purl.obolibrary.org/obo/DRUGBANK_DB11974
DRUGBANK:DB12118,http://purl.obolibrary.org/obo/DRUGBANK_DB12118
DRUGBANK:DB12141,http://purl.obolibrary.org/obo/DRUGBANK_DB12141
DRUGBANK:DB12912,http://purl.obolibrary.org/obo/DRUGBANK_DB12912
DRUGBANK:DB13885,http://purl.obolibrary.org/obo/DRUGBANK_DB13885
DRUGBANK:DB14923,http://purl.obolibrary.org/obo/DRUGBANK_DB14923
DRUGBANK:DB15086,http://purl.obolibrary.org/obo/DRUGBANK_DB15086
DRUGBANK:DB15910,http://purl.obolibrary.org/obo/DRUGBANK_DB15910
DRUGBANK:DB16097,http://purl.obolibrary.org/obo/DRUGBANK_DB16097
GO:0034437,http://purl.obolibrary.org/obo/GO_0034437
GO:0042936,http://purl.obolibrary.org/obo/GO_0042936
GO:0047987,http://purl.obolibrary.org/obo/GO_0047987
GO:0051198,http://purl.obolibrary.org/obo/GO_0051198
MOP:0000789,http://purl.obolibrary.org/obo/MOP_0000789
NCBITaxon:10282,http://purl.obolibrary.org/obo/NCBITaxon_10282
NCBITaxon:11140,http://purl.obolibrary.org/obo/NCBITaxon_11140
NCBITaxon:1214906,http://purl.obolibrary.org/obo/NCBITaxon_1214906
NCBITaxon:31632,http://purl.obolibrary.org/obo/NCBITaxon_31632
NCBITaxon:31713,http://purl.obolibrary.org/obo/NCBITaxon_31713
NCBITaxon:35350,http://purl.obolibrary.org/obo/NCBITaxon_35350
NCBITaxon:40279,http://purl.obolibrary.org/obo/NCBITaxon_40279
NCBITaxon:572922,http://purl.obolibrary.org/obo/NCBITaxon_572922
NCBITaxon:988164,http://purl.obolibrary.org/obo/NCBITaxon_988164
PR:000013544,http://purl.obolibrary.org/obo/PR_000013544
PR:000017517,http://purl.obolibrary.org/obo/PR_000017517
PR:000022058,http://purl.obolibrary.org/obo/PR_000022058
PR:000022384,http://purl.obolibrary.org/obo/PR_000022384
PR:000022701,http://purl.obolibrary.org/obo/PR_000022701
PR:000022822,http://purl.obolibrary.org/obo/PR_000022822
PR:000022896,http://purl.obolibrary.org/obo/PR_000022896
PR:000023295,http://purl.obolibrary.org/obo/PR_000023295
PR:000023707,http://purl.obolibrary.org/obo/PR_000023707
PR:000023805,http://purl.obolibrary.org/obo/PR_000023805
PR:000024077,http://purl.obolibrary.org/obo/PR_000024077
PR:000029068,http://purl.obolibrary.org/obo/PR_000029068
PR:000029209,http://purl.obolibrary.org/obo/PR_000029209
PR:000034914,http://purl.obolibrary.org/obo/PR_000034914
PR:A0JMQ7,http://purl.obolibrary.org/obo/PR_A0JMQ7
PR:B8JLQ0,http://purl.obolibrary.org/obo/PR_B8JLQ0
PR:G2TRJ8,http://purl.obolibrary.org/obo/PR_G2TRJ8
PR:O14112,http://purl.obolibrary.org/obo/PR_O14112
PR:O81821,http://purl.obolibrary.org/obo/PR_O81821
PR:O88397,http://purl.obolibrary.org/obo/PR_O88397
PR:O94396,http://purl.obolibrary.org/obo/PR_O94396
PR:P38830,http://purl.obolibrary.org/obo/PR_P38830
PR:P53406,http://purl.obolibrary.org/obo/PR_P53406
PR:P53753,http://purl.obolibrary.org/obo/PR_P53753
PR:P53924,http://purl.obolibrary.org/obo/PR_P53924
PR:Q00725,http://purl.obolibrary.org/obo/PR_Q00725
PR:Q2LAE1,http://purl.obolibrary.org/obo/PR_Q2LAE1
PR:Q2UVJ5,http://purl.obolibrary.org/obo/PR_Q2UVJ5
PR:Q8S4Q6,http://purl.obolibrary.org/obo/PR_Q8S4Q6
PR:Q9FJ82,http://purl.obolibrary.org/obo/PR_Q9FJ82
PR:Q9LSZ9,http://purl.obolibrary.org/obo/PR_Q9LSZ9
PR:Q9SQQ9,http://purl.obolibrary.org/obo/PR_Q9SQQ9
PR:Q9SVM8,http://purl.obolibrary.org/obo/PR_Q9SVM8
PR:Q9VB14,http://purl.obolibrary.org/obo/PR_Q9VB14
PR:Q9VQG2,http://purl.obolibrary.org/obo/PR_Q9VQG2
PR:Q9VWG3,http://purl.obolibrary.org/obo/PR_Q9VWG3
PR:Q9Y7J9,http://purl.obolibrary.org/obo/PR_Q9Y7J9
DRUGBANK:DB01791,http://purl.obolibrary.org/obo/DRUGBANK_DB01791
DRUGBANK:DB02975,http://purl.obolibrary.org/obo/DRUGBANK_DB02975
DRUGBANK:DB03792,http://purl.obolibrary.org/obo/DRUGBANK_DB03792
DRUGBANK:DB04071,http://purl.obolibrary.org/obo/DRUGBANK_DB04071
DRUGBANK:DB04129,http://purl.obolibrary.org/obo/DRUGBANK_DB04129
DRUGBANK:DB05104,http://purl.obolibrary.org/obo/DRUGBANK_DB05104
DRUGBANK:DB05513,http://purl.obolibrary.org/obo/DRUGBANK_DB05513
DRUGBANK:DB06310,http://purl.obolibrary.org/obo/DRUGBANK_DB06310
DRUGBANK:DB06454,http://purl.obolibrary.org/obo/DRUGBANK_DB06454
DRUGBANK:DB09151,http://purl.obolibrary.org/obo/DRUGBANK_DB09151
DRUGBANK:DB09517,http://purl.obolibrary.org/obo/DRUGBANK_DB09517
DRUGBANK:DB11111,http://purl.obolibrary.org/obo/DRUGBANK_DB11111
DRUGBANK:DB11747,http://purl.obolibrary.org/obo/DRUGBANK_DB11747
DRUGBANK:DB11991,http://purl.obolibrary.org/obo/DRUGBANK_DB11991
DRUGBANK:DB12326,http://purl.obolibrary.org/obo/DRUGBANK_DB12326
DRUGBANK:DB13821,http://purl.obolibrary.org/obo/DRUGBANK_DB13821
DRUGBANK:DB14209,http://purl.obolibrary.org/obo/DRUGBANK_DB14209
DRUGBANK:DB14228,http://purl.obolibrary.org/obo/DRUGBANK_DB14228
DRUGBANK:DB14269,http://purl.obolibrary.org/obo/DRUGBANK_DB14269
DRUGBANK:DB14515,http://purl.obolibrary.org/obo/DRUGBANK_DB14515
DRUGBANK:DB15199,http://purl.obolibrary.org/obo/DRUGBANK_DB15199
DRUGBANK:DB15478,http://purl.obolibrary.org/obo/DRUGBANK_DB15478
GO:0022833,http://purl.obolibrary.org/obo/GO_0022833
MOP:0000702,http://purl.obolibrary.org/obo/MOP_0000702
NCBITaxon:12178,http://purl.obolibrary.org/obo/NCBITaxon_12178
NCBITaxon:122929,http://purl.obolibrary.org/obo/NCBITaxon_122929
NCBITaxon:12947,http://purl.obolibrary.org/obo/NCBITaxon_12947
NCBITaxon:1511083,http://purl.obolibrary.org/obo/NCBITaxon_1511083
NCBITaxon:1511084,http://purl.obolibrary.org/obo/NCBITaxon_1511084
NCBITaxon:166486,http://purl.obolibrary.org/obo/NCBITaxon_166486
NCBITaxon:225976,http://purl.obolibrary.org/obo/NCBITaxon_225976
NCBITaxon:27864,http://purl.obolibrary.org/obo/NCBITaxon_27864
NCBITaxon:310684,http://purl.obolibrary.org/obo/NCBITaxon_310684
NCBITaxon:329862,http://purl.obolibrary.org/obo/NCBITaxon_329862
NCBITaxon:337730,http://purl.obolibrary.org/obo/NCBITaxon_337730
NCBITaxon:35005,http://purl.obolibrary.org/obo/NCBITaxon_35005
NCBITaxon:40059,http://purl.obolibrary.org/obo/NCBITaxon_40059
NCBITaxon:6101,http://purl.obolibrary.org/obo/NCBITaxon_6101
NCBITaxon:6952,http://purl.obolibrary.org/obo/NCBITaxon_6952
NCBITaxon:7253,http://purl.obolibrary.org/obo/NCBITaxon_7253
NCBITaxon:92652,http://purl.obolibrary.org/obo/NCBITaxon_92652
NCBITaxon:9621,http://purl.obolibrary.org/obo/NCBITaxon_9621
NCBITaxon:9622,http://purl.obolibrary.org/obo/NCBITaxon_9622
PR:000001525,http://purl.obolibrary.org/obo/PR_000001525
PR:000022152,http://purl.obolibrary.org/obo/PR_000022152
PR:000023066,http://purl.obolibrary.org/obo/PR_000023066
PR:000024070,http://purl.obolibrary.org/obo/PR_000024070
PR:000024078,http://purl.obolibrary.org/obo/PR_000024078
PR:000024200,http://purl.obolibrary.org/obo/PR_000024200
PR:000027545,http://purl.obolibrary.org/obo/PR_000027545
PR:O64810,http://purl.obolibrary.org/obo/PR_O64810
PR:P08566,http://purl.obolibrary.org/obo/PR_P08566
PR:P14489,http://purl.obolibrary.org/obo/PR_P14489
PR:P31313,http://purl.obolibrary.org/obo/PR_P31313
PR:P43605,http://purl.obolibrary.org/obo/PR_P43605
PR:P87233,http://purl.obolibrary.org/obo/PR_P87233
PR:Q06164,http://purl.obolibrary.org/obo/PR_Q06164
PR:Q39088,http://purl.obolibrary.org/obo/PR_Q39088
PR:Q3J1R2,http://purl.obolibrary.org/obo/PR_Q3J1R2
PR:Q54K50,http://purl.obolibrary.org/obo/PR_Q54K50
PR:Q54SA1,http://purl.obolibrary.org/obo/PR_Q54SA1
PR:Q54VZ8,http://purl.obolibrary.org/obo/PR_Q54VZ8
PR:Q59VX8,http://purl.obolibrary.org/obo/PR_Q59VX8
PR:Q5A3P6,http://purl.obolibrary.org/obo/PR_Q5A3P6
PR:Q6IMT1,http://purl.obolibrary.org/obo/PR_Q6IMT1
PR:Q84VW5,http://purl.obolibrary.org/obo/PR_Q84VW5
PR:Q9FUR2,http://purl.obolibrary.org/obo/PR_Q9FUR2
PR:Q9FYG2,http://purl.obolibrary.org/obo/PR_Q9FYG2
PR:Q9LFH0,http://purl.obolibrary.org/obo/PR_Q9LFH0
PR:Q9SIA5,http://purl.obolibrary.org/obo/PR_Q9SIA5
PR:Q9SUV1,http://purl.obolibrary.org/obo/PR_Q9SUV1
PR:Q9W6H5,http://purl.obolibrary.org/obo/PR_Q9W6H5
DRUGBANK:DB00660,http://purl.obolibrary.org/obo/DRUGBANK_DB00660
DRUGBANK:DB00856,http://purl.obolibrary.org/obo/DRUGBANK_DB00856
DRUGBANK:DB03798,http://purl.obolibrary.org/obo/DRUGBANK_DB03798
DRUGBANK:DB04026,http://purl.obolibrary.org/obo/DRUGBANK_DB04026
DRUGBANK:DB06156,http://purl.obolibrary.org/obo/DRUGBANK_DB06156
DRUGBANK:DB06224,http://purl.obolibrary.org/obo/DRUGBANK_DB06224
DRUGBANK:DB06477,http://purl.obolibrary.org/obo/DRUGBANK_DB06477
DRUGBANK:DB06645,http://purl.obolibrary.org/obo/DRUGBANK_DB06645
DRUGBANK:DB08915,http://purl.obolibrary.org/obo/DRUGBANK_DB08915
DRUGBANK:DB09345,http://purl.obolibrary.org/obo/DRUGBANK_DB09345
DRUGBANK:DB10705,http://purl.obolibrary.org/obo/DRUGBANK_DB10705
DRUGBANK:DB11803,http://purl.obolibrary.org/obo/DRUGBANK_DB11803
DRUGBANK:DB12169,http://purl.obolibrary.org/obo/DRUGBANK_DB12169
DRUGBANK:DB12483,http://purl.obolibrary.org/obo/DRUGBANK_DB12483
DRUGBANK:DB12491,http://purl.obolibrary.org/obo/DRUGBANK_DB12491
DRUGBANK:DB12586,http://purl.obolibrary.org/obo/DRUGBANK_DB12586
DRUGBANK:DB12698,http://purl.obolibrary.org/obo/DRUGBANK_DB12698
DRUGBANK:DB14542,http://purl.obolibrary.org/obo/DRUGBANK_DB14542
DRUGBANK:DB14568,http://purl.obolibrary.org/obo/DRUGBANK_DB14568
DRUGBANK:DB15074,http://purl.obolibrary.org/obo/DRUGBANK_DB15074
DRUGBANK:DB15585,http://purl.obolibrary.org/obo/DRUGBANK_DB15585
GO:0000942,http://purl.obolibrary.org/obo/GO_0000942
GO:0034226,http://purl.obolibrary.org/obo/GO_0034226
NCBITaxon:10598,http://purl.obolibrary.org/obo/NCBITaxon_10598
NCBITaxon:10839,http://purl.obolibrary.org/obo/NCBITaxon_10839
NCBITaxon:11986,http://purl.obolibrary.org/obo/NCBITaxon_11986
NCBITaxon:1216928,http://purl.obolibrary.org/obo/NCBITaxon_1216928
NCBITaxon:12275,http://purl.obolibrary.org/obo/NCBITaxon_12275
NCBITaxon:137758,http://purl.obolibrary.org/obo/NCBITaxon_137758
NCBITaxon:198612,http://purl.obolibrary.org/obo/NCBITaxon_198612
NCBITaxon:249588,http://purl.obolibrary.org/obo/NCBITaxon_249588
NCBITaxon:2747342,http://purl.obolibrary.org/obo/NCBITaxon_2747342
NCBITaxon:29487,http://purl.obolibrary.org/obo/NCBITaxon_29487
NCBITaxon:32320,http://purl.obolibrary.org/obo/NCBITaxon_32320
NCBITaxon:32323,http://purl.obolibrary.org/obo/NCBITaxon_32323
NCBITaxon:336959,http://purl.obolibrary.org/obo/NCBITaxon_336959
NCBITaxon:34999,http://purl.obolibrary.org/obo/NCBITaxon_34999
NCBITaxon:47000,http://purl.obolibrary.org/obo/NCBITaxon_47000
NCBITaxon:586240,http://purl.obolibrary.org/obo/NCBITaxon_586240
NCBITaxon:6993,http://purl.obolibrary.org/obo/NCBITaxon_6993
NCBITaxon:8079,http://purl.obolibrary.org/obo/NCBITaxon_8079
NCBITaxon:84589,http://purl.obolibrary.org/obo/NCBITaxon_84589
NCBITaxon:9898,http://purl.obolibrary.org/obo/NCBITaxon_9898
NCBITaxon:9899,http://purl.obolibrary.org/obo/NCBITaxon_9899
PR:000004895,http://purl.obolibrary.org/obo/PR_000004895
PR:000004896,http://purl.obolibrary.org/obo/PR_000004896
PR:000010903,http://purl.obolibrary.org/obo/PR_000010903
PR:000010914,http://purl.obolibrary.org/obo/PR_000010914
PR:000022366,http://purl.obolibrary.org/obo/PR_000022366
PR:000022408,http://purl.obolibrary.org/obo/PR_000022408
PR:000022600,http://purl.obolibrary.org/obo/PR_000022600
PR:000022926,http://purl.obolibrary.org/obo/PR_000022926
PR:000023054,http://purl.obolibrary.org/obo/PR_000023054
PR:000023260,http://purl.obolibrary.org/obo/PR_000023260
PR:000023714,http://purl.obolibrary.org/obo/PR_000023714
PR:000024183,http://purl.obolibrary.org/obo/PR_000024183
PR:000028303,http://purl.obolibrary.org/obo/PR_000028303
PR:000034016,http://purl.obolibrary.org/obo/PR_000034016
PR:P11978,http://purl.obolibrary.org/obo/PR_P11978
PR:P19211,http://purl.obolibrary.org/obo/PR_P19211
PR:P29382,http://purl.obolibrary.org/obo/PR_P29382
PR:P34099,http://purl.obolibrary.org/obo/PR_P34099
PR:P34288,http://purl.obolibrary.org/obo/PR_P34288
PR:P41376,http://purl.obolibrary.org/obo/PR_P41376
