source|target|source_label|target_label|source_id|target_id
RAB3A|Neuron|RAB3A|Neuron|http://www.ncbi.nlm.nih.gov/gene/5864|http://purl.obolibrary.org/obo/CL_0000540
RAB3A|RAB3B|RAB3A|RAB3B|http://www.ncbi.nlm.nih.gov/gene/5864|http://www.ncbi.nlm.nih.gov/gene/5865
RAB3A|RAB3A|RAB3A|RAB3A|http://www.ncbi.nlm.nih.gov/gene/5864|http://www.ncbi.nlm.nih.gov/gene/5864
RAB3B|Neuron|RAB3B|Neuron|http://www.ncbi.nlm.nih.gov/gene/5865|http://purl.obolibrary.org/obo/CL_0000540
RAB3B|RAB3A|RAB3B|RAB3A|http://www.ncbi.nlm.nih.gov/gene/5865|http://www.ncbi.nlm.nih.gov/gene/5864
RAB3B|RAB3B|RAB3B|RAB3B|http://www.ncbi.nlm.nih.gov/gene/5865|http://www.ncbi.nlm.nih.gov/gene/5865
SBF2|MTMR2|SBF2|MTMR2|http://www.ncbi.nlm.nih.gov/gene/81846|http://www.ncbi.nlm.nih.gov/gene/8898
SBF2|LITAF|SBF2|LITAF|http://www.ncbi.nlm.nih.gov/gene/81846|http://www.ncbi.nlm.nih.gov/gene/9516
SBF2|SBF2|SBF2|SBF2|http://www.ncbi.nlm.nih.gov/gene/81846|http://www.ncbi.nlm.nih.gov/gene/81846
MTMR2|SBF2|MTMR2|SBF2|http://www.ncbi.nlm.nih.gov/gene/8898|http://www.ncbi.nlm.nih.gov/gene/81846
MTMR2|LITAF|MTMR2|LITAF|http://www.ncbi.nlm.nih.gov/gene/8898|http://www.ncbi.nlm.nih.gov/gene/9516
MTMR2|MTMR2|MTMR2|MTMR2|http://www.ncbi.nlm.nih.gov/gene/8898|http://www.ncbi.nlm.nih.gov/gene/8898
HSPB1|FGD4|HSPB1|FGD4|http://www.ncbi.nlm.nih.gov/gene/3315|http://www.ncbi.nlm.nih.gov/gene/121512
HSPB1|HSPB1|HSPB1|HSPB1|http://www.ncbi.nlm.nih.gov/gene/3315|http://www.ncbi.nlm.nih.gov/gene/3315
FGD4|HSPB1|FGD4|HSPB1|http://www.ncbi.nlm.nih.gov/gene/121512|http://www.ncbi.nlm.nih.gov/gene/3315
LITAF|MTMR2|LITAF|MTMR2|http://www.ncbi.nlm.nih.gov/gene/9516|http://www.ncbi.nlm.nih.gov/gene/8898
LITAF|SBF2|LITAF|SBF2|http://www.ncbi.nlm.nih.gov/gene/9516|http://www.ncbi.nlm.nih.gov/gene/81846
LITAF|FIG4|LITAF|FIG4|http://www.ncbi.nlm.nih.gov/gene/9516|http://www.ncbi.nlm.nih.gov/gene/9896
LITAF|LITAF|LITAF|LITAF|http://www.ncbi.nlm.nih.gov/gene/9516|http://www.ncbi.nlm.nih.gov/gene/9516
RAB11A|NDRG1|RAB11A|NDRG1|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/10397
RAB11A|RAB4A|RAB11A|RAB4A|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/5867
RAB11A|SH3TC2|RAB11A|SH3TC2|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/79628
RAB11A|RAB4B|RAB11A|RAB4B|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/53916
RAB11A|RAB11B|RAB11A|RAB11B|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/9230
RAB11A|RAB25|RAB11A|RAB25|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/57111
RAB11A|RABAC1|RAB11A|RABAC1|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/10567
NDRG1|RAB11A|NDRG1|RAB11A|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/8766
NDRG1|RAB4A|NDRG1|RAB4A|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/5867
NDRG1|SH3TC2|NDRG1|SH3TC2|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/79628
NDRG1|RAB4B|NDRG1|RAB4B|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/53916
NDRG1|RAB11B|NDRG1|RAB11B|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/9230
NDRG1|RAB25|NDRG1|RAB25|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/57111
NDRG1|RABAC1|NDRG1|RABAC1|http://www.ncbi.nlm.nih.gov/gene/10397|http://www.ncbi.nlm.nih.gov/gene/10567
RAB4A|RAB11A|RAB4A|RAB11A|http://www.ncbi.nlm.nih.gov/gene/5867|http://www.ncbi.nlm.nih.gov/gene/8766
RAB4A|NDRG1|RAB4A|NDRG1|http://www.ncbi.nlm.nih.gov/gene/5867|http://www.ncbi.nlm.nih.gov/gene/10397
RAB4A|SH3TC2|RAB4A|SH3TC2|http://www.ncbi.nlm.nih.gov/gene/5867|http://www.ncbi.nlm.nih.gov/gene/79628
RAB4A|RAB4B|RAB4A|RAB4B|http://www.ncbi.nlm.nih.gov/gene/5867|http://www.ncbi.nlm.nih.gov/gene/53916
RAB4A|RAB11B|RAB4A|RAB11B|http://www.ncbi.nlm.nih.gov/gene/5867|http://www.ncbi.nlm.nih.gov/gene/9230
