,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['Arrow'],#000000,[],,id15590196,"LINESTRING (870.6666666666666 170.66666666666663, 871 330.5)",POINT (870.6666666666666 170.66666666666663),dc767,870.6666666666666,170.66666666666663,POINT (871 330.5),b876f,871.0,330.5,0.0,dc767,0.0,b876f,,,ARC,['Proteasome']
1,[],['mim-catalysis'],#000000,[],,id1d64f743,"LINESTRING (381.5 568, 381.6 654.5)",POINT (381.5 568),f18f0,381.5,568.0,POINT (381.6 654.5),fddd5,381.6,654.5,0.0,f18f0,0.0,fddd5,,,TSC2,fddd5
2,[],['Arrow'],#000000,[],,id2ecb4b55,"LINESTRING (689 226.1666666666667, 689 265.66666666666674)",POINT (689 226.1666666666667),aa24f,689.0,226.1666666666667,POINT (689 265.66666666666674),ff616,689.0,265.66666666666674,0.0,aa24f,0.0,ff616,,,Ca 2+,"['CAMK2B', 'CAMK4']"
3,[],['Arrow'],#000000,[],,id3433fbff,"LINESTRING (796.5 268, 858.6666666666666 170.66666666666663)",POINT (796.5 268),c9820,796.5,268.0,POINT (858.6666666666666 170.66666666666663),dc767,858.6666666666666,170.66666666666663,0.0,c9820,0.0,dc767,,,UBE3A,ARC
4,[],['Arrow'],#000000,[],,id3b3d2399,"LINESTRING (295.5 761, 395 868)",POINT (295.5 761),a70b4,295.5,761.0,POINT (395 868),bdd8b,395.0,868.0,0.0,a70b4,0.0,bdd8b,,,MTOR,EIF4EBP1
5,[],['mim-inhibition'],#000000,[],,id40eb718a,"LINESTRING (392 751, 321.5 751)",POINT (392 751),b05fb,392.0,751.0,POINT (321.5 751),a70b4,321.5,751.0,0.0,b05fb,0.0,a70b4,,,rapamycin,MTOR
6,['acf70'],['Arrow'],#000000,[],,id45f0f207,"LINESTRING (689 97.5, 689 201.1666666666667)",POINT (689 97.5),be254,689.0,97.5,POINT (689 201.1666666666667),aa24f,689.0,201.1666666666667,0.0,be254,0.0,aa24f,,,Ca 2+,Ca 2+
7,[],['Arrow'],#000000,[],,id462b9271,"LINESTRING (375 170.00000000000003, 307.5 247)",POINT (375 170.00000000000003),b2bd9,375.0,170.00000000000003,POINT (307.5 247),d812f,307.5,247.0,0.0,b2bd9,0.0,d812f,,,NTRK2,"['HRAS', 'KRAS', 'NRAS']"
8,[],['mim-inhibition'],#000000,[],,id46c2f0a5,"LINESTRING (436.5 466, 401 516)",POINT (436.5 466),fd144,436.5,466.0,POINT (401 516),e5e8b,401.0,516.0,0.0,fd144,0.0,e5e8b,,,"['AKT2', 'AKT1', 'AKT3']","['TSC1', 'TSC2']"
9,[],['Arrow'],#000000,[],,id4b3a5e3a,"LINESTRING (295.5 887, 295.5 960.5)",POINT (295.5 887),b4599,295.5,887.0,POINT (295.5 960.5),bdb39,295.5,960.5,0.0,b4599,0.0,bdb39,,,RPS6KB1,['Cell \nproliferation']
10,[],['mim-binding'],#000000,[],,id4ce021ed,"LINESTRING (375 104.66666666666667, 375 150.00000000000003)",POINT (375 104.66666666666667),ce43d,375.0,104.66666666666667,POINT (375 150.00000000000003),b2bd9,375.0,150.00000000000003,0.0,ce43d,0.0,b2bd9,,,BDNF,NTRK2
11,[],['mim-inhibition'],#000000,[],,id5490d728,"LINESTRING (307.5 446, 362 516)",POINT (307.5 446),cfd88,307.5,446.0,POINT (362 516),e5e8b,362.0,516.0,0.0,cfd88,0.0,e5e8b,,,"['MAPK3', 'MAPK1']","['TSC1', 'TSC2']"
12,[],['mim-catalysis'],#000000,[],,id56a9b4c3,"LINESTRING (729 161, 689 166.66666666666669)",POINT (729 161),e13cd,729.0,161.0,POINT (689 166.66666666666669),acf70,689.0,166.66666666666669,0.0,e13cd,0.0,acf70,,,CACNA1C,acf70
13,[],['mim-inhibition'],#000000,[],,id6251c10e,"LINESTRING (295.5 761, 190 867.5)",POINT (295.5 761),a70b4,295.5,761.0,POINT (190 867.5),af071,190.0,867.5,0.0,a70b4,0.0,af071,,,MTOR,['Autophagy']
14,[],['Arrow'],#000000,[],,id652dd248,"LINESTRING (516 193, 471.5 239)",POINT (516 193),dca17,516.0,193.0,POINT (471.5 239),eeeaa,471.5,239.0,0.0,dca17,0.0,eeeaa,,,"['GRM1', 'HOMER1', 'SHANK3']","['PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R3', 'PIK3R2', 'PIK3R1']"
15,[],['Arrow'],#000000,[],,id783895d2,"LINESTRING (375 170.00000000000003, 436 239)",POINT (375 170.00000000000003),b2bd9,375.0,170.00000000000003,POINT (436 239),eeeaa,436.0,239.0,0.0,b2bd9,0.0,eeeaa,,,NTRK2,"['PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R3', 'PIK3R2', 'PIK3R1']"
16,[],['mim-inhibition'],#000000,[],,id91c79ac0,"LINESTRING (170 236, 273 266)",POINT (170 236),aef88,170.0,236.0,POINT (273 266),d812f,273.0,266.0,0.0,aef88,0.0,d812f,,,"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2D', 'DLG4', 'SYNGAP1', 'GRIN3B', 'GRIN3A', 'GRIN2C']","['HRAS', 'KRAS', 'NRAS']"
17,[],['Arrow'],#000000,[],,ida48a700d,"LINESTRING (307.5 323, 307.5 390)",POINT (307.5 323),d812f,307.5,323.0,POINT (307.5 390),cfd88,307.5,390.0,0.0,d812f,0.0,cfd88,,,"['HRAS', 'KRAS', 'NRAS']","['MAPK3', 'MAPK1']"
18,[],['Arrow'],#000000,[],,ida66d0c1e,"LINESTRING (320 675, 320 721)",POINT (320 675),adeb3,320.0,675.0,POINT (320 721),fdb59,320.0,721.0,0.0,adeb3,0.0,fdb59,,,RHEB,RPTOR
19,[],['Arrow'],#000000,[],,idb3796d73,"LINESTRING (495 548, 420.5 548)",POINT (495 548),c7076,495.0,548.0,POINT (420.5 548),e5e8b,420.5,548.0,0.0,c7076,0.0,e5e8b,,,"['PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3']","['TSC1', 'TSC2']"
20,[],['mim-inhibition'],#000000,[],,idb6bcfbac,"LINESTRING (193 285, 273 285)",POINT (193 285),c964a,193.0,285.0,POINT (273 285),d812f,273.0,285.0,0.0,c964a,0.0,d812f,,,NF1,"['HRAS', 'KRAS', 'NRAS']"
21,['a7753'],['Arrow'],#000000,[],,idc5fe1f8d,"LINESTRING (436 323, 436.5 390)",POINT (436 323),eeeaa,436.0,323.0,POINT (436.5 390),fd144,436.5,390.0,0.0,eeeaa,0.0,fd144,,,"['PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R3', 'PIK3R2', 'PIK3R1']","['AKT2', 'AKT1', 'AKT3']"
22,[],['Arrow'],#000000,[],,idd88750f2,"LINESTRING (278 548, 342.5 548)",POINT (278 548),aab69,278.0,548.0,POINT (342.5 548),e5e8b,342.5,548.0,0.0,aab69,0.0,e5e8b,,,GSK3B,"['TSC1', 'TSC2']"
23,[],['Arrow'],#000000,[],,idde681bb4,"LINESTRING (395 888, 395.25 942.5)",POINT (395 888),bdd8b,395.0,888.0,POINT (395.25 942.5),b3521,395.25,942.5,0.0,bdd8b,0.0,b3521,,,EIF4EBP1,['mRNA translation\nand protein synthesis']
24,['fddd5'],['Arrow'],#000000,[],,iddfd6ca09,"LINESTRING (356 654.5, 420 654.5)",POINT (356 654.5),d43ae,356.0,654.5,POINT (420 654.5),ca573,420.0,654.5,0.0,d43ae,0.0,ca573,,,"['GTP', 'RHEB']","['RHEB', 'GDP']"
25,[],['Arrow'],#000000,[],,ide017ba7e,"LINESTRING (295.5 761, 295.5 867)",POINT (295.5 761),a70b4,295.5,761.0,POINT (295.5 867),b4599,295.5,867.0,0.0,a70b4,0.0,b4599,,,MTOR,RPS6KB1
26,[],['TBar'],#000000,[],,idf6ec9a40,"LINESTRING (496 349, 436.2 349.8)",POINT (496 349),ced0f,496.0,349.0,POINT (436.2 349.8),a7753,436.2,349.8,0.0,ced0f,0.0,a7753,,,PTEN,a7753
27,['acf70'],['Arrow'],#000000,[],,id45f0f207,"LINESTRING (689 97.5, 689 201.1666666666667)",POINT (689 97.5),e13cd,689.0,97.5,POINT (689 201.1666666666667),aa24f,689.0,201.1666666666667,0.0,e13cd,0.0,aa24f,,,CACNA1C,Ca 2+
