source|target
RAB3A|Neuron
RAB3A|RAB3B
RAB3A|RAB3A
RAB3B|Neuron
RAB3B|RAB3A
RAB3B|RAB3B
DNM2|"Early 
endosome"
SBF2|MTMR2
SBF2|LITAF
SBF2|SBF2
MTMR2|SBF2
MTMR2|LITAF
MTMR2|MTMR2
HSPB1|FGD4
HSPB1|HSPB1
FGD4|HSPB1
LITAF|MTMR2
LITAF|SBF2
LITAF|FIG4
LITAF|LITAF
RAB11A|NDRG1
RAB11A|RAB4A
RAB11A|SH3TC2
RAB11A|RAB4B
RAB11A|RAB11B
RAB11A|RAB25
RAB11A|RABAC1
NDRG1|RAB11A
NDRG1|RAB4A
NDRG1|SH3TC2
NDRG1|RAB4B
NDRG1|RAB11B
NDRG1|RAB25
NDRG1|RABAC1
RAB4A|RAB11A
RAB4A|NDRG1
RAB4A|SH3TC2
RAB4A|RAB4B
RAB4A|RAB11B
RAB4A|RAB25
RAB4A|RABAC1
SH3TC2|RAB11A
SH3TC2|NDRG1
SH3TC2|RAB4A
SH3TC2|RAB4B
SH3TC2|RAB11B
SH3TC2|RAB25
SH3TC2|RABAC1
RAB4B|RAB11A
RAB4B|NDRG1
RAB4B|RAB4A
RAB4B|SH3TC2
RAB4B|RAB11B
RAB4B|RAB25
RAB4B|RABAC1
RAB11B|RAB11A
RAB11B|NDRG1
RAB11B|RAB4A
RAB11B|SH3TC2
RAB11B|RAB4B
RAB11B|RAB25
RAB11B|RABAC1
RAB25|RAB11A
RAB25|NDRG1
RAB25|RAB4A
RAB25|SH3TC2
RAB25|RAB4B
RAB25|RAB11B
RAB25|RABAC1
RABAC1|RAB11A
RABAC1|NDRG1
RABAC1|RAB4A
RABAC1|SH3TC2
RABAC1|RAB4B
RABAC1|RAB11B
RABAC1|RAB25
RABAC1|RAB7A
GDAP1|MFN2
MFN2|GDAP1
FIG4|LITAF
FIG4|FIG4
RAB7A|RABAC1
