source|target
EPHB2|EPHB4
EPHB2|EPHB6
EPHB3|RAC1
EPHB3|ARF1
EPHB3|NTRK2
EPHB3|KIDINS220
EPHB3|NGFR
EPHB3|STAT3
EPHB3|EPHB1
EPHB3|EPHB2
EPHB3|EPHB4
EPHB3|EPHB6
EPHB4|RAC1
EPHB4|ARF1
EPHB4|NTRK2
EPHB4|KIDINS220
EPHB4|NGFR
EPHB4|STAT3
EPHB4|EPHB1
EPHB4|EPHB2
EPHB4|EPHB3
EPHB4|EPHB6
EPHB6|RAC1
EPHB6|ARF1
EPHB6|NTRK2
EPHB6|KIDINS220
EPHB6|NGFR
EPHB6|STAT3
EPHB6|EPHB1
EPHB6|EPHB2
EPHB6|EPHB3
EPHB6|EPHB4
ARF1|MMP8
KIDINS220|NTRK2
KIDINS220|NGFR
F2RL2|RAC1
"Cytokeleton
remodeling"|Invasion
STAT3|MMP2
STAT3|TWIST1
STAT3|MMP9
STAT3|STAT3
MMP2|TWIST1
MMP2|MMP9
TWIST1|MMP2
TWIST1|MMP9
TWIST1|CDH11
TWIST1|TWIST1
MMP9|MMP2
MMP9|TWIST1
BDNF|NGFR
BDNF|NTRK2
BDNF|KIDINS220
PIK3CA|AKT2
PIK3CA|AKT3
PIK3CA|AKT1
PIK3CA|PIK3CB
PIK3CA|PIK3CD
PIK3CA|PIK3R3
PIK3CA|PIK3R4
PIK3CA|PIK3R5
PIK3CA|PIK3R6
PIK3CA|PIK3CG
PIK3CB|AKT2
PIK3CB|AKT3
PIK3CB|AKT1
PIK3CB|PIK3CA
PIK3CB|PIK3CD
PIK3CB|PIK3R3
PIK3CB|PIK3R4
PIK3CB|PIK3R5
PIK3CB|PIK3R6
PIK3CB|PIK3CG
PIK3CD|AKT2
PIK3CD|AKT3
PIK3CD|AKT1
PIK3CD|PIK3CA
PIK3CD|PIK3CB
PIK3CD|PIK3R3
PIK3CD|PIK3R4
PIK3CD|PIK3R5
PIK3CD|PIK3R6
PIK3CD|PIK3CG
PIK3R3|AKT2
PIK3R3|AKT3
PIK3R3|AKT1
PIK3R3|PIK3CA
PIK3R3|PIK3CB
PIK3R3|PIK3CD
PIK3R3|PIK3R4
PIK3R3|PIK3R5
PIK3R3|PIK3R6
PIK3R3|PIK3CG
PIK3R4|AKT2
PIK3R4|AKT3
PIK3R4|AKT1
PIK3R4|PIK3CA
PIK3R4|PIK3CB
PIK3R4|PIK3CD
PIK3R4|PIK3R3
PIK3R4|PIK3R5
PIK3R4|PIK3R6
PIK3R4|PIK3CG
PIK3R5|AKT2
PIK3R5|AKT3
PIK3R5|AKT1
PIK3R5|PIK3CA
PIK3R5|PIK3CB
PIK3R5|PIK3CD
PIK3R5|PIK3R3
PIK3R5|PIK3R4
PIK3R5|PIK3R6
PIK3R5|PIK3CG
PIK3R6|AKT2
PIK3R6|AKT3
PIK3R6|AKT1
PIK3R6|PIK3CA
PIK3R6|PIK3CB
PIK3R6|PIK3CD
PIK3R6|PIK3R3
PIK3R6|PIK3R4
PIK3R6|PIK3R5
PIK3R6|PIK3CG
PIK3CG|AKT2
PIK3CG|AKT3
PIK3CG|AKT1
PIK3CG|PIK3CA
PIK3CG|PIK3CB
PIK3CG|PIK3CD
PIK3CG|PIK3R3
PIK3CG|PIK3R4
PIK3CG|PIK3R5
PIK3CG|PIK3R6
FOS|TWIST1
FOS|CDH11
FOS|JUN
JUN|TWIST1
JUN|CDH11
JUN|FOS
CDH11|NGEF
CDH11|TIAM1
CDH11|TRIO
CDH11|RAC1
CDH11|TWIST1
CDH11|CDH11
NGEF|CDH11
NGEF|TIAM1
NGEF|TRIO
NGEF|RAC1
TIAM1|CDH11
TIAM1|NGEF
TIAM1|TRIO
TIAM1|RAC1
TRIO|CDH11
TRIO|NGEF
TRIO|TIAM1
TRIO|RAC1
