source|target
HOMER1|PIK3CD
HOMER1|PIK3R3
HOMER1|PIK3R2
HOMER1|PIK3R1
HOMER1|GRM1
HOMER1|SHANK3
SHANK3|PIK3CA
SHANK3|PIK3CB
SHANK3|PIK3CD
SHANK3|PIK3R3
SHANK3|PIK3R2
SHANK3|PIK3R1
SHANK3|GRM1
SHANK3|HOMER1
GRIN1|HRAS
GRIN1|KRAS
GRIN1|NRAS
GRIN1|GRIN2A
GRIN1|GRIN2B
GRIN1|GRIN2D
GRIN1|DLG4
GRIN1|SYNGAP1
GRIN1|GRIN3B
GRIN1|GRIN3A
GRIN1|GRIN2C
GRIN2A|HRAS
GRIN2A|KRAS
GRIN2A|NRAS
GRIN2A|GRIN1
GRIN2A|GRIN2B
GRIN2A|GRIN2D
GRIN2A|DLG4
GRIN2A|SYNGAP1
GRIN2A|GRIN3B
GRIN2A|GRIN3A
GRIN2A|GRIN2C
GRIN2B|HRAS
GRIN2B|KRAS
GRIN2B|NRAS
GRIN2B|GRIN1
GRIN2B|GRIN2A
GRIN2B|GRIN2D
GRIN2B|DLG4
GRIN2B|SYNGAP1
GRIN2B|GRIN3B
GRIN2B|GRIN3A
GRIN2B|GRIN2C
GRIN2D|HRAS
GRIN2D|KRAS
GRIN2D|NRAS
GRIN2D|GRIN1
GRIN2D|GRIN2A
GRIN2D|GRIN2B
GRIN2D|DLG4
GRIN2D|SYNGAP1
GRIN2D|GRIN3B
GRIN2D|GRIN3A
GRIN2D|GRIN2C
DLG4|HRAS
DLG4|KRAS
DLG4|NRAS
DLG4|GRIN1
DLG4|GRIN2A
DLG4|GRIN2B
DLG4|GRIN2D
DLG4|SYNGAP1
DLG4|GRIN3B
DLG4|GRIN3A
DLG4|GRIN2C
SYNGAP1|HRAS
SYNGAP1|KRAS
SYNGAP1|NRAS
SYNGAP1|GRIN1
SYNGAP1|GRIN2A
SYNGAP1|GRIN2B
SYNGAP1|GRIN2D
SYNGAP1|DLG4
SYNGAP1|GRIN3B
SYNGAP1|GRIN3A
SYNGAP1|GRIN2C
GRIN3B|HRAS
GRIN3B|KRAS
GRIN3B|NRAS
GRIN3B|GRIN1
GRIN3B|GRIN2A
GRIN3B|GRIN2B
GRIN3B|GRIN2D
GRIN3B|DLG4
GRIN3B|SYNGAP1
GRIN3B|GRIN3A
GRIN3B|GRIN2C
GRIN3A|HRAS
GRIN3A|KRAS
GRIN3A|NRAS
GRIN3A|GRIN1
GRIN3A|GRIN2A
GRIN3A|GRIN2B
GRIN3A|GRIN2D
GRIN3A|DLG4
GRIN3A|SYNGAP1
GRIN3A|GRIN3B
GRIN3A|GRIN2C
GRIN2C|HRAS
GRIN2C|KRAS
GRIN2C|NRAS
GRIN2C|GRIN1
GRIN2C|GRIN2A
GRIN2C|GRIN2B
GRIN2C|GRIN2D
GRIN2C|DLG4
GRIN2C|SYNGAP1
GRIN2C|GRIN3B
GRIN2C|GRIN3A
RHEB|RPTOR
RHEB|RHEB
RHEB|GDP
RHEB|GTP
RPTOR|MTOR
PRKAA1|TSC1
PRKAA1|TSC2
PRKAA1|PRKAA2
PRKAA1|PRKAB1
PRKAA1|PRKAB2
PRKAA1|PRKAG1
PRKAA1|PRKAG2
PRKAA1|PRKAG3
PRKAA2|TSC1
PRKAA2|TSC2
PRKAA2|PRKAA1
PRKAA2|PRKAB1
PRKAA2|PRKAB2
PRKAA2|PRKAG1
PRKAA2|PRKAG2
PRKAA2|PRKAG3
PRKAB1|TSC1
PRKAB1|TSC2
PRKAB1|PRKAA1
PRKAB1|PRKAA2
PRKAB1|PRKAB2
PRKAB1|PRKAG1
PRKAB1|PRKAG2
PRKAB1|PRKAG3
PRKAB2|TSC1
PRKAB2|TSC2
PRKAB2|PRKAA1
PRKAB2|PRKAA2
PRKAB2|PRKAB1
PRKAB2|PRKAG1
PRKAB2|PRKAG2
PRKAB2|PRKAG3
PRKAG1|TSC1
PRKAG1|TSC2
PRKAG1|PRKAA1
PRKAG1|PRKAA2
PRKAG1|PRKAB1
PRKAG1|PRKAB2
PRKAG1|PRKAG2
PRKAG1|PRKAG3
PRKAG2|TSC1
PRKAG2|TSC2
PRKAG2|PRKAA1
PRKAG2|PRKAA2
PRKAG2|PRKAB1
PRKAG2|PRKAB2
PRKAG2|PRKAG1
PRKAG2|PRKAG3
PRKAG3|TSC1
PRKAG3|TSC2
PRKAG3|PRKAA1
PRKAG3|PRKAA2
PRKAG3|PRKAB1
PRKAG3|PRKAB2
PRKAG3|PRKAG1
PRKAG3|PRKAG2
NF1|HRAS
NF1|KRAS
NF1|NRAS
GSK3B|TSC1
GSK3B|TSC2
GTP|RHEB
GTP|GDP
GDP|RHEB
PTEN|AKT2
PTEN|AKT1
PTEN|AKT3
