source|target
TCTEX1D2|WDR35
TCTEX1D2|IFT122
TCTEX1D2|IFT140
TCTEX1D2|WDR19
TCTEX1D2|IFT22
TCTEX1D2|HSPB11
TCTEX1D2|IFT27
TCTEX1D2|IFT43
TCTEX1D2|IFT46
TCTEX1D2|IFT80
TCTEX1D2|IFT81
TCTEX1D2|WDR34
TCTEX1D2|DYNC2H1
TCTEX1D2|DYNC2LI1
TCTEX1D2|WDR60
TCTEX1D2|DYNLL2
TCTEX1D2|DYNLT1
TCTEX1D2|DYNLRB1
TCTEX1D2|DYNLL1
TCTEX1D2|DYNLRB2
TCTEX1D2|DYNLT3
WDR35|IFT122
WDR35|IFT140
WDR35|WDR19
WDR35|IFT22
WDR35|HSPB11
WDR35|IFT27
WDR35|IFT43
WDR35|IFT46
WDR35|IFT80
WDR35|IFT81
IFT122|WDR35
IFT122|IFT140
IFT122|WDR19
IFT122|IFT22
IFT122|HSPB11
IFT122|IFT27
IFT122|IFT43
IFT122|IFT46
IFT122|IFT80
IFT122|IFT81
IFT140|WDR35
IFT140|IFT122
IFT140|WDR19
IFT140|IFT22
IFT140|HSPB11
IFT140|IFT27
IFT140|IFT43
IFT140|IFT46
IFT140|IFT80
IFT140|IFT81
WDR19|WDR35
WDR19|IFT122
WDR19|IFT140
WDR19|IFT22
WDR19|HSPB11
WDR19|IFT27
WDR19|IFT43
WDR19|IFT46
WDR19|IFT80
WDR19|IFT81
IFT22|WDR35
IFT22|IFT122
IFT22|IFT140
IFT22|WDR19
IFT22|HSPB11
IFT22|IFT27
IFT22|IFT43
IFT22|IFT46
IFT22|IFT80
IFT22|IFT81
HSPB11|WDR35
HSPB11|IFT122
HSPB11|IFT140
HSPB11|WDR19
HSPB11|IFT22
HSPB11|IFT27
HSPB11|IFT43
HSPB11|IFT46
HSPB11|IFT80
HSPB11|IFT81
IFT27|WDR35
IFT27|IFT122
IFT27|IFT140
IFT27|WDR19
IFT27|IFT22
IFT27|HSPB11
IFT27|IFT43
IFT27|IFT46
IFT27|IFT80
IFT27|IFT81
IFT43|WDR35
IFT43|IFT122
IFT43|IFT140
IFT43|WDR19
IFT43|IFT22
IFT43|HSPB11
IFT43|IFT27
IFT43|IFT46
IFT43|IFT80
IFT43|IFT81
IFT46|WDR35
IFT46|IFT122
IFT46|IFT140
IFT46|WDR19
IFT46|IFT22
IFT46|HSPB11
IFT46|IFT27
IFT46|IFT43
IFT46|IFT80
IFT46|IFT81
IFT80|WDR35
IFT80|IFT122
IFT80|IFT140
IFT80|WDR19
IFT80|IFT22
IFT80|HSPB11
IFT80|IFT27
IFT80|IFT43
IFT80|IFT46
IFT80|IFT81
IFT81|WDR35
IFT81|IFT122
IFT81|IFT140
IFT81|WDR19
IFT81|IFT22
IFT81|HSPB11
IFT81|IFT27
IFT81|IFT43
IFT81|IFT46
IFT81|IFT80
WDR34|WDR35
WDR34|IFT122
WDR34|IFT140
WDR34|WDR19
WDR34|IFT22
WDR34|HSPB11
WDR34|IFT27
WDR34|IFT43
WDR34|IFT46
WDR34|IFT80
WDR34|IFT81
WDR34|TCTEX1D2
WDR34|DYNC2H1
WDR34|DYNC2LI1
WDR34|WDR60
WDR34|DYNLL2
WDR34|DYNLT1
WDR34|DYNLRB1
WDR34|DYNLL1
WDR34|DYNLRB2
WDR34|DYNLT3
DYNC2H1|WDR35
DYNC2H1|IFT122
DYNC2H1|IFT140
DYNC2H1|WDR19
DYNC2H1|IFT22
DYNC2H1|HSPB11
DYNC2H1|IFT27
DYNC2H1|IFT43
DYNC2H1|IFT46
DYNC2H1|IFT80
DYNC2H1|IFT81
DYNC2H1|TCTEX1D2
DYNC2H1|WDR34
DYNC2H1|DYNC2LI1
DYNC2H1|WDR60
DYNC2H1|DYNLL2
DYNC2H1|DYNLT1
DYNC2H1|DYNLRB1
DYNC2H1|DYNLL1
DYNC2H1|DYNLRB2
DYNC2H1|DYNLT3
DYNC2LI1|WDR35
DYNC2LI1|IFT122
DYNC2LI1|IFT140
DYNC2LI1|WDR19
DYNC2LI1|IFT22
DYNC2LI1|HSPB11
DYNC2LI1|IFT27
DYNC2LI1|IFT43
DYNC2LI1|IFT46
DYNC2LI1|IFT80
DYNC2LI1|IFT81
DYNC2LI1|TCTEX1D2
DYNC2LI1|WDR34
DYNC2LI1|DYNC2H1
DYNC2LI1|WDR60
DYNC2LI1|DYNLL2
DYNC2LI1|DYNLT1
DYNC2LI1|DYNLRB1
DYNC2LI1|DYNLL1
DYNC2LI1|DYNLRB2
DYNC2LI1|DYNLT3
WDR60|WDR35
WDR60|IFT122
WDR60|IFT140
WDR60|WDR19
WDR60|IFT22
WDR60|HSPB11
WDR60|IFT27
WDR60|IFT43
WDR60|IFT46
WDR60|IFT80
WDR60|IFT81
WDR60|TCTEX1D2
WDR60|WDR34
WDR60|DYNC2H1
WDR60|DYNC2LI1
WDR60|DYNLL2
WDR60|DYNLT1
WDR60|DYNLRB1
WDR60|DYNLL1
WDR60|DYNLRB2
