source|target
WDR60|DYNLT3
DYNLL2|WDR35
DYNLL2|IFT122
DYNLL2|IFT140
DYNLL2|WDR19
DYNLL2|IFT22
DYNLL2|HSPB11
DYNLL2|IFT27
DYNLL2|IFT43
DYNLL2|IFT46
DYNLL2|IFT80
DYNLL2|IFT81
DYNLL2|TCTEX1D2
DYNLL2|WDR34
DYNLL2|DYNC2H1
DYNLL2|DYNC2LI1
DYNLL2|WDR60
DYNLL2|DYNLT1
DYNLL2|DYNLRB1
DYNLL2|DYNLL1
DYNLL2|DYNLRB2
DYNLL2|DYNLT3
DYNLL2|DYNC1LI1
DYNLL2|DYNC1H1
DYNLL2|DYNC1I2
DYNLL2|DYNC1I1
DYNLL2|DYNC1LI2
DYNLL2|DYNLL2
DYNLT1|WDR35
DYNLT1|IFT122
DYNLT1|IFT140
DYNLT1|WDR19
DYNLT1|IFT22
DYNLT1|HSPB11
DYNLT1|IFT27
DYNLT1|IFT43
DYNLT1|IFT46
DYNLT1|IFT80
DYNLT1|IFT81
DYNLT1|TCTEX1D2
DYNLT1|WDR34
DYNLT1|DYNC2H1
DYNLT1|DYNC2LI1
DYNLT1|WDR60
DYNLT1|DYNLL2
DYNLT1|DYNLRB1
DYNLT1|DYNLL1
DYNLT1|DYNLRB2
DYNLT1|DYNLT3
DYNLT1|DYNC1LI1
DYNLT1|DYNC1H1
DYNLT1|DYNC1I2
DYNLT1|DYNC1I1
DYNLT1|DYNC1LI2
DYNLT1|DYNLT1
DYNLRB1|WDR35
DYNLRB1|IFT122
DYNLRB1|IFT140
DYNLRB1|WDR19
DYNLRB1|IFT22
DYNLRB1|HSPB11
DYNLRB1|IFT27
DYNLRB1|IFT43
DYNLRB1|IFT46
DYNLRB1|IFT80
DYNLRB1|IFT81
DYNLRB1|TCTEX1D2
DYNLRB1|WDR34
DYNLRB1|DYNC2H1
DYNLRB1|DYNC2LI1
DYNLRB1|WDR60
DYNLRB1|DYNLL2
DYNLRB1|DYNLT1
DYNLRB1|DYNLL1
DYNLRB1|DYNLRB2
DYNLRB1|DYNLT3
DYNLRB1|DYNC1LI1
DYNLRB1|DYNC1H1
DYNLRB1|DYNC1I2
DYNLRB1|DYNC1I1
DYNLRB1|DYNC1LI2
DYNLRB1|DYNLRB1
DYNLL1|WDR35
DYNLL1|IFT122
DYNLL1|IFT140
DYNLL1|WDR19
DYNLL1|IFT22
DYNLL1|HSPB11
DYNLL1|IFT27
DYNLL1|IFT43
DYNLL1|IFT46
DYNLL1|IFT80
DYNLL1|IFT81
DYNLL1|TCTEX1D2
DYNLL1|WDR34
DYNLL1|DYNC2H1
DYNLL1|DYNC2LI1
DYNLL1|WDR60
DYNLL1|DYNLL2
DYNLL1|DYNLT1
DYNLL1|DYNLRB1
DYNLL1|DYNLRB2
DYNLL1|DYNLT3
DYNLL1|DYNC1LI1
DYNLL1|DYNC1H1
DYNLL1|DYNC1I2
DYNLL1|DYNC1I1
DYNLL1|DYNC1LI2
DYNLL1|DYNLL1
DYNLRB2|WDR35
DYNLRB2|IFT122
DYNLRB2|IFT140
DYNLRB2|WDR19
DYNLRB2|IFT22
DYNLRB2|HSPB11
DYNLRB2|IFT27
DYNLRB2|IFT43
DYNLRB2|IFT46
DYNLRB2|IFT80
DYNLRB2|IFT81
DYNLRB2|TCTEX1D2
DYNLRB2|WDR34
DYNLRB2|DYNC2H1
DYNLRB2|DYNC2LI1
DYNLRB2|WDR60
DYNLRB2|DYNLL2
DYNLRB2|DYNLT1
DYNLRB2|DYNLRB1
DYNLRB2|DYNLL1
DYNLRB2|DYNLT3
DYNLRB2|DYNC1LI1
DYNLRB2|DYNC1H1
DYNLRB2|DYNC1I2
DYNLRB2|DYNC1I1
DYNLRB2|DYNC1LI2
DYNLRB2|DYNLRB2
DYNLT3|WDR35
DYNLT3|IFT122
DYNLT3|IFT140
DYNLT3|WDR19
DYNLT3|IFT22
DYNLT3|HSPB11
DYNLT3|IFT27
DYNLT3|IFT43
DYNLT3|IFT46
DYNLT3|IFT80
DYNLT3|IFT81
DYNLT3|TCTEX1D2
DYNLT3|WDR34
DYNLT3|DYNC2H1
DYNLT3|DYNC2LI1
DYNLT3|WDR60
DYNLT3|DYNLL2
DYNLT3|DYNLT1
DYNLT3|DYNLRB1
DYNLT3|DYNLL1
DYNLT3|DYNLRB2
DYNLT3|DYNC1LI1
DYNLT3|DYNC1H1
DYNLT3|DYNC1I2
DYNLT3|DYNC1I1
DYNLT3|DYNC1LI2
DYNLT3|DYNLT3
DYNC1LI1|WDR35
DYNC1LI1|IFT122
DYNC1LI1|IFT140
DYNC1LI1|WDR19
DYNC1LI1|IFT22
DYNC1LI1|HSPB11
DYNC1LI1|IFT27
DYNC1LI1|IFT43
DYNC1LI1|IFT46
DYNC1LI1|IFT80
DYNC1LI1|IFT81
DYNC1LI1|DYNLL2
DYNC1LI1|DYNLT1
DYNC1LI1|DYNC1H1
DYNC1LI1|DYNLRB1
DYNC1LI1|DYNLL1
DYNC1LI1|DYNC1I2
DYNC1LI1|DYNC1I1
DYNC1LI1|DYNLRB2
DYNC1LI1|DYNLT3
DYNC1LI1|DYNC1LI2
DYNC1H1|WDR35
DYNC1H1|IFT122
DYNC1H1|IFT140
DYNC1H1|WDR19
DYNC1H1|IFT22
DYNC1H1|HSPB11
DYNC1H1|IFT27
DYNC1H1|IFT43
DYNC1H1|IFT46
DYNC1H1|IFT80
DYNC1H1|IFT81
DYNC1H1|DYNLL2
DYNC1H1|DYNLT1
DYNC1H1|DYNC1LI1
DYNC1H1|DYNLRB1
DYNC1H1|DYNLL1
DYNC1H1|DYNC1I2
DYNC1H1|DYNC1I1
DYNC1H1|DYNLRB2
DYNC1H1|DYNLT3
DYNC1H1|DYNC1LI2
DYNC1I2|WDR35
DYNC1I2|IFT122
DYNC1I2|IFT140
DYNC1I2|WDR19
DYNC1I2|IFT22
DYNC1I2|HSPB11
DYNC1I2|IFT27
DYNC1I2|IFT43
DYNC1I2|IFT46
DYNC1I2|IFT80
DYNC1I2|IFT81
DYNC1I2|DYNLL2
DYNC1I2|DYNLT1
DYNC1I2|DYNC1LI1
DYNC1I2|DYNC1H1
DYNC1I2|DYNLRB1
DYNC1I2|DYNLL1
DYNC1I2|DYNC1I1
DYNC1I2|DYNLRB2
DYNC1I2|DYNLT3
DYNC1I2|DYNC1LI2
DYNC1I1|WDR35
DYNC1I1|IFT122
DYNC1I1|IFT140
DYNC1I1|WDR19
DYNC1I1|IFT22
DYNC1I1|HSPB11
DYNC1I1|IFT27
DYNC1I1|IFT43
DYNC1I1|IFT46
DYNC1I1|IFT80
DYNC1I1|IFT81
DYNC1I1|DYNLL2
DYNC1I1|DYNLT1
DYNC1I1|DYNC1LI1
DYNC1I1|DYNC1H1
DYNC1I1|DYNLRB1
DYNC1I1|DYNLL1
DYNC1I1|DYNC1I2
DYNC1I1|DYNLRB2
DYNC1I1|DYNLT3
DYNC1I1|DYNC1LI2
DYNC1LI2|WDR35
DYNC1LI2|IFT122
DYNC1LI2|IFT140
DYNC1LI2|WDR19
DYNC1LI2|IFT22
DYNC1LI2|HSPB11
DYNC1LI2|IFT27
DYNC1LI2|IFT43
DYNC1LI2|IFT46
DYNC1LI2|IFT80
DYNC1LI2|IFT81
DYNC1LI2|DYNLL2
DYNC1LI2|DYNLT1
DYNC1LI2|DYNC1LI1
DYNC1LI2|DYNC1H1
DYNC1LI2|DYNLRB1
DYNC1LI2|DYNLL1
DYNC1LI2|DYNC1I2
DYNC1LI2|DYNC1I1
DYNC1LI2|DYNLRB2
DYNC1LI2|DYNLT3
