source|target
MAP4K3|MAP4K2
MAP4K3|MAP4K5
MAP4K3|MAP4K4
MAP4K3|MAP4K1
MAP4K4|LATS1
MAP4K4|MAP4K2
MAP4K4|MAP4K5
MAP4K4|MAP4K3
MAP4K4|MAP4K1
MAP4K1|LATS1
MAP4K1|MAP4K2
MAP4K1|MAP4K5
MAP4K1|MAP4K3
MAP4K1|MAP4K4
STK4|SGMS1
STK4|LATS1
STK4|STK3
STK4|SAV1
SGMS1|LATS1
YWHAQ|WWTR1
YWHAQ|YAP1
WWTR1|TEAD2
WWTR1|TEAD3
WWTR1|TEAD4
WWTR1|TEAD1
WWTR1|YAP1
YAP1|TEAD2
YAP1|TEAD3
YAP1|TEAD4
YAP1|TEAD1
YAP1|WWTR1
a-catenin|SRC
a-catenin|WWTR1
a-catenin|YAP1
CTNNA1|LATS1
CTNNA1|CTNNB1
TEAD2|TEAD3
TEAD2|TEAD4
TEAD2|TEAD1
TEAD3|TEAD2
TEAD3|TEAD4
TEAD3|TEAD1
TEAD4|TEAD2
TEAD4|TEAD3
TEAD4|TEAD1
TEAD1|TEAD2
TEAD1|TEAD3
TEAD1|TEAD4
STK3|SAV1
STK3|STK4
SAV1|STK3
SAV1|STK4
ACTA1|ACTA2
ACTA2|ACTA1
ACTA2|ACTB
ACTB|ACTA2
ACTB|ACTC1
ACTC1|ACTB
ACTC1|ACTG1
ACTG1|ACTC1
ACTG1|ACTG2
ACTG2|ACTG1
CTNNB1|CTNNA1
