source|target
CREM|GABA gene expression
MAPK|CREB1
CREB1|GABA gene expression
SLC12A5|SLC12A5
PLCG1|CREB1
STAT3|CREM
PTEN|PIK3CA
PTEN|PIK3CB
PTEN|PIK3R1
PTEN|PIK3R2
PTEN|PIK3R3
PTEN|PIK3CG
PIK3CA|GABRA1
PIK3CA|AP2A1
PIK3CA|AP2A2
PIK3CA|AP2B1
PIK3CA|GABRA2
PIK3CA|GABRA3
PIK3CA|GABRA4
PIK3CA|GABRA5
PIK3CA|GABRA6
PIK3CA|GABRB1
PIK3CA|GABRB2
PIK3CA|GABRB3
PIK3CA|GABRG1
PIK3CA|GABRG2
PIK3CA|GABRG3
PIK3CA|GABRD
PIK3CA|GABRE
PIK3CA|GABRP
PIK3CA|GABRQ
PIK3CA|PIK3CB
PIK3CA|PIK3R1
PIK3CA|PIK3R2
PIK3CA|PIK3R3
PIK3CA|PIK3CG
PIK3CB|GABRA1
PIK3CB|AP2A1
PIK3CB|AP2A2
PIK3CB|AP2B1
PIK3CB|GABRA2
PIK3CB|GABRA3
PIK3CB|GABRA4
PIK3CB|GABRA5
PIK3CB|GABRA6
PIK3CB|GABRB1
PIK3CB|GABRB2
PIK3CB|GABRB3
PIK3CB|GABRG1
PIK3CB|GABRG2
PIK3CB|GABRG3
PIK3CB|GABRD
PIK3CB|GABRE
PIK3CB|GABRP
PIK3CB|GABRQ
PIK3CB|PIK3CA
PIK3CB|PIK3R1
PIK3CB|PIK3R2
PIK3CB|PIK3R3
PIK3CB|PIK3CG
PIK3R1|GABRA1
PIK3R1|AP2A1
PIK3R1|AP2A2
PIK3R1|AP2B1
PIK3R1|GABRA2
PIK3R1|GABRA3
PIK3R1|GABRA4
PIK3R1|GABRA5
PIK3R1|GABRA6
PIK3R1|GABRB1
PIK3R1|GABRB2
PIK3R1|GABRB3
PIK3R1|GABRG1
PIK3R1|GABRG2
PIK3R1|GABRG3
PIK3R1|GABRD
PIK3R1|GABRE
PIK3R1|GABRP
PIK3R1|GABRQ
PIK3R1|PIK3CA
PIK3R1|PIK3CB
PIK3R1|PIK3R2
PIK3R1|PIK3R3
PIK3R1|PIK3CG
PIK3R2|GABRA1
PIK3R2|AP2A1
PIK3R2|AP2A2
PIK3R2|AP2B1
PIK3R2|GABRA2
PIK3R2|GABRA3
PIK3R2|GABRA4
PIK3R2|GABRA5
PIK3R2|GABRA6
PIK3R2|GABRB1
PIK3R2|GABRB2
PIK3R2|GABRB3
PIK3R2|GABRG1
PIK3R2|GABRG2
PIK3R2|GABRG3
PIK3R2|GABRD
PIK3R2|GABRE
PIK3R2|GABRP
PIK3R2|GABRQ
PIK3R2|PIK3CA
PIK3R2|PIK3CB
PIK3R2|PIK3R1
PIK3R2|PIK3R3
PIK3R2|PIK3CG
PIK3R3|GABRA1
PIK3R3|AP2A1
PIK3R3|AP2A2
PIK3R3|AP2B1
PIK3R3|GABRA2
PIK3R3|GABRA3
PIK3R3|GABRA4
PIK3R3|GABRA5
PIK3R3|GABRA6
PIK3R3|GABRB1
PIK3R3|GABRB2
PIK3R3|GABRB3
PIK3R3|GABRG1
PIK3R3|GABRG2
PIK3R3|GABRG3
PIK3R3|GABRD
PIK3R3|GABRE
PIK3R3|GABRP
PIK3R3|GABRQ
PIK3R3|PIK3CA
PIK3R3|PIK3CB
PIK3R3|PIK3R1
PIK3R3|PIK3R2
PIK3R3|PIK3CG
PIK3CG|GABRA1
PIK3CG|AP2A1
PIK3CG|AP2A2
PIK3CG|AP2B1
PIK3CG|GABRA2
PIK3CG|GABRA3
PIK3CG|GABRA4
PIK3CG|GABRA5
PIK3CG|GABRA6
PIK3CG|GABRB1
PIK3CG|GABRB2
PIK3CG|GABRB3
PIK3CG|GABRG1
PIK3CG|GABRG2
PIK3CG|GABRG3
PIK3CG|GABRD
PIK3CG|GABRE
PIK3CG|GABRP
PIK3CG|GABRQ
PIK3CG|PIK3CA
PIK3CG|PIK3CB
PIK3CG|PIK3R1
PIK3CG|PIK3R2
PIK3CG|PIK3R3
PKC|PIK3CA
PKC|PIK3CB
PKC|PIK3R1
PKC|PIK3R2
PKC|PIK3R3
PKC|PIK3CG
mBDNF|NTRK2
NTRK2|PKC
NTRK2|SHC1
NTRK2|MAPK
NTRK2|SLC12A5
NTRK2|PLCG1
SHC1|CREB1
proBDNF|NGFR
NGFR|RHOA
NGFR|ROCK1
NGFR|JAK2
NGFR|SLC12A5
RHOA|PTEN
RHOA|ROCK1
ROCK1|PTEN
ROCK1|RHOA
JAK2|STAT3
GABRA1|AP2A1
GABRA1|AP2A2
GABRA1|AP2B1
GABRA1|GABRA2
GABRA1|GABRA3
GABRA1|GABRA4
GABRA1|GABRA5
GABRA1|GABRA6
GABRA1|GABRB1
GABRA1|GABRB2
GABRA1|GABRB3
GABRA1|GABRG1
GABRA1|GABRG2
GABRA1|GABRG3
GABRA1|GABRD
GABRA1|GABRE
GABRA1|GABRP
GABRA1|GABRQ
AP2A1|GABRA1
AP2A1|AP2A2
AP2A1|AP2B1
AP2A1|GABRA2
AP2A1|GABRA3
AP2A1|GABRA4
AP2A1|GABRA5
AP2A1|GABRA6
AP2A1|GABRB1
AP2A1|GABRB2
AP2A1|GABRB3
AP2A1|GABRG1
AP2A1|GABRG2
AP2A1|GABRG3
AP2A1|GABRD
AP2A1|GABRE
AP2A1|GABRP
AP2A1|GABRQ
AP2A2|GABRA1
AP2A2|AP2A1
AP2A2|AP2B1
AP2A2|GABRA2
AP2A2|GABRA3
AP2A2|GABRA4
AP2A2|GABRA5
AP2A2|GABRA6
AP2A2|GABRB1
AP2A2|GABRB2
AP2A2|GABRB3
AP2A2|GABRG1
AP2A2|GABRG2
AP2A2|GABRG3
AP2A2|GABRD
AP2A2|GABRE
AP2A2|GABRP
AP2A2|GABRQ
AP2B1|GABRA1
AP2B1|AP2A1
AP2B1|AP2A2
AP2B1|GABRA2
AP2B1|GABRA3
AP2B1|GABRA4
AP2B1|GABRA5
AP2B1|GABRA6
AP2B1|GABRB1
AP2B1|GABRB2
AP2B1|GABRB3
AP2B1|GABRG1
AP2B1|GABRG2
AP2B1|GABRG3
AP2B1|GABRD
AP2B1|GABRE
AP2B1|GABRP
AP2B1|GABRQ
GABRA2|GABRA1
GABRA2|AP2A1
GABRA2|AP2A2
GABRA2|AP2B1
GABRA2|GABRA3
GABRA2|GABRA4
GABRA2|GABRA5
GABRA2|GABRA6
GABRA2|GABRB1
GABRA2|GABRB2
GABRA2|GABRB3
GABRA2|GABRG1
GABRA2|GABRG2
GABRA2|GABRG3
GABRA2|GABRD
GABRA2|GABRE
GABRA2|GABRP
GABRA2|GABRQ
GABRA3|GABRA1
GABRA3|AP2A1
GABRA3|AP2A2
GABRA3|AP2B1
GABRA3|GABRA2
GABRA3|GABRA4
GABRA3|GABRA5
GABRA3|GABRA6
GABRA3|GABRB1
GABRA3|GABRB2
GABRA3|GABRB3
GABRA3|GABRG1
GABRA3|GABRG2
GABRA3|GABRG3
GABRA3|GABRD
GABRA3|GABRE
GABRA3|GABRP
GABRA3|GABRQ
GABRA4|GABRA1
GABRA4|AP2A1
GABRA4|AP2A2
GABRA4|AP2B1
GABRA4|GABRA2
GABRA4|GABRA3
GABRA4|GABRA5
GABRA4|GABRA6
GABRA4|GABRB1
GABRA4|GABRB2
GABRA4|GABRB3
GABRA4|GABRG1
GABRA4|GABRG2
GABRA4|GABRG3
GABRA4|GABRD
GABRA4|GABRE
GABRA4|GABRP
GABRA4|GABRQ
GABRA5|GABRA1
GABRA5|AP2A1
GABRA5|AP2A2
GABRA5|AP2B1
GABRA5|GABRA2
GABRA5|GABRA3
GABRA5|GABRA4
GABRA5|GABRA6
GABRA5|GABRB1
GABRA5|GABRB2
GABRA5|GABRB3
GABRA5|GABRG1
GABRA5|GABRG2
GABRA5|GABRG3
GABRA5|GABRD
GABRA5|GABRE
GABRA5|GABRP
GABRA5|GABRQ
GABRA6|GABRA1
GABRA6|AP2A1
GABRA6|AP2A2
GABRA6|AP2B1
GABRA6|GABRA2
GABRA6|GABRA3
GABRA6|GABRA4
GABRA6|GABRA5
GABRA6|GABRB1
GABRA6|GABRB2
GABRA6|GABRB3
GABRA6|GABRG1
GABRA6|GABRG2
GABRA6|GABRG3
GABRA6|GABRD
GABRA6|GABRE
GABRA6|GABRP
GABRA6|GABRQ
GABRB1|GABRA1
GABRB1|AP2A1
GABRB1|AP2A2
GABRB1|AP2B1
GABRB1|GABRA2
GABRB1|GABRA3
GABRB1|GABRA4
GABRB1|GABRA5
GABRB1|GABRA6
GABRB1|GABRB2
GABRB1|GABRB3
GABRB1|GABRG1
GABRB1|GABRG2
GABRB1|GABRG3
GABRB1|GABRD
GABRB1|GABRE
