source|target
GABRB1|GABRP
GABRB1|GABRQ
GABRB2|GABRA1
GABRB2|AP2A1
GABRB2|AP2A2
GABRB2|AP2B1
GABRB2|GABRA2
GABRB2|GABRA3
GABRB2|GABRA4
GABRB2|GABRA5
GABRB2|GABRA6
GABRB2|GABRB1
GABRB2|GABRB3
GABRB2|GABRG1
GABRB2|GABRG2
GABRB2|GABRG3
GABRB2|GABRD
GABRB2|GABRE
GABRB2|GABRP
GABRB2|GABRQ
GABRB3|GABRA1
GABRB3|AP2A1
GABRB3|AP2A2
GABRB3|AP2B1
GABRB3|GABRA2
GABRB3|GABRA3
GABRB3|GABRA4
GABRB3|GABRA5
GABRB3|GABRA6
GABRB3|GABRB1
GABRB3|GABRB2
GABRB3|GABRG1
GABRB3|GABRG2
GABRB3|GABRG3
GABRB3|GABRD
GABRB3|GABRE
GABRB3|GABRP
GABRB3|GABRQ
GABRG1|GABRA1
GABRG1|AP2A1
GABRG1|AP2A2
GABRG1|AP2B1
GABRG1|GABRA2
GABRG1|GABRA3
GABRG1|GABRA4
GABRG1|GABRA5
GABRG1|GABRA6
GABRG1|GABRB1
GABRG1|GABRB2
GABRG1|GABRB3
GABRG1|GABRG2
GABRG1|GABRG3
GABRG1|GABRD
GABRG1|GABRE
GABRG1|GABRP
GABRG1|GABRQ
GABRG2|GABRA1
GABRG2|AP2A1
GABRG2|AP2A2
GABRG2|AP2B1
GABRG2|GABRA2
GABRG2|GABRA3
GABRG2|GABRA4
GABRG2|GABRA5
GABRG2|GABRA6
GABRG2|GABRB1
GABRG2|GABRB2
GABRG2|GABRB3
GABRG2|GABRG1
GABRG2|GABRG3
GABRG2|GABRD
GABRG2|GABRE
GABRG2|GABRP
GABRG2|GABRQ
GABRG3|GABRA1
GABRG3|AP2A1
GABRG3|AP2A2
GABRG3|AP2B1
GABRG3|GABRA2
GABRG3|GABRA3
GABRG3|GABRA4
GABRG3|GABRA5
GABRG3|GABRA6
GABRG3|GABRB1
GABRG3|GABRB2
GABRG3|GABRB3
GABRG3|GABRG1
GABRG3|GABRG2
GABRG3|GABRD
GABRG3|GABRE
GABRG3|GABRP
GABRG3|GABRQ
GABRD|GABRA1
GABRD|AP2A1
GABRD|AP2A2
GABRD|AP2B1
GABRD|GABRA2
GABRD|GABRA3
GABRD|GABRA4
GABRD|GABRA5
GABRD|GABRA6
GABRD|GABRB1
GABRD|GABRB2
GABRD|GABRB3
GABRD|GABRG1
GABRD|GABRG2
GABRD|GABRG3
GABRD|GABRE
GABRD|GABRP
GABRD|GABRQ
GABRE|GABRA1
GABRE|AP2A1
GABRE|AP2A2
GABRE|AP2B1
GABRE|GABRA2
GABRE|GABRA3
GABRE|GABRA4
GABRE|GABRA5
GABRE|GABRA6
GABRE|GABRB1
GABRE|GABRB2
GABRE|GABRB3
GABRE|GABRG1
GABRE|GABRG2
GABRE|GABRG3
GABRE|GABRD
GABRE|GABRP
GABRE|GABRQ
GABRP|GABRA1
GABRP|AP2A1
GABRP|AP2A2
GABRP|AP2B1
GABRP|GABRA2
GABRP|GABRA3
GABRP|GABRA4
GABRP|GABRA5
GABRP|GABRA6
GABRP|GABRB1
GABRP|GABRB2
GABRP|GABRB3
GABRP|GABRG1
GABRP|GABRG2
GABRP|GABRG3
GABRP|GABRD
GABRP|GABRE
GABRP|GABRQ
GABRQ|GABRA1
GABRQ|AP2A1
GABRQ|AP2A2
GABRQ|AP2B1
GABRQ|GABRA2
GABRQ|GABRA3
GABRQ|GABRA4
GABRQ|GABRA5
GABRQ|GABRA6
GABRQ|GABRB1
GABRQ|GABRB2
GABRQ|GABRB3
GABRQ|GABRG1
GABRQ|GABRG2
GABRQ|GABRG3
GABRQ|GABRD
GABRQ|GABRE
GABRQ|GABRP
