source|target
FOXP3|T.reg Phenotype
FOXP3|MST1
FOXP3|MST2
FOXP3|FOXO6
FOXP3|FOXO4
FOXP3|FOXO1
FOXP3|FOXO3
FOXP3|p38MAPK
FOXP3|FOXP3
LATS1|YAP
LATS1|YWHAQ
LATS1|TAZ
LATS1|LFA-1
LATS1|LATS2
LATS1|MOB1
LATS1|NORE1B
LATS1|FOXO6
LATS1|FOXO4
LATS1|FOXO1
LATS1|FOXO3
LATS1|miR-21
LATS1|LATS1
YAP|YAP1
YAP|TAZ
YAP|TEAD1
YAP|TEAD2
YAP|TEAD3
YAP|TEAD4
YAP|YWHAQ
YWHAQ|YAP1
YWHAQ|TAZ
YWHAQ|TEAD1
YWHAQ|TEAD2
YWHAQ|TEAD3
YWHAQ|TEAD4
YWHAQ|YAP
TAZ|YAP1
TAZ|TAZ
TAZ|TEAD1
TAZ|TEAD2
TAZ|TEAD3
TAZ|TEAD4
TAZ|Blimp1
TAZ|"Immune-related
genes"
TAZ|YAP
TAZ|YWHAQ
LATS2|YAP
LATS2|YWHAQ
LATS2|TAZ
LATS2|LFA-1
LATS2|LATS1
LATS2|MOB1
MOB1|YAP
MOB1|YWHAQ
MOB1|TAZ
MOB1|LFA-1
MOB1|Kindlin-3
MOB1|NDR1
MOB1|NDR2
MOB1|LATS1
MOB1|LATS2
MOB1|MOB1
MST1|LATS1
MST1|LATS2
MST1|MOB1
MST1|LFA-1
MST1|MST2
MST1|LPL
MST1|SAV1
MST1|FOXO6
MST1|FOXO4
MST1|FOXO1
MST1|FOXO3
MST1|FOXP3
MST1|RAP
MST1|RAPL
MST1|Rac1
MST1|SKAP
MST1|ADAP
MST1|MST1
MST2|LATS1
MST2|LATS2
MST2|MOB1
MST2|LFA-1
MST2|MST1
MST2|LPL
MST2|SAV1
MST2|FOXO6
MST2|FOXO4
MST2|FOXO1
MST2|FOXO3
MST2|FOXP3
MST2|RAP
MST2|RAPL
MST2|Rac1
MST2|SKAP
MST2|ADAP
MST2|MST2
SAV1|LATS1
SAV1|LATS2
SAV1|MOB1
SAV1|LFA-1
SAV1|MST1
SAV1|MST2
YAP1|Blimp1
YAP1|"Immune-related
genes"
YAP1|TAZ
YAP1|TEAD1
YAP1|TEAD2
YAP1|TEAD3
YAP1|TEAD4
TEAD1|Blimp1
TEAD1|"Immune-related
genes"
TEAD1|YAP1
TEAD1|TAZ
TEAD1|TEAD2
TEAD1|TEAD3
TEAD1|TEAD4
TEAD2|Blimp1
TEAD2|"Immune-related
genes"
TEAD2|YAP1
TEAD2|TAZ
TEAD2|TEAD1
TEAD2|TEAD3
TEAD2|TEAD4
TEAD3|Blimp1
TEAD3|"Immune-related
genes"
TEAD3|YAP1
TEAD3|TAZ
TEAD3|TEAD1
TEAD3|TEAD2
TEAD3|TEAD4
TEAD4|Blimp1
TEAD4|"Immune-related
genes"
TEAD4|YAP1
TEAD4|TAZ
TEAD4|TEAD1
TEAD4|TEAD2
TEAD4|TEAD3
LFA-1|LFA-1
LFA-1|RAP1
LFA-1|RAPL
LFA-1|RHOA
LFA-1|CCR7
LFA-1|LPL
LFA-1|integrins
LFA-1|Kindlin-3
LFA-1|RAB13
LFA-1|SKAP
LFA-1|MST1
LFA-1|MST2
LFA-1|RAP
LFA-1|Rac1
LFA-1|ADAP
RAP|LFA-1
RAP|RAPL
RAP|Rac1
RAP|MST1
