source|target
RAP|MST2
RAP|SKAP
RAP|ADAP
RAP|RAP
RAPL|LFA-1
RAPL|RAP1
RAPL|RHOA
RAPL|CCR7
RAPL|RAP
RAPL|Rac1
RAPL|RAB13
RAPL|SKAP
RAPL|MST1
RAPL|MST2
RAPL|ADAP
RAPL|RAPL
Rac1|LFA-1
Rac1|RAP
Rac1|RAPL
Rac1|MST1
Rac1|MST2
Rac1|SKAP
Rac1|ADAP
Rac1|Rac1
SKAP|LFA-1
SKAP|RAB13
SKAP|RAP1
SKAP|RAPL
SKAP|MST1
SKAP|MST2
SKAP|RAP
SKAP|Rac1
SKAP|ADAP
SKAP|SKAP
ADAP|LFA-1
ADAP|MST1
ADAP|MST2
ADAP|RAP
ADAP|RAPL
ADAP|Rac1
ADAP|SKAP
Kindlin-3|LFA-1
NDR1|Kindlin-3
NDR1|LFA-1
NDR1|MOB1
NDR1|NDR2
NDR2|Kindlin-3
NDR2|LFA-1
NDR2|MOB1
NDR2|NDR1
LPL|MST1
LPL|MST2
LPL|LFA-1
LPL|LPL
RAP1|RAPL
RAP1|RHOA
RAP1|CCR7
RAP1|LFA-1
RAP1|RAB13
RAP1|SKAP
RAP1|RAP1
RHOA|RAP1
RHOA|RAPL
RHOA|CCR7
RHOA|LFA-1
RHOA|integrins
RHOA|FOXO6
RHOA|FOXO4
RHOA|FOXO1
RHOA|FOXO3
RHOA|RHOA
CCR7|RAP1
CCR7|RAPL
CCR7|RHOA
CCR7|LFA-1
integrins|RHOA
integrins|LFA-1
FOXO6|RHOA
FOXO6|FOXO4
FOXO6|FOXO1
FOXO6|FOXO3
FOXO6|MST1
FOXO6|MST2
FOXO6|FOXP3
FOXO6|NORE1B
FOXO6|miR-21
FOXO6|LATS1
FOXO6|FOXO6
FOXO4|RHOA
FOXO4|FOXO6
FOXO4|FOXO1
FOXO4|FOXO3
FOXO4|MST1
FOXO4|MST2
FOXO4|FOXP3
FOXO4|NORE1B
FOXO4|miR-21
FOXO4|LATS1
FOXO4|FOXO4
FOXO1|RHOA
FOXO1|FOXO6
FOXO1|FOXO4
FOXO1|FOXO3
FOXO1|MST1
FOXO1|MST2
FOXO1|FOXP3
FOXO1|NORE1B
FOXO1|miR-21
FOXO1|LATS1
FOXO1|p38MAPK
FOXO1|FOXO1
FOXO3|RHOA
FOXO3|FOXO6
FOXO3|FOXO4
FOXO3|FOXO1
FOXO3|MST1
FOXO3|MST2
FOXO3|FOXP3
FOXO3|NORE1B
FOXO3|miR-21
FOXO3|LATS1
FOXO3|p38MAPK
FOXO3|FOXO3
RAB13|RAP1
RAB13|RAPL
RAB13|SKAP
RAB13|LFA-1
NORE1B|FOXO6
NORE1B|FOXO4
NORE1B|FOXO1
NORE1B|FOXO3
NORE1B|miR-21
NORE1B|LATS1
miR-21|NORE1B
miR-21|FOXO6
miR-21|FOXO4
miR-21|FOXO1
miR-21|FOXO3
miR-21|LATS1
p38MAPK|FOXO1
p38MAPK|FOXO3
p38MAPK|FOXP3
