source|target
MAPK10|MAPK15
MAPK10|MAPK12
MAPK10|MAPK9
MAPK10|MAPK8
MAPK10|MAPK7
MAPK10|MAPK6
MAPK10|MAPK3
MAPK10|MAPK11
MAPK10|MAPK13
MAPK10|MAPK4
MAPK13|MAPK1
MAPK13|MAPK14
MAPK13|MAPK15
MAPK13|MAPK12
MAPK13|MAPK9
MAPK13|MAPK8
MAPK13|MAPK7
MAPK13|MAPK6
MAPK13|MAPK3
MAPK13|MAPK11
MAPK13|MAPK10
MAPK13|MAPK4
MAPK4|MAPK1
MAPK4|MAPK14
MAPK4|MAPK15
MAPK4|MAPK12
MAPK4|MAPK9
MAPK4|MAPK8
MAPK4|MAPK7
MAPK4|MAPK6
MAPK4|MAPK3
MAPK4|MAPK11
MAPK4|MAPK10
MAPK4|MAPK13
PRKCB|STAT3
MAPKAP1|STAT3
MAPKAP1|MLST8
MAPKAP1|RICTOR
MAPKAP1|MTOR
RICTOR|STAT3
RICTOR|MAPKAP1
RICTOR|MLST8
RICTOR|MTOR
JAK2|STAT3
DUSP2|STAT3
DUSP2|PTPRC
DUSP2|PTPRT
DUSP2|PTPRD
PTPRC|STAT3
PTPRC|DUSP2
PTPRC|PTPRT
PTPRC|PTPRD
PTPRT|STAT3
PTPRT|DUSP2
PTPRT|PTPRC
PTPRT|PTPRD
CSF2RB|JAK2
CSF2RB|CSF2RA
CSF2RB|IL3RA
CSF2RB|IL5RA
CSF2RB|CSF2RB
IL3RA|JAK2
IL3RA|CSF2RB
"placeholder

miR-19a"|SOCS3
PIAS3|STAT3
CSF2RA|JAK2
CSF2RA|CSF2RB
MPL|JAK2
MPL|TYK2
MPL|MPL
GHR|JAK2
GHR|TYK2
GHR|GHR
CSF3R|JAK2
CSF3R|TYK2
CSF3R|CSF3R
IL7R|JAK3
IL7R|JAK1
IL7R|IL2RG
IL2RG|JAK3
IL2RG|JAK1
IL2RG|IL21R
IL2RG|IL9R
IL2RG|IL2RA
IL2RG|IL2RB
IL2RG|IL15RA
IL2RG|IL7R
IL2RG|IL2RG
IL2RA|JAK3
IL2RA|JAK1
IL2RA|IL2RB
IL2RA|IL2RG
IL2RB|JAK3
IL2RB|JAK1
IL2RB|IL2RA
IL2RB|IL2RG
IL2RB|IL15RA
IL2RB|IL2RB
IL9R|JAK3
IL9R|JAK1
IL9R|IL2RG
IL21R|JAK3
IL21R|JAK1
IL21R|IL2RG
IL15RA|JAK1
IL15RA|JAK3
IL15RA|IL2RB
IL15RA|IL2RG
IL6ST|TYK2
IL6ST|JAK1
IL6ST|JAK2
IL6ST|LIFR
IL6ST|CNTFR
IL6ST|IL27RA
IL6ST|OSMR
IL6ST|IL12RB2
IL6ST|IL6R
IL6ST|IL11RA
IL6ST|CTF1
IL6ST|IL6ST
IFNAR1|JAK1
IFNAR1|TYK2
IFNAR1|IFNAR2
IFNAR2|JAK1
IFNAR2|TYK2
IFNAR2|IFNAR1
IFNGR1|JAK1
IFNGR1|JAK2
IFNGR1|TYK2
IFNGR1|IFNGR2
IFNGR2|JAK1
IFNGR2|JAK2
IFNGR2|TYK2
IFNGR2|IFNGR1
IL10RA|JAK1
IL10RA|JAK2
IL10RA|TYK2
IL10RA|IL10RB
IL10RA|IL10RA
IL10RB|JAK1
IL10RB|JAK2
IL10RB|TYK2
IL10RB|IFNLR1
IL10RB|IL10RA
IL10RB|IL10RB
IL10RB|IL22RA1
IL20RB|JAK1
IL20RB|JAK2
IL20RB|TYK2
IL20RB|IL20RA
IL20RB|IL22RA1
IL20RB|IL20RB
IL20RA|JAK1
IL20RA|JAK2
IL20RA|TYK2
IL20RA|IL20RB
IL22RA1|JAK1
IL22RA1|JAK2
IL22RA1|TYK2
IL22RA1|IL10RB
IL22RA1|IL20RB
IL22RA1|IL22RA1
IFNLR1|JAK1
IFNLR1|JAK2
IFNLR1|TYK2
IFNLR1|IL10RB
EGFR|JAK1
EGFR|JAK2
EGFR|SRC
PDGFRB|JAK1
PDGFRB|JAK2
PDGFRB|SRC
PDGFRB|PDGFRA
PDGFRB|PDGFRB
PDGFRA|JAK1
PDGFRA|JAK2
PDGFRA|SRC
PDGFRA|PDGFRB
PDGFRA|PDGFRA
AGTR1|JAK2
AGTR1|F2RL3
AGTR1|F2RL2
AGTR1|AGTR2
AGTR1|F2R
F2RL3|JAK2
F2RL3|AGTR1
F2RL3|F2RL2
F2RL3|AGTR2
F2RL3|F2R
F2RL2|JAK2
F2RL2|AGTR1
F2RL2|F2RL3
F2RL2|AGTR2
F2RL2|F2R
AGTR2|JAK2
AGTR2|AGTR1
AGTR2|F2RL3
AGTR2|F2RL2
AGTR2|F2R
F2R|JAK2
F2R|AGTR1
F2R|F2RL3
F2R|F2RL2
F2R|AGTR2
TRIM28|STAT3
SETD7|STAT3
CREBBP|STAT3
LIFR|IL6ST
CNTFR|IL6ST
IL27RA|IL6ST
OSMR|IL6ST
IL12RB2|IL6ST
IL6R|IL6ST
IL11RA|IL6ST
CTF1|IL6ST
IL5RA|CSF2RB
