source|target
RELA|RELA
RELA|REL
RELA|NFKB1
RELA|NFKBIA
RELA|NFKBIE
REL|RELA
REL|REL
REL|NFKB1
REL|NFKBIA
REL|NFKBIE
NFKB1|RELA
NFKB1|REL
NFKB1|NFKB1
NFKB1|NFKBIA
NFKB1|NFKBIE
NFKBIA|RELA
NFKBIA|REL
NFKBIA|NFKB1
NFKBIA|NFKBIA
NFKBIA|NFKBIE
NFKBIE|RELA
NFKBIE|REL
NFKBIE|NFKB1
NFKBIE|NFKBIA
NFKBIE|NFKBIE
NFKB stimuli|CHUK
NFKB stimuli|IKBKB
NFKB stimuli|IKBKG
CHUK|RELA
CHUK|NFKBIA
CHUK|REL
CHUK|NFKB1
CHUK|NFKBIE
CHUK|IKBKB
CHUK|IKBKG
IKBKB|RELA
IKBKB|NFKBIA
IKBKB|REL
IKBKB|NFKB1
IKBKB|NFKBIE
IKBKB|CHUK
IKBKB|IKBKG
IKBKG|RELA
IKBKG|NFKBIA
IKBKG|REL
IKBKG|NFKB1
IKBKG|NFKBIE
IKBKG|CHUK
IKBKG|IKBKB
