source_node,target_node,num_paths
RAB3A,Neuron,82
NDRG1,RAB11B,17
NDRG1,RAB25,3147
NDRG1,RABAC1,8
RAB4A,SH3TC2,1
RAB4A,RAB4B,6
RAB4A,RAB11B,7
RAB4A,RAB25,3
RAB4A,RABAC1,49
SH3TC2,RAB4B,2881
SH3TC2,RAB11B,1
SH3TC2,RAB25,712
SH3TC2,RABAC1,2
RAB4B,RAB11B,3
RAB4B,RAB25,3
RAB4B,RABAC1,30
RAB11B,RAB25,3
RAB11B,RABAC1,36
RAB25,RABAC1,19
RABAC1,RAB7A,1
NDRG1,RAB4B,2
GDAP1,MFN2,15
NDRG1,SH3TC2,5
RAB11A,RABAC1,34
RAB3A,RAB3B,3
RAB3B,Neuron,4
SBF2,MTMR2,5
SBF2,LITAF,1
MTMR2,LITAF,1
HSPB1,FGD4,1
LITAF,FIG4,1
RAB11A,NDRG1,13
RAB11A,RAB4A,7
RAB11A,SH3TC2,1
RAB11A,RAB4B,3
RAB11A,RAB11B,7
RAB11A,RAB25,3
NDRG1,RAB4A,16
