source_node,target_node,num_paths
RAB3A,Neuron,82
NDRG1,RAB11B,1
NDRG1,RAB25,1
NDRG1,RABAC1,1
RAB4A,SH3TC2,2
RAB4A,RAB4B,7
RAB4A,RAB11B,8
RAB4A,RAB25,4
RAB4A,RABAC1,1
SH3TC2,RAB4B,1
SH3TC2,RAB11B,1
SH3TC2,RAB25,1
SH3TC2,RABAC1,1
RAB4B,RAB11B,4
RAB4B,RAB25,4
RAB4B,RABAC1,1
RAB11B,RAB25,4
RAB11B,RABAC1,1
RAB25,RABAC1,1
RABAC1,RAB7A,1
NDRG1,RAB4B,3
GDAP1,MFN2,2
NDRG1,SH3TC2,2
RAB11A,RABAC1,1
RAB3A,RAB3B,4
RAB3B,Neuron,4
SBF2,MTMR2,2
SBF2,LITAF,3
MTMR2,LITAF,3
HSPB1,FGD4,3
LITAF,FIG4,3
RAB11A,NDRG1,1
RAB11A,RAB4A,8
RAB11A,SH3TC2,1
RAB11A,RAB4B,4
RAB11A,RAB11B,8
RAB11A,RAB25,4
NDRG1,RAB4A,1
