source_node,target_node,num_paths
Sparc,Cell adhesion,36
14-3-3,TAZ,36
14-3-3,Smad2,36
14-3-3,Smad3,36
14-3-3,Smad4,36
TAZ,CNN2,36
Sparc,Periostin,36
Sparc,PAI-1,36
Smad2,Smad3,36
TAZ,Smad2,36
TAZ,Smad3,36
TAZ,Smad4,36
Smad2,CNN2,36
Smad2,POSTN,36
Smad2,SERPINE1,36
Smad2,SPARC,36
TAZ,SERPINE1,36
TAZ,POSTN,36
Smad2,Smad4,36
TGF-β,TGFβ-II-R,36
Smad4,CNN2,36
Smad4,POSTN,36
Smad4,SERPINE1,36
TAZ,SPARC,36
Smad4,SPARC,36
TGFβ-I-R,Smad2,36
TGFβ-I-R,Smad3,36
TGFβ-I-R,TGFβ-II-R,36
TGFβ-I-R,TGFβ-III-R,36
Smad3,Smad4,36
Smad2,TGFβ-II-R,36
Smad3,SPARC,36
Smad3,SERPINE1,36
Smad3,POSTN,36
Smad3,CNN2,36
TGFβ-II-R,TGFβ-III-R,36
