Source,Target,edgeID,signal,color
"AKT1","Rab43","id11c8e5f8","a","#000000"
"AKT1","Proliferation","ide8f8233c","a","#000000"
"AKT1","FOXO1","ide9cccc2a","a","#000000"
"AKT1","AKT2","c57fe_f690b_unlabeled","a","#unlabeled"
"AKT1","AKT3","c57fe_f690b_ccd32_1","a","#nan"
"Rab43","Proliferation","idc12871cf","a","#000000"
"AKT2","Rab43","id11c8e5f8","a","#000000"
"AKT2","Proliferation","ide8f8233c","a","#000000"
"AKT2","FOXO1","ide9cccc2a","a","#000000"
"AKT2","AKT1","f690b_c57fe_unlabeled","a","#unlabeled"
"AKT2","AKT3","f690b_ccd32_unlabeled","a","#unlabeled"
"AKT3","Rab43","id11c8e5f8","a","#000000"
"AKT3","Proliferation","ide8f8233c","a","#000000"
"AKT3","FOXO1","ide9cccc2a","a","#000000"
"AKT3","AKT1","c57fe_f690b_ccd32_3","a","#nan"
"AKT3","AKT2","ccd32_f690b_unlabeled","a","#unlabeled"
"IR","K-Ras","id12d019b7","a","#000000"
"K-Ras","Rasf1a","idb6cca23c","a","#000000"
"K-Ras","B-Raf","idbd8469d","a","#000000"
"T3","ERK 1","id17156c19","a","#000000"
"T3","ERK 2","id17156c19","a","#000000"
"T3","T4","f9233_c3469_unlabeled","a","#unlabeled"
"ERK 1","FOXO1","id3eda4dcd","a","#000000"
"ERK 1","EZH2","id9f518d00","a","#000000"
"ERK 1","ERK 2","b6d92_fae92_unlabeled","a","#unlabeled"
"ERK 2","FOXO1","id3eda4dcd","a","#000000"
"ERK 2","EZH2","id9f518d00","a","#000000"
"ERK 2","ERK 1","fae92_b6d92_unlabeled","a","#unlabeled"
"PDGFa","PDGFR-a","id1ee658bd","a","#000000"
"PDGFR-a","K-Ras","id773935ed","a","#000000"
"Cyclin D","Proliferation","id23675709","a","#000000"
"Cyclin D","Cyclin A","b1405_fd00b_unlabeled","a","#unlabeled"
"Cyclin D","cMyc","b1405_ea8cb_unlabeled","a","#unlabeled"
"Cyclin D","CDK2","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_1","a","#nan"
"Cyclin D","CDK4","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_1","a","#nan"
"Cyclin D","FOXM1","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_1","a","#nan"
"Cyclin A","Proliferation","id23675709","a","#000000"
"Cyclin A","Cyclin D","fd00b_b1405_unlabeled","a","#unlabeled"
"Cyclin A","cMyc","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_2","a","#nan"
"Cyclin A","CDK2","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_2","a","#nan"
"Cyclin A","CDK4","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_2","a","#nan"
"Cyclin A","FOXM1","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_2","a","#nan"
"cMyc","Proliferation","id23675709","a","#000000"
"cMyc","Cyclin D","ea8cb_b1405_unlabeled","a","#unlabeled"
"cMyc","Cyclin A","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_3","a","#nan"
"cMyc","CDK2","ea8cb_d159b_unlabeled","a","#unlabeled"
"cMyc","CDK4","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_3","a","#nan"
"cMyc","FOXM1","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_3","a","#nan"
"CDK2","Proliferation","id23675709","a","#000000"
"CDK2","Cyclin D","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_4","a","#nan"
"CDK2","Cyclin A","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_4","a","#nan"
"CDK2","cMyc","d159b_ea8cb_unlabeled","a","#unlabeled"
"CDK2","CDK4","d159b_fbb2c_unlabeled","a","#unlabeled"
"CDK2","FOXM1","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_4","a","#nan"
"CDK4","Proliferation","id23675709","a","#000000"
"CDK4","Cyclin D","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_5","a","#nan"
"CDK4","Cyclin A","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_5","a","#nan"
"CDK4","cMyc","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_5","a","#nan"
"CDK4","CDK2","fbb2c_d159b_unlabeled","a","#unlabeled"
"CDK4","FOXM1","fbb2c_b46b1_unlabeled","a","#unlabeled"
"FOXM1","Proliferation","id23675709","a","#000000"
"FOXM1","Cyclin D","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_6","a","#nan"
"FOXM1","Cyclin A","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_6","a","#nan"
"FOXM1","cMyc","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_6","a","#nan"
"FOXM1","CDK2","b1405_fd00b_ea8cb_d159b_fbb2c_b46b1_6","a","#nan"
"FOXM1","CDK4","b46b1_fbb2c_unlabeled","a","#unlabeled"
"Ca2+","CaM","id26e3cb39","a","#000000"
"CaM","NFAT","idf33bcfe6","a","#000000"
"CaM","CRTC2","idf33bcfe6","a","#000000"
"IGF-1","IGF-1R","id28aeb278","a","#000000"
"IGF-1R","K-Ras","iddc58a8d7","a","#000000"
"VEGFR-1","AKT1","id367f4ecd","a","#000000"
"VEGFR-1","AKT2","id367f4ecd","a","#000000"
"VEGFR-1","AKT3","id367f4ecd","a","#000000"
"TRs","T3","id3932fca8","a","#000000"
"FOXO1","Pdx1","id52e30c5c","i","#000000"
"Pdx1","Proliferation","ida15bf21f","a","#000000"
"PLGF","VEGFR-1","id6105db16","a","#000000"
"Pref-1R","ERK 1","id6efcb2b5","a","#000000"
"Pref-1R","ERK 2","id6efcb2b5","a","#000000"
"NFAT","PI3K","id73560808","a","#000000"
"NFAT","Cyclin D","iddbe138d7","a","#000000"
"NFAT","Cyclin A","iddbe138d7","a","#000000"
"NFAT","cMyc","iddbe138d7","a","#000000"
"NFAT","CDK2","iddbe138d7","a","#000000"
"NFAT","CDK4","iddbe138d7","a","#000000"
"NFAT","FOXM1","iddbe138d7","a","#000000"
"NFAT","CRTC2","d3670_f0f4b_unlabeled","a","#unlabeled"
"PI3K","AKT1","idc3d2ec4b","a","#000000"
"PI3K","AKT2","idc3d2ec4b","a","#000000"
"PI3K","AKT3","idc3d2ec4b","a","#000000"
"CRTC2","PI3K","id73560808","a","#000000"
"CRTC2","Cyclin D","iddbe138d7","a","#000000"
"CRTC2","Cyclin A","iddbe138d7","a","#000000"
"CRTC2","cMyc","iddbe138d7","a","#000000"
"CRTC2","CDK2","iddbe138d7","a","#000000"
"CRTC2","CDK4","iddbe138d7","a","#000000"
"CRTC2","FOXM1","iddbe138d7","a","#000000"
"CRTC2","NFAT","f0f4b_d3670_unlabeled","a","#unlabeled"
"B-Raf","ERK 1","id8dbbe773","a","#000000"
"B-Raf","ERK 2","id8dbbe773","a","#000000"
"P16ink4a","Proliferation","id8f3efec","a","#000000"
"TGFB1","TGFB1R","id98a5e5f","a","#000000"
"TGFB1R","Smad7","id9f37ed98","a","#000000"
"Smad7","AKT1","idcb6bb4ac","a","#000000"
"Smad7","AKT2","idcb6bb4ac","a","#000000"
"Smad7","AKT3","idcb6bb4ac","a","#000000"
"EZH2","P16ink4a","ida87ec1a6","i","#000000"
"T4","TRs","idb2e4be81","a","#000000"
"T4","T3","c3469_f9233_unlabeled","a","#unlabeled"
"Rasf1a","Proliferation","idd001a62e","i","#000000"
"Pref-1","Pref-1R","idde9852b","a","#000000"
"Insulin","IR","ide83591df","a","#000000"
