source_node,target_node,num_paths
SUN,ADCY9,1
SUN,ADCY10,1
SUN,ADCY4,1
SUN,ADCY7,1
SUN,ADCY2,1
SUN,ADCY8,1
SUN,ADCY5,1
SUN,ADCY6,1
ADCY9,ADCY2,44
ADCY9,ADCY4,44
ADCY9,ADCY5,44
ADCY9,ADCY6,44
ADCY9,ADCY7,44
ADCY9,ADCY8,44
ADCY9,ADCY10,4
ADCY10,ADCY2,4
ADCY10,ADCY4,4
ADCY10,ADCY5,5
ADCY10,ADCY6,5
ADCY4,ADCY2,44
ADCY10,ADCY7,4
ADCY4,ADCY5,45
ADCY4,ADCY6,45
ADCY4,ADCY7,45
ADCY4,ADCY8,45
ADCY7,ADCY2,44
ADCY7,ADCY5,47
ADCY7,ADCY6,45
ADCY7,ADCY8,46
ADCY2,ADCY5,44
ADCY2,ADCY6,44
ADCY2,ADCY8,45
ADCY8,ADCY5,48
ADCY8,ADCY6,47
ADCY5,ADCY6,49
TAZ,YY1AP1,2
MAP2K2,Smad3,6
MAP2K2,Smad2,5
MAP2K2,MAPK1,62
ADCY10,ADCY8,4
Smad3,Smad2,29
MAP2K2,MAP2K1,73
Smad3,Smad4,25
MAP2K1,Smad3,6
MAP2K1,Smad2,5
MAP2K1,MAPK1,81
MAP2K1,MAPK3,82
Microtubule,KIF5B,21
TGFB1,Smad3,22
TGFB1,Smad2,19
TGFB1,TGFB2,14
TGFB2,Smad3,6
TGFB2,Smad2,4
Intermediate filament,PLEC,1
PLEC,SYNE3,2
SOS2,NRAS,9
SOS2,KRAS,7
SOS2,SOS1,16
NRAS,MAP2K2,63
NRAS,MAP2K1,65
NRAS,KRAS,133
KRAS,MAP2K2,61
KRAS,MAP2K1,63
F-actin,SYNE1,2
F-actin,SYNE2,311
SYNE1,SYNE2,6
SYNE2,SUN,6
RhoA,MAPK3,19
Cofilin-1,F-actin,382
Cofilin-1,MAPK3,9
LBR,BANF1,2
TMPO,BANF1,11
MAP2K2,MAPK3,61
EMD,BANF1,11
SYNE3,SUN,1
MAPK1,MAPK3,147
TMEM43,SUN,1
SOS1,Grb2,103
RhoA,MAPK1,20
KIF5B,SUN,1
SOS2,MAP2K1,8
SOS2,MAP2K2,8
SYNE1,SUN,4
RhoA,TAZ,2
