Source,Target,edgeID,signal,color
"CREM","GABA gene expression","id1102b1e3","i","#000000"
"MAPK","CREB1","id1c37932b","a","#000000"
"CREB1","GABA gene expression","id7f9af931","a","#000000"
"SLC12A5","SLC12A5","id3a1e1075","a","#000000"
"PLCG1","CREB1","id4fb8d6bc","a","#000000"
"STAT3","CREM","id6afbd607","a","#000000"
"PTEN","PIK3CA","id7689d67","i","#000000"
"PTEN","PIK3CB","id7689d67","i","#000000"
"PTEN","PIK3R1","id7689d67","i","#000000"
"PTEN","PIK3R2","id7689d67","i","#000000"
"PTEN","PIK3R3","id7689d67","i","#000000"
"PTEN","PIK3CG","id7689d67","i","#000000"
"PIK3CA","GABRA1","idf9aad09f","a","#000000"
"PIK3CA","AP2A1","idf9aad09f","a","#000000"
"PIK3CA","AP2A2","idf9aad09f","a","#000000"
"PIK3CA","AP2B1","idf9aad09f","a","#000000"
"PIK3CA","GABRA2","idf9aad09f","a","#000000"
"PIK3CA","GABRA3","idf9aad09f","a","#000000"
"PIK3CA","GABRA4","idf9aad09f","a","#000000"
"PIK3CA","GABRA5","idf9aad09f","a","#000000"
"PIK3CA","GABRA6","idf9aad09f","a","#000000"
"PIK3CA","GABRB1","idf9aad09f","a","#000000"
"PIK3CA","GABRB2","idf9aad09f","a","#000000"
"PIK3CA","GABRB3","idf9aad09f","a","#000000"
"PIK3CA","GABRG1","idf9aad09f","a","#000000"
"PIK3CA","GABRG2","idf9aad09f","a","#000000"
"PIK3CA","GABRG3","idf9aad09f","a","#000000"
"PIK3CA","GABRD","idf9aad09f","a","#000000"
"PIK3CA","GABRE","idf9aad09f","a","#000000"
"PIK3CA","GABRP","idf9aad09f","a","#000000"
"PIK3CA","GABRQ","idf9aad09f","a","#000000"
"PIK3CA","PIK3CB","a1bbe_ce967_unlabeled","a","#unlabeled"
"PIK3CA","PIK3R1","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_1","a","#nan"
"PIK3CA","PIK3R2","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_1","a","#nan"
"PIK3CA","PIK3R3","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_1","a","#nan"
"PIK3CA","PIK3CG","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_1","a","#nan"
"PIK3CB","GABRA1","idf9aad09f","a","#000000"
"PIK3CB","AP2A1","idf9aad09f","a","#000000"
"PIK3CB","AP2A2","idf9aad09f","a","#000000"
"PIK3CB","AP2B1","idf9aad09f","a","#000000"
"PIK3CB","GABRA2","idf9aad09f","a","#000000"
"PIK3CB","GABRA3","idf9aad09f","a","#000000"
"PIK3CB","GABRA4","idf9aad09f","a","#000000"
"PIK3CB","GABRA5","idf9aad09f","a","#000000"
"PIK3CB","GABRA6","idf9aad09f","a","#000000"
"PIK3CB","GABRB1","idf9aad09f","a","#000000"
"PIK3CB","GABRB2","idf9aad09f","a","#000000"
"PIK3CB","GABRB3","idf9aad09f","a","#000000"
"PIK3CB","GABRG1","idf9aad09f","a","#000000"
"PIK3CB","GABRG2","idf9aad09f","a","#000000"
"PIK3CB","GABRG3","idf9aad09f","a","#000000"
"PIK3CB","GABRD","idf9aad09f","a","#000000"
"PIK3CB","GABRE","idf9aad09f","a","#000000"
"PIK3CB","GABRP","idf9aad09f","a","#000000"
"PIK3CB","GABRQ","idf9aad09f","a","#000000"
"PIK3CB","PIK3CA","ce967_a1bbe_unlabeled","a","#unlabeled"
"PIK3CB","PIK3R1","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_2","a","#nan"
"PIK3CB","PIK3R2","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_2","a","#nan"
"PIK3CB","PIK3R3","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_2","a","#nan"
"PIK3CB","PIK3CG","ce967_fcbce_unlabeled","a","#unlabeled"
"PIK3R1","GABRA1","idf9aad09f","a","#000000"
"PIK3R1","AP2A1","idf9aad09f","a","#000000"
"PIK3R1","AP2A2","idf9aad09f","a","#000000"
"PIK3R1","AP2B1","idf9aad09f","a","#000000"
"PIK3R1","GABRA2","idf9aad09f","a","#000000"
"PIK3R1","GABRA3","idf9aad09f","a","#000000"
"PIK3R1","GABRA4","idf9aad09f","a","#000000"
"PIK3R1","GABRA5","idf9aad09f","a","#000000"
"PIK3R1","GABRA6","idf9aad09f","a","#000000"
"PIK3R1","GABRB1","idf9aad09f","a","#000000"
"PIK3R1","GABRB2","idf9aad09f","a","#000000"
"PIK3R1","GABRB3","idf9aad09f","a","#000000"
"PIK3R1","GABRG1","idf9aad09f","a","#000000"
"PIK3R1","GABRG2","idf9aad09f","a","#000000"
"PIK3R1","GABRG3","idf9aad09f","a","#000000"
"PIK3R1","GABRD","idf9aad09f","a","#000000"
"PIK3R1","GABRE","idf9aad09f","a","#000000"
"PIK3R1","GABRP","idf9aad09f","a","#000000"
"PIK3R1","GABRQ","idf9aad09f","a","#000000"
"PIK3R1","PIK3CA","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_3","a","#nan"
"PIK3R1","PIK3CB","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_3","a","#nan"
"PIK3R1","PIK3R2","d5b66_f77ff_unlabeled","a","#unlabeled"
"PIK3R1","PIK3R3","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_3","a","#nan"
"PIK3R1","PIK3CG","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_3","a","#nan"
"PIK3R2","GABRA1","idf9aad09f","a","#000000"
"PIK3R2","AP2A1","idf9aad09f","a","#000000"
"PIK3R2","AP2A2","idf9aad09f","a","#000000"
"PIK3R2","AP2B1","idf9aad09f","a","#000000"
"PIK3R2","GABRA2","idf9aad09f","a","#000000"
"PIK3R2","GABRA3","idf9aad09f","a","#000000"
"PIK3R2","GABRA4","idf9aad09f","a","#000000"
"PIK3R2","GABRA5","idf9aad09f","a","#000000"
"PIK3R2","GABRA6","idf9aad09f","a","#000000"
"PIK3R2","GABRB1","idf9aad09f","a","#000000"
"PIK3R2","GABRB2","idf9aad09f","a","#000000"
"PIK3R2","GABRB3","idf9aad09f","a","#000000"
"PIK3R2","GABRG1","idf9aad09f","a","#000000"
"PIK3R2","GABRG2","idf9aad09f","a","#000000"
"PIK3R2","GABRG3","idf9aad09f","a","#000000"
"PIK3R2","GABRD","idf9aad09f","a","#000000"
"PIK3R2","GABRE","idf9aad09f","a","#000000"
"PIK3R2","GABRP","idf9aad09f","a","#000000"
"PIK3R2","GABRQ","idf9aad09f","a","#000000"
"PIK3R2","PIK3CA","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_4","a","#nan"
"PIK3R2","PIK3CB","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_4","a","#nan"
"PIK3R2","PIK3R1","f77ff_d5b66_unlabeled","a","#unlabeled"
"PIK3R2","PIK3R3","f77ff_b2ece_unlabeled","a","#unlabeled"
"PIK3R2","PIK3CG","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_4","a","#nan"
"PIK3R3","GABRA1","idf9aad09f","a","#000000"
"PIK3R3","AP2A1","idf9aad09f","a","#000000"
"PIK3R3","AP2A2","idf9aad09f","a","#000000"
"PIK3R3","AP2B1","idf9aad09f","a","#000000"
"PIK3R3","GABRA2","idf9aad09f","a","#000000"
"PIK3R3","GABRA3","idf9aad09f","a","#000000"
"PIK3R3","GABRA4","idf9aad09f","a","#000000"
"PIK3R3","GABRA5","idf9aad09f","a","#000000"
"PIK3R3","GABRA6","idf9aad09f","a","#000000"
"PIK3R3","GABRB1","idf9aad09f","a","#000000"
"PIK3R3","GABRB2","idf9aad09f","a","#000000"
"PIK3R3","GABRB3","idf9aad09f","a","#000000"
"PIK3R3","GABRG1","idf9aad09f","a","#000000"
"PIK3R3","GABRG2","idf9aad09f","a","#000000"
"PIK3R3","GABRG3","idf9aad09f","a","#000000"
"PIK3R3","GABRD","idf9aad09f","a","#000000"
"PIK3R3","GABRE","idf9aad09f","a","#000000"
"PIK3R3","GABRP","idf9aad09f","a","#000000"
"PIK3R3","GABRQ","idf9aad09f","a","#000000"
"PIK3R3","PIK3CA","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_5","a","#nan"
"PIK3R3","PIK3CB","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_5","a","#nan"
"PIK3R3","PIK3R1","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_5","a","#nan"
"PIK3R3","PIK3R2","b2ece_f77ff_unlabeled","a","#unlabeled"
"PIK3R3","PIK3CG","a1bbe_ce967_d5b66_f77ff_b2ece_fcbce_5","a","#nan"
