,anchor,arrow,Color,comments,edgeGroup,edgeID,geometry,node1_coords,node1_graphref,node1_x,node1_y,node2_coords,node2_graphref,node2_x,node2_y,matched_Node1_dist,matched_Node1,matched_Node2_dist,matched_Node2,matched_Node1_cat,matched_Node2_cat,matched_Node1_textlabel,matched_Node2_textlabel
0,[],['Arrow'],#000000,[],,id11d928a1,"LINESTRING (456.2494997675694 235.0563764488005, 455.67428551007265 264.8741193116058)",POINT (456.2494997675694 235.0563764488005),e94c5,456.2494997675694,235.0563764488005,POINT (455.67428551007265 264.8741193116058),dc83f,455.67428551007265,264.8741193116058,0.0,e94c5,0.0,dc83f,,,"['FGFR2', 'KDR', 'INSR', 'FGFR3', 'IGF1R', 'KIT', 'FGFR1', 'EPHA2', 'EGFR', 'CSF1R', 'FGFR4', 'FLT1', 'FLT4', 'NGFR', 'MET', 'PDGFRA', 'PDGFRB', 'TEK', 'FLT3', 'NTRK1', 'NTRK2']",PI3K/Akt signaling
1,[],['Arrow'],#000000,[],,id223508f7,"LINESTRING (623.7303597180006 214.43294418902912, 627.3461538461538 488.37573964497227)",POINT (623.7303597180006 214.43294418902912),ff02a,623.7303597180006,214.43294418902912,POINT (627.3461538461538 488.37573964497227),d5f93,627.3461538461538,488.37573964497227,0.0,ff02a,0.0,d5f93,,,"['GNAI2', 'GNAI3']","['CDC42', 'RHOA', 'RAC1']"
2,[],['mim-inhibition'],#000000,[],,id2dc75cec,"LINESTRING (903.5525402959811 458.53244088010035, 706.8461538461538 511.1257396449722)",POINT (903.5525402959811 458.53244088010035),a93af,903.5525402959811,458.53244088010035,POINT (706.8461538461538 511.1257396449722),d5f93,706.8461538461538,511.1257396449722,0.0,a93af,0.0,d5f93,,,"['PRKACA', 'PRKACB', 'PRKACG', 'PRKAR1A', 'PRKAR1B', 'PRKAR2A', 'PRKAR2B']","['CDC42', 'RHOA', 'RAC1']"
3,[],['Arrow'],#000000,[],,id30273895,"LINESTRING (243.2157464452216 217.30499588062412, 288.87318738663595 267.17307451160895)",POINT (243.2157464452216 217.30499588062412),ee7d4,243.2157464452216,217.30499588062412,POINT (288.87318738663595 267.17307451160895),a88f3,288.87318738663595,267.17307451160895,0.0,ee7d4,0.0,a88f3,,,"['CDH1', 'CDH10', 'CDH11', 'CDH12', 'CDH13', 'CDH15', 'CDH16', 'CDH17', 'CDH18', 'CDH19', 'CDH2', 'CDH20', 'CDH22', 'CDH24', 'CDH3', 'CDH4', 'CDH5', 'CDH6', 'CDH7', 'CDH8', 'CDH9']",NF2
4,[],['Arrow'],#000000,[],,id3ef24d70,"LINESTRING (842.573964497042 532.5443786982254, 706.8461538461538 533.8757396449721)",POINT (842.573964497042 532.5443786982254),a5d4f,842.573964497042,532.5443786982254,POINT (706.8461538461538 533.8757396449721),d5f93,706.8461538461538,533.8757396449721,0.0,a5d4f,0.0,d5f93,,,Mevalonate pathway,"['CDC42', 'RHOA', 'RAC1']"
5,[],['mim-inhibition'],#000000,[],,id61a62cfa,"LINESTRING (328.87318738663595 287.17307451160895, 415.6305350046014 349.63600947079294)",POINT (328.87318738663595 287.17307451160895),a88f3,328.87318738663595,287.17307451160895,POINT (415.6305350046014 349.63600947079294),fe00a,415.6305350046014,349.63600947079294,0.0,a88f3,0.0,fe00a,,,NF2,MTOR
6,[],['Arrow'],#000000,[],,id6a0b0b4c,"LINESTRING (600.8461538461538 511.1257396449722, 513.3136094674559 460.0369822485227)",POINT (600.8461538461538 511.1257396449722),d5f93,600.8461538461538,511.1257396449722,POINT (513.3136094674559 460.0369822485227),acb08,513.3136094674559,460.0369822485227,0.0,d5f93,0.0,acb08,,,"['CDC42', 'RHOA', 'RAC1']",['F-actin']
7,[],['Arrow'],#000000,[],,id6f0f7469,"LINESTRING (753.2298298505355 216.32369588747443, 752.8763282086688 239.46468892869655)",POINT (753.2298298505355 216.32369588747443),b8627,753.2298298505355,216.32369588747443,POINT (752.8763282086688 239.46468892869655),e4561,752.8763282086688,239.46468892869655,0.0,b8627,0.0,e4561,,,"['GNA11', 'GNAQ']","['PLCB1', 'PLCB2', 'PLCB3', 'PLCB4']"
8,[],['mim-inhibition'],#000000,[],,ida2dad3e4,"LINESTRING (185.7541170771842 496.9462365321991, 252 535)",POINT (185.7541170771842 496.9462365321991),eb30a,185.7541170771842,496.9462365321991,POINT (252 535),ae0f3,252.0,535.0,0.0,eb30a,0.0,ae0f3,,,"['PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'PRKAG2', 'PRKAG3']","['WWTR1', 'YAP1']"
9,[],['Arrow'],#000000,[],,idb269efe1,"LINESTRING (689.3838810345896 649.6591179320817, 599.654888101838 709.5740700448625)",POINT (689.3838810345896 649.6591179320817),ce95c,689.3838810345896,649.6591179320817,POINT (599.654888101838 709.5740700448625),ceba5,599.654888101838,709.5740700448625,0.0,ce95c,0.0,ceba5,,,WNT signaling,"['LEF1', 'TCF7L1', 'TCF7L2', 'TCF7', 'CTNNB1']"
10,[],['Arrow'],#000000,[],,idb7200574,"LINESTRING (429.0218857559132 588.9615287405959, 428.32807834553245 639.4690872690171)",POINT (429.0218857559132 588.9615287405959),e2572,429.0218857559132,588.9615287405959,POINT (428.32807834553245 639.4690872690171),cab9d,428.32807834553245,639.4690872690171,0.0,e2572,0.0,cab9d,,,TGF-beta signaling,"['SMAD3', 'SMAD2']"
11,[],['Arrow'],#000000,[],,idbc6146d5,"LINESTRING (752.8763282086688 303.5415015632983, 753.482231040694 334.584729381923)",POINT (752.8763282086688 303.5415015632983),e4561,752.8763282086688,303.5415015632983,POINT (753.482231040694 334.584729381923),e7a58,753.482231040694,334.584729381923,0.0,e4561,0.0,e7a58,,,"['PLCB1', 'PLCB2', 'PLCB3', 'PLCB4']","['PRKCA', 'PRKCB', 'PRKCD', 'PRKCE', 'PRKCG', 'PRKCH', 'PRKCI', 'PRKCQ', 'PRKCZ', 'PRKD3']"
12,[],['mim-inhibition'],#000000,[],,idbda879a4,"LINESTRING (382.98722648233024 277.3741193116058, 348.87318738663595 277.17307451160895)",POINT (382.98722648233024 277.3741193116058),dc83f,382.98722648233024,277.3741193116058,POINT (348.87318738663595 277.17307451160895),a88f3,348.87318738663595,277.17307451160895,0.0,dc83f,0.0,a88f3,,,PI3K/Akt signaling,NF2
13,[],['Arrow'],#000000,[],,idbe069d68,"LINESTRING (455.6305350046014 339.63600947079294, 455.67428551007265 289.8741193116058)",POINT (455.6305350046014 339.63600947079294),fe00a,455.6305350046014,339.63600947079294,POINT (455.67428551007265 289.8741193116058),dc83f,455.67428551007265,289.8741193116058,0.0,fe00a,0.0,dc83f,,,MTOR,PI3K/Akt signaling
14,[],['Arrow'],#000000,[],,idca9ac344,"LINESTRING (707.5195444735295 458.985097211023, 680.3461538461538 488.37573964497227)",POINT (707.5195444735295 458.985097211023),e7a58,707.5195444735295,458.985097211023,POINT (680.3461538461538 488.37573964497227),d5f93,680.3461538461538,488.37573964497227,0.0,e7a58,0.0,d5f93,,,"['PRKCA', 'PRKCB', 'PRKCD', 'PRKCE', 'PRKCG', 'PRKCH', 'PRKCI', 'PRKCQ', 'PRKCZ', 'PRKD3']","['CDC42', 'RHOA', 'RAC1']"
15,[],['mim-inhibition'],#000000,[],,idcc246741,"LINESTRING (425.059171597635 453.7869822485227, 360.92077336337235 452.9981557921726)",POINT (425.059171597635 453.7869822485227),acb08,425.059171597635,453.7869822485227,POINT (360.92077336337235 452.9981557921726),d7607,360.92077336337235,452.9981557921726,0.0,acb08,0.0,d7607,,,['F-actin'],"['LATS2', 'LATS1']"
16,[],['Arrow'],#000000,[],,idff1cf228,"LINESTRING (883.4936733274681 216.79980809435452, 903.5525402959811 354.53244088010035)",POINT (883.4936733274681 216.79980809435452),efb02,883.4936733274681,216.79980809435452,POINT (903.5525402959811 354.53244088010035),a93af,903.5525402959811,354.53244088010035,0.0,efb02,0.0,a93af,,,"['GNAL', 'GNAS']","['PRKACA', 'PRKACB', 'PRKACG', 'PRKAR1A', 'PRKAR1B', 'PRKAR2A', 'PRKAR2B']"
17,[],['Arrow'],#000000,[],,cfed1,"LINESTRING (308.87318738663595 287.17307451160895, 308.9207733633721 320.01281229727476)",POINT (308.87318738663595 287.17307451160895),a88f3,308.87318738663595,287.17307451160895,POINT (308.9207733633721 320.01281229727476),f8f16,308.9207733633721,320.01281229727476,0.0,a88f3,0.0,f8f16,,,NF2,"['STK3', 'STK4']"
