Source,Target,edgeID,signal,color
"PAK1","NF2","id4c990a30","i","#000000"
"PAK1","PAK2","EKCU9_RMWOO_unlabeled","a","#unlabeled"
"PAK1","PAK3","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_1","a","#nan"
"PAK1","PAK4","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_1","a","#nan"
"PAK1","PAK5","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_1","a","#nan"
"PAK1","PAK6","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_1","a","#nan"
"NF2","LATS1","id9ef9a6bf","a","#000000"
"NF2","WWTR1","iddddca0fe","i","#000000"
"NF2","YAP1","iddddca0fe","i","#000000"
"PAK2","NF2","id4c990a30","i","#000000"
"PAK2","PAK1","RMWOO_EKCU9_unlabeled","a","#unlabeled"
"PAK2","PAK3","RMWOO_OUQJX_unlabeled","a","#unlabeled"
"PAK2","PAK4","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_2","a","#nan"
"PAK2","PAK5","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_2","a","#nan"
"PAK2","PAK6","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_2","a","#nan"
"PAK3","NF2","id4c990a30","i","#000000"
"PAK3","PAK1","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_3","a","#nan"
"PAK3","PAK2","OUQJX_RMWOO_unlabeled","a","#unlabeled"
"PAK3","PAK4","OUQJX_W88VA_unlabeled","a","#unlabeled"
"PAK3","PAK5","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_3","a","#nan"
"PAK3","PAK6","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_3","a","#nan"
"PAK4","NF2","id4c990a30","i","#000000"
"PAK4","PAK1","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_4","a","#nan"
"PAK4","PAK2","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_4","a","#nan"
"PAK4","PAK3","W88VA_OUQJX_unlabeled","a","#unlabeled"
"PAK4","PAK5","W88VA_CSNAH_unlabeled","a","#unlabeled"
"PAK4","PAK6","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_4","a","#nan"
"PAK5","NF2","id4c990a30","i","#000000"
"PAK5","PAK1","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_5","a","#nan"
"PAK5","PAK2","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_5","a","#nan"
"PAK5","PAK3","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_5","a","#nan"
"PAK5","PAK4","CSNAH_W88VA_unlabeled","a","#unlabeled"
"PAK5","PAK6","CSNAH_159JG_unlabeled","a","#unlabeled"
"PAK6","NF2","id4c990a30","i","#000000"
"PAK6","PAK1","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_6","a","#nan"
"PAK6","PAK2","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_6","a","#nan"
"PAK6","PAK3","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_6","a","#nan"
"PAK6","PAK4","EKCU9_RMWOO_OUQJX_W88VA_CSNAH_159JG_6","a","#nan"
"PAK6","PAK5","159JG_CSNAH_unlabeled","a","#unlabeled"
"MAPK10","LIMD1","id4cbf8c2a","a","#000000"
"MAPK10","MAPK8","QRG92_a6629_unlabeled","a","#unlabeled"
"MAPK10","MAPK9","QRG92_fde41_unlabeled","a","#unlabeled"
"LIMD1","LATS1","idf9ae1f87","i","#000000"
"MAPK8","LIMD1","id4cbf8c2a","a","#000000"
"MAPK8","MAPK10","a6629_QRG92_unlabeled","a","#unlabeled"
"MAPK8","MAPK9","QRG92_a6629_fde41_2","a","#nan"
"MAPK9","LIMD1","id4cbf8c2a","a","#000000"
"MAPK9","MAPK10","fde41_QRG92_unlabeled","a","#unlabeled"
"MAPK9","MAPK8","QRG92_a6629_fde41_3","a","#nan"
"ITGB5","SRC","id5729e201","a","#000000"
"ITGB5","MAPK10","id88454ca4","a","#000000"
"ITGB5","MAPK8","id88454ca4","a","#000000"
"ITGB5","MAPK9","id88454ca4","a","#000000"
"ITGB5","PAK1","idbe60a6f4","a","#000000"
"ITGB5","PAK2","idbe60a6f4","a","#000000"
"ITGB5","PAK3","idbe60a6f4","a","#000000"
"ITGB5","PAK4","idbe60a6f4","a","#000000"
"ITGB5","PAK5","idbe60a6f4","a","#000000"
"ITGB5","PAK6","idbe60a6f4","a","#000000"
"ITGB5","ITGB7","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_1","a","#nan"
"ITGB5","ITGB8","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_1","a","#nan"
"ITGB5","ITGB6","a30c8_c535a_unlabeled","a","#unlabeled"
"ITGB5","ITGB4","a30c8_cf02a_unlabeled","a","#unlabeled"
"ITGB5","ITGB3","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_1","a","#nan"
"ITGB5","ITGB2","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_1","a","#nan"
"ITGB5","ITGB1","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_1","a","#nan"
"SRC","WWTR1","idb1f36e66","a","#000000"
"SRC","YAP1","idb1f36e66","a","#000000"
"ITGB7","SRC","id5729e201","a","#000000"
"ITGB7","MAPK10","id88454ca4","a","#000000"
"ITGB7","MAPK8","id88454ca4","a","#000000"
"ITGB7","MAPK9","id88454ca4","a","#000000"
"ITGB7","PAK1","idbe60a6f4","a","#000000"
"ITGB7","PAK2","idbe60a6f4","a","#000000"
"ITGB7","PAK3","idbe60a6f4","a","#000000"
"ITGB7","PAK4","idbe60a6f4","a","#000000"
"ITGB7","PAK5","idbe60a6f4","a","#000000"
"ITGB7","PAK6","idbe60a6f4","a","#000000"
"ITGB7","ITGB5","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_2","a","#nan"
"ITGB7","ITGB8","b4627_bde26_unlabeled","a","#unlabeled"
"ITGB7","ITGB6","b4627_c535a_unlabeled","a","#unlabeled"
"ITGB7","ITGB4","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_2","a","#nan"
"ITGB7","ITGB3","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_2","a","#nan"
"ITGB7","ITGB2","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_2","a","#nan"
"ITGB7","ITGB1","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_2","a","#nan"
"ITGB8","SRC","id5729e201","a","#000000"
"ITGB8","MAPK10","id88454ca4","a","#000000"
"ITGB8","MAPK8","id88454ca4","a","#000000"
"ITGB8","MAPK9","id88454ca4","a","#000000"
"ITGB8","PAK1","idbe60a6f4","a","#000000"
"ITGB8","PAK2","idbe60a6f4","a","#000000"
"ITGB8","PAK3","idbe60a6f4","a","#000000"
"ITGB8","PAK4","idbe60a6f4","a","#000000"
"ITGB8","PAK5","idbe60a6f4","a","#000000"
"ITGB8","PAK6","idbe60a6f4","a","#000000"
"ITGB8","ITGB5","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB8","ITGB7","bde26_b4627_unlabeled","a","#unlabeled"
"ITGB8","ITGB6","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB8","ITGB4","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB8","ITGB3","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB8","ITGB2","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB8","ITGB1","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_3","a","#nan"
"ITGB6","SRC","id5729e201","a","#000000"
"ITGB6","MAPK10","id88454ca4","a","#000000"
"ITGB6","MAPK8","id88454ca4","a","#000000"
"ITGB6","MAPK9","id88454ca4","a","#000000"
"ITGB6","PAK1","idbe60a6f4","a","#000000"
"ITGB6","PAK2","idbe60a6f4","a","#000000"
"ITGB6","PAK3","idbe60a6f4","a","#000000"
"ITGB6","PAK4","idbe60a6f4","a","#000000"
"ITGB6","PAK5","idbe60a6f4","a","#000000"
"ITGB6","PAK6","idbe60a6f4","a","#000000"
"ITGB6","ITGB5","c535a_a30c8_unlabeled","a","#unlabeled"
"ITGB6","ITGB7","c535a_b4627_unlabeled","a","#unlabeled"
"ITGB6","ITGB8","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_4","a","#nan"
"ITGB6","ITGB4","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_4","a","#nan"
"ITGB6","ITGB3","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_4","a","#nan"
"ITGB6","ITGB2","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_4","a","#nan"
"ITGB6","ITGB1","a30c8_b4627_bde26_c535a_cf02a_d8196_d948b_e1a6b_4","a","#nan"
"ITGB4","SRC","id5729e201","a","#000000"
"ITGB4","MAPK10","id88454ca4","a","#000000"
"ITGB4","MAPK8","id88454ca4","a","#000000"
"ITGB4","MAPK9","id88454ca4","a","#000000"
"ITGB4","PAK1","idbe60a6f4","a","#000000"
"ITGB4","PAK2","idbe60a6f4","a","#000000"
"ITGB4","PAK3","idbe60a6f4","a","#000000"
"ITGB4","PAK4","idbe60a6f4","a","#000000"
"ITGB4","PAK5","idbe60a6f4","a","#000000"
"ITGB4","PAK6","idbe60a6f4","a","#000000"
"ITGB4","ITGB5","cf02a_a30c8_unlabeled","a","#unlabeled"
